,Mato Grosso - Produção de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Mato Grosso - Consumo de Cimento (t),Mato Grosso - Desemprego,Mato Grosso - IDH,Mato Grosso - PIB - Estadual,Mato Grosso - PIB - Construção Civil,Mato Grosso - PIB - Per Capita,Mato Grosso - PIB - Preços de Mercado,Mato Grosso - value
2008-5,71.25190196992031,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,74.28,8.07367639099543,0.7530784769085743,65550571.22206386,2800746.254979584,17.129153989669778,52629981.90948107,0.3419016647987285
2008-6,72.07135509664508,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,84.655,8.076344249496907,0.7531567150656008,65599209.0682334,2802544.575687613,17.129466828374714,52635182.16788953,0.3438451491497316
2008-7,72.6852974521471,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,103.456,8.079012107998384,0.7532349532226272,65647846.91440295,2804342.896395642,17.129779667079646,52640382.42629799,0.3462339416679268
2008-8,73.27520437045709,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,90.203,8.081679966499859,0.7533131913796536,65696484.760572486,2806141.217103671,17.13009250578458,52645582.68470646,0.3482537919843918
2008-9,73.83308173232612,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,97.005,8.084347825001336,0.75339142953668,65745122.60674202,2807939.5378117,17.130405344489517,52650782.943114914,0.3500941745498458
2008-10,74.3837072501489,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,102.567,8.087015683502813,0.7534696676937065,65793760.45291156,2809737.858519729,17.13071818319445,52655983.20152338,0.3517462821198293
2008-11,74.96568475461142,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,82.796,8.089683542004288,0.7535479058507328,65842398.2990811,2811536.179227758,17.131031021899386,52661183.45993184,0.3531968099799831
2008-12,75.41944866599103,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,72.421,8.092351400505764,0.7536261440077593,65891036.14525064,2813334.499935787,17.131343860604318,52666383.7183403,0.3546444414669576
2009-1,75.63724686192337,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,76.018,8.095019259007241,0.7537043821647857,65939673.99142018,2815132.820643816,17.131656699309254,52671583.976748765,0.356092013634093
2009-2,76.23349657834136,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,74.738,8.091921655866415,0.7537673794510733,66102331.52767203,2818986.3657875583,17.145188422730108,52731928.433453135,0.3575425231350967
2009-3,76.7779460076628,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,75.011,8.08882405272559,0.7538303767373609,66264989.06392387,2822839.9109313004,17.15872014615096,52792272.8901575,0.3587899577956249
2009-4,77.14548838170947,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,68.627,8.085726449584763,0.7538933740236484,66427646.60017572,2826693.456075043,17.17225186957181,52852617.34686187,0.3600297151029845
2009-5,78.05589011859935,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,80.772,8.082628846443937,0.753956371309936,66590304.13642757,2830547.001218785,17.185783592992664,52912961.80356624,0.3615892543190933
2009-6,78.69799701097386,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,83.634,8.079531243303112,0.7540193685962235,66752961.67267942,2834400.546362527,17.199315316413518,52973306.2602706,0.363147366348808
2009-7,79.39206382249718,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,106.56,8.076433640162286,0.7540823658825111,66915619.20893127,2838254.0915062698,17.21284703983437,53033650.71697497,0.3647860701613962
2009-8,80.02719068955086,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,94.309,8.073336037021459,0.7541453631687987,67078276.74518312,2842107.636650012,17.22637876325522,53093995.173679344,0.3662160866533228
2009-9,80.69931313582224,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,90.908,8.070238433880634,0.7542083604550862,67240934.28143497,2845961.181793754,17.239910486676074,53154339.63038371,0.3676359923510252
2009-10,81.56083378362875,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,91.557,8.067140830739808,0.7542713577413738,67403591.81768681,2849814.726937496,17.253442210096928,53214684.08708808,0.3690442979156627
2009-11,82.16426608992332,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,84.618,8.064043227598981,0.7543343550276613,67566249.35393865,2853668.272081238,17.26697393351778,53275028.54379245,0.3704394430395789
2009-12,82.69131600375053,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,71.713,8.060945624458157,0.7543973523139489,67728906.89019051,2857521.817224981,17.28050565693863,53335373.00049681,0.37183263458217
2010-1,83.23982655328471,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,72.935,8.05784802131733,0.7544603496002364,67891564.42644235,2861375.362368723,17.294037380359484,53395717.45720118,0.3732230463113368
2010-2,83.85733413818353,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,71.644,8.056949780265565,0.7545085362773559,68055443.5278533,2863532.9259147,17.30885597668973,53458774.129970014,0.3746098186860321
2010-3,84.88499557203727,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,91.529,8.056051539213799,0.7545567229544754,68219322.62926424,2865690.4894606764,17.32367457301998,53521830.80273885,0.375992058683646
2010-4,85.45558437795712,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,82.698,8.055153298162034,0.7546049096315948,68383201.73067518,2867848.053006653,17.338493169350222,53584887.47550769,0.377369013107355
2010-5,86.2080912330223,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,94.332,8.05425505711027,0.7546530963087142,68547080.83208612,2870005.61655263,17.35331176568047,53647944.14827652,0.3787399091335636
2010-6,86.66350325879989,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,97.843,8.053356816058503,0.7547012829858337,68710959.93349706,2872163.1800986067,17.368130362010717,53711000.82104536,0.3801039549363154
2010-7,87.35771036414998,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,112.852,8.052458575006739,0.7547494696629531,68874839.034908,2874320.743644584,17.382948958340965,53774057.49381419,0.3812520938299191
2010-8,87.86673919908881,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,99.976,8.051560333954974,0.7547976563400726,69038718.13631892,2876478.3071905607,17.397767554671212,53837114.16658303,0.3819667499964904
2010-9,87.7817909302854,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,93.907,8.050662092903208,0.754845843017192,69202597.23772986,2878635.870736537,17.41258615100146,53900170.83935186,0.3828588511804108
