,Maranhão - Produção de Cimento (t),Maranhão - Depósito Poupança (R$),Maranhão - IDH Educacao,Maranhão - IDH Renda,Maranhão - Desemprego,Maranhão - Consumo de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Maranhão- custo m2 (R$),Goiais-Maranhão - value,Maranhão - IDH,Maranhão - PIB - Estadual,Maranhão - PIB - Construção Civil,Maranhão - PIB - Per Capita,Maranhão - PIB - Preços de Mercado,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%),Maranhão - IDH Longevidade
2005-5,25.495386832059754,2052430.4138245569,0.630163958483079,0.5570521821897022,8.09433606455865,47.35,2.004607757673179,1006.8695716259806,16836.90702930962,27.414212271647603,23.361679730474275,79.51367681673214,1.9730324124034837,12224.465177131788,0.2170630621420549,0.6466871129828426,44631271.20122629,2678900.14670955,6.088963883123342,39221937.51626819,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576,0.7300968194835368
2005-6,25.468458065936836,2075600.182659508,0.6306735092556116,0.5575209021404592,8.087334578943162,50.153,1.915935204379328,1007.2851893393602,18557.38097651753,27.520326934295728,23.054638593329887,77.5784494227393,2.243843443281198,12280.63222962787,0.2161029421382479,0.6470307892139344,44679444.86700508,2681394.635353185,6.09068763457535,39236934.22166885,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684,0.7303313938019798
2005-7,25.494891978056312,2098769.95149446,0.6311830600281442,0.5579896220912164,8.080333093327674,53.112,1.6351130619792131,1007.0188265923084,19051.614323949507,27.49453665572141,22.78448874260704,76.46385080032897,2.472821471060907,12336.750589317751,0.2149543543359519,0.6473744654450262,44727618.532783866,2683889.123996819,6.092411386027357,39251930.9270695,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553,0.7305659681204228
2005-8,25.570682342628515,2121939.720329412,0.6316926108006767,0.5584583420419734,8.073331607712186,51.788,1.6192760040052867,1006.0962276192658,19311.75457546616,27.56508987233365,22.648070179051007,75.52940053192071,2.7105309956094104,12392.637256545744,0.2142924554927298,0.6477181416761179,44775792.19856266,2686383.612640453,6.094135137479364,39266927.63247016,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124,0.7308005424388659
2005-9,25.659009883008324,2145109.489164363,0.6322021615732093,0.5589270619927305,8.066330122096698,46.69,2.080782293349557,1005.374727893349,18580.13809440808,27.45466821095539,22.603518935832888,75.75410817237169,2.761926924667935,12447.06066698247,0.2139141743316138,0.6480618179072096,44823965.86434145,2688878.101284088,6.095858888931372,39281924.337870814,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557,0.7310351167573089
2005-10,25.826316897001323,2168279.257999315,0.632711712345742,0.5593957819434875,8.059328636481212,45.263,2.2975023443307707,1004.6503048936372,17756.70413187516,27.35382205948997,22.74585066422938,76.84611856210412,2.6215328085936385,12500.423924385435,0.2145928761895402,0.6484054941383014,44872139.530120246,2691372.589927722,6.097582640383379,39296921.04327147,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376,0.731269691075752
2005-11,26.055280836850123,2191449.0268342667,0.6332212631182745,0.5598645018942445,8.052327150865723,44.122,2.825879560680702,1004.242880230847,17168.876295329697,27.1982789632322,22.91940125639004,78.32932367246524,2.451565619265968,12556.74642593708,0.2153320461310389,0.6487491703693931,44920313.19589904,2693867.078571356,6.099306391835386,39311917.74867213,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542,0.7315042653941951
2005-12,26.370504099086503,2214618.795669218,0.6337308138908071,0.5603332218450016,8.045325665250235,58.448,3.124927013363319,1004.298423537878,16247.74116664578,26.889863579904336,23.099647413879843,80.56177236996238,2.136314997146244,12619.603876499985,0.2162349920492057,0.6490928466004848,44968486.86167783,2696361.5672149905,6.101030143287393,39326914.45407278,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714,0.7317388397126381
2006-1,26.42275912857941,2237788.56450417,0.6342403646633397,0.5608019417957586,8.038324179634747,60.434,2.669785560714829,1004.5235757830512,15536.034563630948,26.66977116205322,23.288928568705806,82.48847209404218,1.8582525618611,12682.612947369158,0.2171842208871898,0.6494365228315766,45016660.52745662,2698856.0558586246,6.102753894739401,39341911.15947344,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527,0.7319734140310812
2006-2,26.26928301416236,2271989.2345924065,0.6347179824545867,0.5612432155803603,8.035768898504116,46.215,2.670427555027068,1005.2610399807708,15431.996187593795,26.64890252386333,23.384464275489687,83.05297113931137,1.755753745251587,12739.98492260798,0.2182074003526272,0.6497398850956043,45057003.69327578,2696594.808996075,6.103420846015803,39349542.95769026,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667,0.7321721608509507
2006-3,26.122715550471487,2306189.904680643,0.6351956002458338,0.561684489364962,8.033213617373484,47.645,2.77505879209127,1005.951501811586,15565.226971414357,26.66522457541406,23.40143575109079,83.0855424908415,1.6797257734536135,12798.441229242648,0.2194260963760435,0.650043247359632,45097346.85909493,2694333.562133525,6.104087797292205,39357174.75590709,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332,0.7323709076708202
2006-4,26.175381927134385,2340390.57476888,0.6356732180370808,0.5621257631495635,8.030658336242853,34.471,2.5705349309839614,1006.7634954038048,15904.86560730482,26.708652429031734,23.40631430653433,82.91518948284445,1.7355816908062798,12857.372641036263,0.2207745894333218,0.6503466096236599,45137690.02491409,2692072.315270975,6.104754748568607,39364806.55412392,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849,0.7325696544906898
2006-5,26.432034862504683,2374591.2448571166,0.6361508358283278,0.5625670369341652,8.028103055112222,48.018,2.7246227222423096,1007.2612367372355,17065.666480365468,26.80738597920429,23.27653863876893,81.8344728425351,1.919112174835485,12918.909500009344,0.2222843391881786,0.6506499718876876,45178033.19073325,2689811.0684084254,6.105421699845009,39372438.35234075,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955,0.7327684013105593
2006-6,26.72741789760132,2408791.9149453533,0.6366284536195749,0.5630083107187669,8.025547773981591,51.261,2.532168116063304,1007.2665416630182,17883.38693435486,26.86831052300364,23.088036973308053,80.68553286567867,2.0192028055850537,12980.742910111294,0.2238473801571237,0.6509533341517153,45218376.35655241,2687549.821545876,6.106088651121412,39380070.15055758,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707,0.7329671481304288
2006-7,27.102913220100294,2442992.58503359,0.6371060714108219,0.5634495845033686,8.02299249285096,55.481,2.314423575927348,1006.9149984196476,18350.376337662798,26.94539028785661,22.93631895032869,79.62313462363629,2.067699524460974,13043.48039855351,0.2256656364768914,0.651256696415743,45258719.52237157,2685288.5746833263,6.106755602397813,39387701.94877441,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956,0.7331658949502984
2006-8,27.375252538264903,2477193.2551218267,0.6375836892020689,0.5638908582879703,8.020437211720328,67.221,2.167424624594383,1006.172250887226,18702.68137373458,27.13400030180645,22.743069102873108,77.85871346778606,2.115144929268787,13109.580455578089,0.2284921850401829,0.6515600586797707,45299062.68819073,2683027.3278207765,6.107422553674216,39395333.74699124,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357,0.7333646417701678
