,Mato Grosso - Produção de Cimento (t),Mato Grosso- custo m2 (R$),Mato Grosso - IDH Longevidade,Mato Grosso - Depósito Poupança (R$),Mato Grosso - Consumo de Cimento (t),Mato Grosso - IDH Educacao,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Mato Grosso - Desemprego,Mato Grosso - IDH Renda,Mato Grosso - IDH,Mato Grosso - PIB - Estadual,Mato Grosso - PIB - Construção Civil,Mato Grosso - PIB - Per Capita,Mato Grosso - PIB - Preços de Mercado,Mato Grosso - value,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,51.97100442598076,11294.394376611011,0.777372837026206,1556361.5326054485,57.793,0.7169278763516532,3.191908271094333,992.0735017918868,1469.854847516923,26.730206165495296,20.78858979584647,72.66272723581288,1.911223254035668,8.238570571750643,0.7542552506096323,0.7467561326089797,61666052.885404974,2691587.982404872,16.87768059757392,51456287.1358306,0.3367414348595284,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,51.66694887042521,11351.160209944344,0.7776934582543759,1571710.6895554443,50.908,0.7172841827837374,4.094123638936841,991.7526837799344,1473.4958909295087,26.90888693615401,21.436931793152613,74.2924483650413,1.8447127002084127,8.232709823237645,0.7540769513006405,0.7469170290432623,61748093.79735703,2693687.9964267625,16.88231544332923,51482970.30376145,0.3362910571638328,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,51.51416508664144,11404.989939674077,0.7780140794825456,1587059.84650544,51.972,0.7176404892158215,4.557950761167294,992.0174038015166,1438.1346365253364,26.8816065460156,21.720999141368,75.42300708753916,1.850552924728613,8.22684907472465,0.7538986519916487,0.7470779254775449,61830134.709309086,2695788.0104486533,16.886950289084538,51509653.47169231,0.3353336481910395,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,51.47979666558879,11455.53967651618,0.7782835416499784,1575041.9722179,40.729,0.7179777666344612,4.790117825208803,992.9728971078036,1432.8942493474024,26.35627644427242,21.370685668898428,76.02780339939952,1.8471705712655695,8.225166628636108,0.7537296795639646,0.7472214297332348,61901512.79769086,2696869.8809734997,16.88788761107617,51523381.57444141,0.3342704734013291,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,51.86328384507597,11503.451471387974,0.7785530038174111,1563024.09793036,54.446,0.7183150440531011,4.560789365520896,993.8725250784956,1428.0463621227425,25.869289905006315,20.58944874928516,74.98164706589986,1.815842779693049,8.223484182547567,0.7535607071362804,0.7473649339889246,61972890.88607263,2697951.751498345,16.888824933067802,51537109.67719052,0.3330986531470249,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,51.78113384507598,11546.736471387974,0.7788224659848438,1551006.22364282,51.788,0.7186523214717409,3.485697656131805,994.8165557862778,1377.1665798120011,25.130155843721003,19.577481125506857,74.12013858537735,1.8257834054873208,8.221801736459026,0.7533917347085963,0.7475084382446144,62044268.9744544,2699033.622023191,16.889762255059438,51550837.77993962,0.3318151525710903,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,52.02313384507598,11588.45305675383,0.7790919281522766,1538988.34935528,58.702,0.7189895988903806,2.5253757839838777,995.721746021172,1328.0370834130824,24.669786990193,18.15894027736284,70.99162460068551,1.8118592780585856,8.220119290370485,0.7532227622809121,0.7476519425003042,62115647.06283617,2700115.492548037,16.89069957705107,51564565.88268872,0.3306251078288241,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,52.00191955936169,11627.292104372877,0.7793613903197093,1526970.47506774,63.281,0.7193268763090205,2.289936444761269,995.5953162192416,1298.999495082329,25.17647513269778,17.23944938425561,66.22889731710066,1.802463169095581,8.218436844281944,0.753053789853228,0.7477954467559941,62187025.151217945,2701197.3630728824,16.8916368990427,51578293.98543783,0.3290132560119265,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,52.11045444308262,11665.491174140318,0.779630852487142,1514952.6007802,69.737,0.7196641537276602,2.5831759434762804,995.022623235764,1269.988358454944,25.75189803516881,17.279498438099314,64.37011995923329,1.854152346588313,8.216754398193403,0.7528848174255438,0.7479389510116838,62258403.23959972,2702279.2335977284,16.892574221034334,51592022.088186935,0.3273865404773786,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,52.30754535217353,11700.697083231227,0.7799003146545747,1502934.72649266,69.819,0.7200014311463,2.521145369140875,994.3365497300838,1316.9024156592247,26.383575171069445,17.71003240134217,63.61118232651738,1.8549216423216333,8.215071952104863,0.7527158449978597,0.7480824552673737,62329781.32798149,2703361.1041225744,16.893511543025966,51605750.19093604,0.3258480364448585,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,52.37990090772908,11732.04530545345,0.7801697768220074,1490916.85220512,69.265,0.7203387085649399,2.881885561978436,993.3779598605428,1340.6335175447282,26.968331009504944,18.69193765100435,64.7463495592399,1.9016072028077529,8.213389506016322,0.7525468725701756,0.7482259595230636,62401159.41636326,2704442.97464742,16.894448865017598,51619478.293685146,0.3241947493907244,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,52.44707482077256,11761.04226197519,0.7804392389894401,1478898.97791758,64.352,0.7206759859835796,2.729288781255391,992.6676059567654,1351.5752826584044,27.062630312950517,19.922596497099025,68.46243080632483,1.9316622132561367,8.21170705992778,0.7523779001424914,0.7483694637787534,62472537.50474503,2705524.845172266,16.89538618700923,51633206.39643425,0.3226403598210769,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,52.44213865055979,11789.855027932635,0.7807087011568729,1466881.1036300398,66.547,0.7210132634022194,2.6613061937629428,992.2787188740076,1335.958046596914,27.07762561420921,20.61968866824425,70.88362703991197,1.8896758841362675,8.21002461383924,0.7522089277148073,0.7485129680344432,62543915.5931268,2706606.715697112,16.896323509000865,51646934.49918335,0.3211864973227397,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,52.5593261505598,11817.512527932637,0.7809781633243056,1454863.2293425,56.044,0.7213505408208593,2.8420990099787957,992.1351433830476,1297.4727951023358,27.143077840853348,21.234514755528267,72.8411409032182,1.8836096698332896,8.208342167750699,0.7520399552871231,0.748656472290133,62615293.68150857,2707688.5862219576,16.897260830992497,51660662.60193246,0.3198349077056018,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,52.58628533423326,11843.362936095902,0.7812476254917383,1442845.35505496,55.998,0.721687818239499,2.766424062479504,992.3854418739736,1258.4062792781351,26.966131471650176,21.52231282883199,74.52799281564522,1.8561384400842496,8.206659721662158,0.751870982859439,0.7487999765458229,62686671.769890346,2708770.456746804,16.89819815298413,51674390.70468156,0.3183593905537292,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,52.52461279003394,11893.767893975408,0.7814667785439279,1456313.8644736432,49.346,0.7220060150390931,2.920794804884636,992.5847832569234,1213.116934472895,26.89175644516641,21.307045730293076,73.98801165875857,1.793362002442183,8.199474028413295,0.7517104606757522,0.7489265188844907,62758278.6811048,2710963.8519478478,16.901459275128612,51692971.363897465,0.316860601445778,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,52.988123537711246,11941.615095893276,0.7816859315961174,1469782.3738923266,57.277,0.7223242118386872,2.767168635777479,993.2197390247776,1167.177243939218,26.62023205140293,20.73259858156081,72.89466836167769,1.7821567313611688,8.192288335164434,0.7515499384920653,0.7490530612231585,62829885.59231927,2713157.247148891,16.904720397273096,51711552.02311337,0.3150901045813495,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,53.32619648507659,11989.55166625542,0.781905084648307,1483250.88331101,61.881,0.7226424086382812,2.256265883907449,994.1622868660692,1104.5498891488417,26.03666882802521,19.38424496531048,70.04891652394609,1.8210236694903432,8.185102641915574,0.7513894163083785,0.7491796035618263,62901492.50353372,2715350.6423499347,16.90798151941758,51730132.68232928,0.313768197392093,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,53.887180542154944,12040.120360502508,0.7821242377004965,1496719.392729693,65.04,0.7229606054378753,1.9206041892242236,994.5216594993487,1091.7765453539578,25.93124028088165,17.826795370368078,65.24889103219799,1.8381040478847623,8.177916948666711,0.7512288941246916,0.749306145900494,62973099.41474818,2717544.0375509784,16.911242641562062,51748713.34154518,0.3123951460859452,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,54.37564281010963,12091.744467932682,0.7823433907526861,1510187.9021483767,68.127,0.7232788022374694,1.7088762781434843,995.220329991738,1071.3115721831205,25.620856763300782,16.820760180701374,62.74870431698528,1.9269704870442503,8.170731255417849,0.7510683719410048,0.7494326882391619,63044706.32596264,2719737.432752022,16.914503763706545,51767294.00076109,0.3114961358071413,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,54.460016552920514,12143.017570752583,0.7825625438048756,1523656.4115670598,60.123,0.7235969990370635,1.7035685429646483,995.034566361314,1123.257521766618,25.85389563663386,16.740857255028164,61.51930456354484,1.978280606263697,8.163545562168988,0.7509078497573181,0.7495592305778297,63116313.2371771,2721930.8279530657,16.917764885851028,51785874.65997699,0.3103684370198252,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,54.93527284084473,12194.5200785675,0.7827816968570651,1537124.9209857432,77.077,0.7239151958366576,2.107647494258534,994.0978285114284,3569.8639478717164,26.45726866766397,17.507149410087678,62.08797494913012,1.9724445516604028,8.156359868920127,0.7507473275736312,0.7496857729164975,63187920.14839155,2724124.22315411,16.921026007995508,51804455.3191929,0.3092134087899661,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,55.27118168056332,12246.000941133734,0.7830008499092547,1550593.4304044263,65.579,0.7242333926362517,2.3402792964555537,993.3632316882694,6427.7146564289205,26.64256342952381,18.808999142336404,65.49826266691,2.0335811366851866,8.149174175671265,0.7505868053899444,0.7498123152551653,63259527.059606016,2726317.6183551536,16.92428713013999,51823035.978408806,0.3080238288446091,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,55.71834345269424,12298.84252631264,0.7832200029614442,1564061.93982311,63.093,0.7245515894358459,2.4416438552658724,992.5796062777893,9319.34902560689,27.01080519085317,19.973616037009304,68.34978687562939,1.9926325940583676,8.141988482422402,0.7504262832062575,0.749938857593833,63331133.97082047,2728511.0135561973,16.927548252284474,51841616.63762471,0.307629527010376,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,56.18036086723357,12352.940494382352,0.7834391560136338,1577530.4492417932,64.38,0.7248697862354399,2.423972116910545,992.0876822566404,12752.77124142936,26.98547458569556,20.6685831271058,70.99133152894672,1.9901949336577367,8.134802789173541,0.7502657610225707,0.7500653999325009,63402740.88203493,2730704.408757241,16.930809374428957,51860197.296840616,0.3072323398340365,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,56.77616405991221,12407.430006989933,0.7836583090658233,1590998.9586604766,49.713,0.725187983035034,2.4062485222970835,992.0618581116912,13951.538071092857,26.92293814234216,21.282057913100708,73.5180559200214,1.9729569569947865,8.12761709592468,0.7501052388388838,0.7501919422711687,63474347.79324939,2732897.8039582847,16.93407049657344,51878777.95605652,0.3068341950375979,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,57.198474573983376,12461.998982439844,0.7838774621180129,1604467.46807916,55.489,0.7255061798346281,2.3106732214713843,992.2168503785294,14578.855700490309,26.77003068324145,21.665216974566786,75.73035453375313,1.8668963662965672,8.120431402675818,0.749944716655197,0.7503184846098365,63545954.70446385,2735091.1991593284,16.937331618717923,51897358.615272425,0.3064371162186951,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,57.62713395127607,12516.800595557514,0.7840471560004532,1650276.7500294817,46.637,0.7258052444095751,2.152023493102353,992.8179082915384,15460.648287511214,26.133474186762363,21.15497332970172,76.22010920687987,1.8151110833751427,8.118169382748764,0.7497917680781971,0.7504284952930531,63627781.02050937,2737794.259270064,16.947348195741647,51933667.67440438,0.3064596359743616,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,58.53752858975948,12573.936940844069,0.7842168498828935,1696086.0319798032,58.27,0.7261043089845219,1.7523126329497123,993.615718360016,15675.610093400965,25.760336232946507,20.462024962952388,75.12543912458912,1.7417225458064272,8.115907362821709,0.7496388195011974,0.7505385059762697,63709607.3365549,2740497.319380799,16.95736477276537,51969976.73353635,0.3065043127615663,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,59.27922746209997,12632.591134098278,0.7843865437653338,1741895.313930125,41.169,0.7264033735594689,1.368640462191109,994.4117287334324,15835.678888288214,25.287621021619632,19.25887509449802,72.6042492444429,1.714819050813313,8.113645342894653,0.7494858709241976,0.7506485166594863,63791433.65260042,2743200.379491534,16.967381349789093,52006285.79266831,0.3065738160190059,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,59.68369876040658,12692.2498006842,0.7845562376477742,1787704.5958804467,58.919,0.7267024381344159,1.410295356762012,995.0544356899188,16199.368497368669,25.2086901547008,17.819415604206576,67.89788454873498,1.7702268165481676,8.1113833229676,0.7493329223471977,0.7507585273427028,63873259.968645945,2745903.4396022693,16.977397926812817,52042594.85180026,0.3066709315995756,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,60.36717967704597,12754.860958723595,0.7847259315302144,1833513.877830768,60.095,0.7270015027093628,1.374209970825193,995.1360021359752,14811.85901226223,25.76651414602431,17.538372347466613,64.89523443116077,1.8278838388498944,8.109121303040546,0.7491799737701978,0.7508685380259194,63955086.28469147,2748606.499713005,16.98741450383654,52078903.91093223,0.3067943157581624,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,61.304858454957895,12830.216037383814,0.7848956254126547,1879323.15978109,61.492,0.7273005672843098,1.5624810190931189,994.7850390911684,12612.306892388422,26.094849982045154,17.80674519451191,64.62002213752713,1.8776289109231803,8.10685928311349,0.7490270251931981,0.7509785487091359,64036912.60073699,2751309.5598237403,16.997431080860267,52115212.970064186,0.3072612761611468,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
