,Rio Grande do Norte - IDH Longevidade,Rio Grande Do Norte - Consumo de Cimento (t),Rio Grande do Norte - IDH Renda,Rio Grande do Norte - IDH,Rio Grande do Norte- custo m2 (R$),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Rio Grande do Norte - Depósito Poupança (R$),Rio Grande Do Norte - Produção de Cimento (t),Rio Grande do Norte - PIB - Estadual,Rio Grande do Norte - PIB - Construção Civil,Rio Grande do Norte - PIB - Per Capita,Rio Grande do Norte - PIB - Preços de Mercado,Rio Grande do Norte - Desemprego,Rio Grande do Norte - IDH Educacao,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,0.7986772441314829,35.133,0.6349131319112049,0.693535632944693,10670.071210290474,2.18477110130798,1006.112622354124,3069.855284258402,26.769648571834285,22.60707285217099,78.63040356133219,4.037314362031422,1965280.2402783036,28.915812650666695,32053453.67370553,2023096.357132156,9.130843329904598,28945472.532087687,8.234711725508163,0.6334188793670777,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,0.7991976963788859,38.58,0.6352837548409458,0.6939404312468773,10725.25315473492,2.1997082117300604,1006.1276698597668,2275.903221256018,26.75383775299348,22.6553632516269,78.92683795097147,3.8985415891032593,1977469.9128532768,28.927451539555584,32093952.024383068,2025539.6157727048,9.134129144906751,28960488.05211305,8.228765926128021,0.6338440720211312,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,0.7997181486262889,32.845,0.6356543777706867,0.6943452295490616,10780.466668248431,2.0664058070308093,1006.3585853108392,1605.2681731675048,26.522862072827834,22.7023290925102,80.24522231491781,3.5171377726795203,1989659.58542825,28.94631640442045,32134450.375060607,2027982.8744132533,9.13741495990891,28975503.57213841,8.222820126747882,0.6342692646751849,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,0.8001754534092455,26.809,0.6360105835118818,0.6947104939079399,10833.052984037906,2.3386785343035363,1006.2385987516994,942.2079941935456,26.78973035239773,22.5041167269188,77.97653951921889,4.1457802457978,1994036.1260772275,28.905921667578347,32171376.498155624,2029125.9486900764,9.139953287500155,28987209.87611205,8.221136338929508,0.6346696205876967,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,0.8006327581922021,34.465,0.6363667892530769,0.6950757582668181,10883.005548140469,2.0492381683071543,1006.6937264656202,895.2726561031616,26.6243512016953,22.33230638209121,77.9189644872904,4.101994326257571,1998412.666726205,28.982331923988603,32208302.62125064,2030269.0229668997,9.142491615091403,28998916.180085696,8.219452551111134,0.6350699765002086,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,0.8010900629751587,30.563,0.636722994994272,0.6954410226256964,10930.677048140473,1.9601577397901069,1007.1793639464192,883.2120541672874,26.225378467440304,22.120651236161876,78.76381855795093,4.055181730251426,2002789.2073751823,28.998306923988604,32245228.744345658,2031412.0972437223,9.145029942682651,29010622.48405934,8.21776876329276,0.6354703324127204,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,0.8015473677581153,32.574,0.6370792007354671,0.6958062869845746,10977.05265789657,1.8123495743401337,1007.894188441722,893.8019000671221,25.89462972145817,21.744238347313345,78.49327367920348,4.235061345798052,2007165.74802416,29.04440448496421,32282154.86744067,2032555.1715205451,9.1475682702739,29022328.788032982,8.216084975474386,0.6358706883252323,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,0.8020046725410719,32.706,0.6374354064766622,0.6961715513434529,11020.740753134663,1.6820731428302105,1008.3242630825396,916.9348569895428,25.68324117766291,21.38855423676038,77.79035833390687,4.53499576817392,2011542.2886731373,29.05652353258326,32319080.990535688,2033698.245797368,9.150106597865149,29034035.092006627,8.214401187656012,0.6362710442377442,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,0.8024619773240285,32.727,0.6377916122178573,0.6965368157023311,11061.051450809082,1.5558262917296706,1008.372118799959,1049.5260103663263,25.62327397504896,21.1042739763675,76.7462691804025,4.87205472992234,2015918.829322115,29.162593300025115,32356007.113630705,2034841.3200741915,9.152644925456396,29045741.39598027,8.21271739983764,0.636671400150256,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,0.8029192821069852,35.823,0.6381478179590524,0.6969020800612094,11099.192359899993,1.2124687277802162,1008.1549051436034,1071.4310194844754,25.87648875826597,20.94893929614086,74.86815088734771,5.213390529670513,2020295.3699710928,29.312116027297847,32392933.23672572,2035984.3943510144,9.155183253047642,29057447.699953917,8.211033612019266,0.637071756062768,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,0.8033765868899417,37.225,0.6385040237002475,0.6972673444200876,11135.701026566658,1.1312333746502656,1007.2698577600012,1107.0587962579684,26.127852645244666,20.92691500772452,73.65423165594589,5.409411442266733,2024671.91062007,29.35440491618673,32429859.35982074,2037127.468627837,9.15772158063889,29069154.00392756,8.209349824200892,0.6374721119752799,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,0.8038338916728983,33.551,0.6388602294414426,0.6976326087789658,11169.851461349264,1.012160580792815,1006.5256569996384,1149.4542474728364,26.72712253743888,21.263962578179708,72.46057863845941,5.483831935391104,2029048.451269048,29.52903535096934,32466785.48291575,2038270.54290466,9.160259908230138,29080860.3079012,8.207666036382518,0.6378724678877917,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,0.804291196455855,35.805,0.6392164351826377,0.6979978731378441,11204.132525179051,0.9772009649234712,1005.8613199068126,1057.9102582280625,27.29829445188168,21.64468614187945,71.59468889898059,5.545729447078655,2033424.991918025,29.697928967990617,32503711.60601077,2039413.617181483,9.162798235821386,29092566.611874845,8.205982248564144,0.6382728238003036,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,0.8047485012388116,39.511,0.6395726409238328,0.6983631374967223,11232.793358512388,1.2596381081642818,1005.3081192380648,512.3366541778669,27.86475280493789,22.076509103969094,70.95849988476941,5.576996117819498,2037801.5325670023,29.883053967990623,32540637.729105785,2040556.691458306,9.165336563412634,29104272.91584849,8.20429846074577,0.6386731797128155,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,0.8052058060217682,38.146,0.6399288466650279,0.6987284018556006,11259.829889124632,1.499275036186745,1005.2011149254072,140.83322251727805,28.46913139917978,22.54657016533737,70.30772074285531,5.594111388930211,2042178.07321598,29.873523355745725,32577563.8522008,2041699.765735129,9.167874891003882,29115979.21982213,8.202614672927396,0.6390735356253273,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,0.8056010508261139,30.35,0.6402723138940557,0.6990551239466737,11312.20701339248,1.74567685369135,1005.2870674401482,0.0,28.284406858691156,22.64782977456266,71.64705901583352,5.351858684136259,2059734.3981301868,29.9917838323936,32610072.31846264,2043184.76152148,9.16933137102604,29123826.95717654,8.19493134778889,0.6394487535348365,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,0.8059962956304597,33.791,0.6406157811230835,0.6993818460377468,11364.3622736344,1.9538280847556704,1005.7009738337994,176.76663760881638,27.80213521839409,22.625491166533276,73.79521506427284,5.066434686255599,2077290.7230443931,30.286766265393776,32642580.784724478,2044669.7573078305,9.170787851048196,29131674.69453095,8.187248022650383,0.6398239714443457,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,0.8063915404348054,30.891,0.6409592483521114,0.69970856812882,11414.606953397508,2.098565144725246,1006.529292539488,1430.5701034114688,27.152828865784915,22.327573089449512,75.4089854355383,4.865079520148929,2094847.0479586,30.279589609725036,32675089.250986308,2046154.7530941807,9.172244331070354,29139522.43188536,8.179564697511877,0.6401991893538549,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,0.8067867852391511,30.724,0.6413027155811392,0.7000352902198931,11466.35016161059,2.154802768487622,1007.3924279359696,1471.6053279977573,26.343328273456613,21.922875734522364,77.26449124673059,4.674295525581607,2112403.3728728066,30.368963284698616,32707597.717248145,2047639.748880532,9.173700811092512,29147370.169239767,8.17188137237337,0.6405744072633641,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,0.807182030043497,29.836,0.6416461828101669,0.7003620123109662,11516.680507781575,1.778544246025679,1008.056651862408,4820.51938946722,25.95281864709695,21.506796790758283,77.10878264069899,4.779208097913021,2129959.6977870134,30.45682171447461,32740106.18350998,2049124.7446668828,9.175157291114669,29155217.906594176,8.164198047234864,0.6409496251728732,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,0.8075772748478427,39.965,0.6419896500391947,0.7006887344020393,11567.204990268974,1.544318055549492,1008.3702475075598,7798.523461954321,25.878499677106216,21.15127062289284,75.7668396575054,5.032933472645444,2147516.02270122,30.69620854757937,32772614.649771817,2050609.7404532332,9.176613771136829,29163065.643948585,8.156514722096357,0.6413248430823825,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,0.8079725196521884,39.549,0.6423331172682225,0.7010154564931124,11617.57701650694,1.3644430358414572,1008.0811833427324,12059.706656976616,25.960454506270903,21.07264689623165,75.0052696769262,5.195518919520266,2165072.347615427,30.812249753183306,32805123.11603365,2052094.7362395844,9.178070251158983,29170913.38130299,8.148831396957853,0.6417000609918917,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,0.8083677644565342,40.932,0.6426765844972503,0.7013421785841855,11667.750927208945,1.2465922332386925,1007.5757943301808,15664.293448962102,26.12810848423055,21.19019293008566,74.67858748646258,5.392012814506896,2182628.6725296336,30.947321774207737,32837631.582295485,2053579.732025935,9.17952673118114,29178761.1186574,8.141148071819346,0.6420752789014008,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,0.80876300926088,44.399,0.6430200517262781,0.7016689006752586,11716.931411227692,1.053669998549391,1007.097040873196,16755.77398666458,26.7142312387417,21.49659079125941,73.49986913109547,5.550141662909193,2200184.99744384,31.336809612606185,32870140.04855732,2055064.727812286,9.1809832112033,29186608.856011808,8.13346474668084,0.64245049681091,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,0.8091582540652257,43.484,0.643363518955306,0.7019956227663318,11773.046190838655,0.7607842112715902,1006.6707129669044,17164.562182571113,27.281182905764897,21.864422627907786,72.70779423254537,5.601284691625828,2217741.3223580467,31.598413049147226,32902648.51481916,2056549.7235986367,9.182439691225458,29194456.593366217,8.125781421542333,0.6428257147204193,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,0.8095534988695715,48.074,0.6437069861843338,0.7023223448574049,11825.054863911068,0.9102136999075868,1006.4502665272624,17998.849243115634,27.74651457269661,22.2185541238067,72.3101936020614,5.541390718013488,2235297.6472722534,31.958404894014176,32935156.981080998,2058034.719384988,9.183896171247614,29202304.330720626,8.118098096403827,0.6432009326299284,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,0.8099487436739172,45.289,0.6440504534133615,0.702649066948478,11877.4173477718,0.9715862271319188,1006.225282746827,17963.472823795397,28.083896581599795,22.456974303675345,72.02252272034957,5.2205391253304905,2252853.97218646,32.20852639104394,32967665.447342828,2059519.7151713383,9.185352651269772,29210152.068075035,8.11041477126532,0.6435761505394376,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,0.8102830159854877,35.791,0.6443828608066006,0.7029382384472469,11927.982667762077,1.2097029841832578,1006.272980894673,17703.45938022528,27.877614134419765,22.548607432177164,73.34373129761627,4.928723785860721,2279561.258227938,32.3116123091383,32995550.316533457,2061203.866445884,9.18583895692475,29214378.193587244,8.108490387838946,0.6439259291844832,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,0.8106172882970581,44.472,0.6447152681998396,0.7032274099460158,11980.052661307467,1.6049592876050431,1006.5338405986398,17547.64986103402,27.341945579783165,22.455633832787075,75.30759532278513,4.63240556122761,2306268.544269415,32.59160599570075,33023435.18572409,2062888.0177204304,9.186325262579729,29218604.31909945,8.106566004412574,0.6442757078295287,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,0.8109515606086286,32.34,0.6450476755930785,0.7035165814447848,12033.19260239251,1.7395814835908756,1007.0537889231042,17175.165154693066,26.742608715430027,22.19235713358205,76.79107251809228,4.508552052338257,2332975.830310893,32.75126465022549,33051320.05491472,2064572.168994976,9.186811568234706,29222830.44461166,8.1046416209862,0.6446254864745743,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,0.8112858329201992,42.359,0.6453800829863175,0.7038057529435537,12086.26720554051,1.5669676569910247,1007.7740714573376,17360.489616689403,26.27457692875965,21.788158450176358,77.02818963627227,4.863316620809021,2359683.11635237,33.00391684872012,33079204.92410535,2066256.3202695216,9.187297873889683,29227056.57012387,8.102717237559826,0.6449752651196199,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,0.8116201052317696,38.437,0.6457124903795566,0.7040949244423227,12140.050971818957,1.5117029463837282,1008.2285993718197,17849.74237329971,25.917361808237803,21.383599302210023,76.76077482648476,5.198702002760162,2386390.402393848,33.323784447980444,33107089.793295983,2067940.471544068,9.18778417954466,29231282.69563608,8.100792854133454,0.6453250437646655,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,0.8119543775433401,45.045,0.6460448977727955,0.7043840959410916,12194.636690567617,1.391577890835105,1008.2888394884184,19230.41336211736,25.951581535702644,21.12896149676661,75.39547123279927,5.579839589645764,2413097.6884353254,33.64213671155998,33134974.662486613,2069624.6228186137,9.188270485199638,29235508.821148288,8.09886847070708,0.6456748224097111,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,0.8122886498549106,50.67,0.6463773051660345,0.7046732674398606,12251.868430154527,1.6681617931686976,1007.9551850376874,20404.59710328785,26.13632982902372,21.01924381490716,74.02231569844353,5.948836887602135,2439804.9744768026,33.84100494444844,33162859.53167724,2071308.7740931597,9.188756790854615,29239734.946660496,8.096944087280706,0.6460246010547566,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
2006-9,0.812622922166481,45.984,0.6467097125592736,0.7049624389386295,12314.872431588292,1.8575118544663904,1007.657565702776,21224.91993245717,26.404569874683563,21.11263427407761,73.20552034326984,6.103911211429723,2466512.2605182803,34.0332475754107,33190744.40086788,2072992.9253677053,9.189243096509593,29243961.072172705,8.095019703854334,0.6463743796998022,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217
