data,Piauí - PIB - Per Capita,Piauí - PIB - Preços de Mercado,Piauí - PIB - Estadual,Piauí - PIB - Construção Civil,Piauí - População,Piauí - INCC (%),Piauí - IPCA - Variação mensal durante o Plano Real (%),Piauí - IGP-DI,Piauí - Taxa Selic (%),Piauí - IDH - Longevidade,Piauí - IDH - Renda,Piauí - IDH - Educação,Piauí - NFSP - Fluxo Mensal (Milhões de reais),Piauí - Estoque liquido de capital fixo - (R$),Piauí - Desemprego,Piauí - Produção de Cimento (t),Piauí - Valor,Piauí - Consumo de Cimento (t)
2003-11-01,998467.2847565416,525579.4178373591,0.3445101652833333,910368.429352882,2898223.0,0.65,8.37,0.44,0.07083917391,0.676,0.556,0.301,2.65,6172460.00795063,5.9047906273,-1.0,-1.0,23709.0
2003-12-01,998467.2847565416,525579.4178373591,0.3445101652833333,910368.429352882,2898223.0,1.04,8.74,0.48,0.0667516,0.676,0.556,0.301,2.36,6172460.00795063,5.9047906273,19440.0,-1.0,23943.0
2004-01-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,0.16,9.3,0.6,0.062015,0.676,0.556,0.301,1.57,6172460.00795063,6.4420203817,-1.0,-1.0,18413.0
2004-02-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,0.33,0.76,0.8,0.0599982381,0.676,0.556,0.301,1.43,6261937.06181048,6.4420203817,41232.0,-1.0,16605.0
2004-03-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,1.0,1.37,1.08,0.05993777778,0.676,0.556,0.301,1.27,6261937.06181048,6.4420203817,60445.0,-1.0,22084.0
2004-04-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,1.16,1.85,0.93,0.05956991304,0.676,0.556,0.301,1.24,6261937.06181048,6.4420203817,128105.0,-1.0,22445.0
2004-05-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,0.59,2.23,1.15,0.0587633,0.676,0.556,0.301,1.21,6261937.06181048,6.4420203817,45012.0,-1.0,23323.0
2004-06-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,1.83,2.75,1.46,0.0581277619,0.676,0.556,0.301,1.35,6261937.06181048,6.4420203817,48875.0,-1.0,25466.0
2004-07-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,0.7,3.48,1.29,0.05822585714,0.676,0.556,0.301,1.59,6261937.06181048,6.4420203817,743105.0,-1.0,29923.0
2004-08-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,1.12,4.42,1.14,0.05813868182,0.676,0.556,0.301,1.72,6261937.06181048,6.4420203817,128963.0,-1.0,25773.0
2004-09-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,0.81,5.14,1.31,0.05843936364,0.676,0.556,0.301,1.83,6261937.06181048,6.4420203817,13178.0,-1.0,24030.0
2004-10-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,0.58,5.49,0.48,0.05923480952,0.676,0.556,0.301,1.87,6261937.06181048,6.4420203817,32274.0,-1.0,21724.0
2004-11-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,1.19,5.95,0.53,0.06031435,0.676,0.556,0.301,1.76,6261937.06181048,6.4420203817,-1.0,-1.0,23003.0
2004-12-01,1040844.6523908334,625089.0537919925,0.355999504875,541426.494715219,2923725.0,0.71,6.68,0.82,0.0621806,0.676,0.556,0.301,1.71,6261937.06181048,6.4420203817,22929.0,-1.0,23922.0
2005-01-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.51,7.6,0.52,0.06401773913,0.676,0.556,0.301,1.74,6261937.06181048,4.9913671759,-1.0,-1.0,19758.0
2005-02-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.75,0.58,0.33,0.0654687619,0.676,0.556,0.301,1.57,6344077.42160595,4.9913671759,32354.0,-1.0,19763.0
2005-03-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.44,1.17,0.4,0.06729072222,0.676,0.556,0.301,1.49,6344077.42160595,4.9913671759,53316.0,-1.0,22445.0
2005-04-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.67,1.79,0.99,0.068961,0.676,0.556,0.301,1.37,6344077.42160595,4.9913671759,103233.0,-1.0,20109.0
2005-05-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.72,2.68,0.51,0.07010755,0.676,0.556,0.301,1.37,6344077.42160595,4.9913671759,51512.0,-1.0,24283.0
2005-06-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,2.09,3.18,-0.25,0.07106719048,0.676,0.556,0.301,1.18,6344077.42160595,4.9913671759,54785.0,-1.0,24792.0
2005-07-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.76,3.16,-0.45,0.071533,0.676,0.556,0.301,0.95,6344077.42160595,4.9913671759,849843.0,-1.0,26903.0
2005-08-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.11,3.42,-0.4,0.07145590476,0.676,0.556,0.301,0.76,6344077.42160595,4.9913671759,141366.0,-1.0,25702.0
2005-09-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.02,3.59,-0.79,0.07154213043,0.676,0.556,0.301,0.55,6344077.42160595,4.9913671759,37586.0,-1.0,19939.0
2005-10-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.24,3.95,-0.13,0.07107052381,0.676,0.556,0.301,0.29,6344077.42160595,4.9913671759,29643.0,-1.0,21902.0
2005-11-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.19,4.73,0.63,0.0698922,0.676,0.556,0.301,0.25,6344077.42160595,4.9913671759,-1.0,-1.0,21556.0
2005-12-01,1079048.528575017,698268.64387839,0.3624301844666666,763757.476935911,2977259.0,0.28,5.31,0.33,0.0686031,0.676,0.556,0.301,0.24,6344077.42160595,4.9913671759,20958.0,-1.0,25612.0
2006-01-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.37,5.69,0.07,0.06651395455,0.676,0.556,0.301,0.25,6344077.42160595,6.8309936996,-1.0,-1.0,25712.0
2006-02-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.34,0.59,0.72,0.06452986364,0.676,0.556,0.301,0.27,6428173.06422105,6.8309936996,37093.0,-1.0,19537.0
2006-03-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.19,1.0,-0.06,0.06327316667,0.676,0.556,0.301,0.37,6428173.06422105,6.8309936996,55590.0,-1.0,24866.0
2006-04-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.2,1.44,-0.45,0.06142243478,0.676,0.556,0.301,0.29,6428173.06422105,6.8309936996,148039.0,-1.0,17565.0
2006-05-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.36,1.65,0.02,0.05957944444,0.676,0.556,0.301,0.12,6428173.06422105,6.8309936996,64060.0,-1.0,25566.0
2006-06-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,1.32,1.75,0.38,0.05789063636,0.676,0.556,0.301,0.13,6428173.06422105,6.8309936996,51792.0,-1.0,26943.0
2006-07-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.9,1.54,0.67,0.05608404762,0.676,0.556,0.301,0.21,6428173.06422105,6.8309936996,903153.0,-1.0,28877.0
2006-08-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.47,1.73,0.17,0.05540461905,0.676,0.556,0.301,0.33,6428173.06422105,6.8309936996,153814.0,-1.0,31146.0
2006-09-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.24,1.78,0.41,0.05429469565,0.676,0.556,0.301,0.44,6428173.06422105,6.8309936996,36212.0,-1.0,29297.0
2006-10-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.11,2.0,0.24,0.0526018,0.676,0.556,0.301,0.6,6428173.06422105,6.8309936996,28398.0,-1.0,33556.0
2006-11-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.21,2.33,0.81,0.05183728571,0.676,0.556,0.301,0.57,6428173.06422105,6.8309936996,-1.0,-1.0,35439.0
2006-12-01,1138883.88094375,791756.3160326484,0.378758709075,872706.850936098,3006885.0,0.23,2.65,0.57,0.0507845,0.676,0.556,0.301,0.59,6428173.06422105,6.8309936996,18033.0,-1.0,34674.0
2007-01-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.36,3.14,0.26,0.049164,0.676,0.556,0.301,0.69,6428173.06422105,5.2534267415,-1.0,-1.0,32273.0
2007-02-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.45,0.44,0.43,0.04896572727,0.676,0.556,0.301,0.68,6529451.68540568,5.2534267415,50873.0,-1.0,22327.0
2007-03-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.21,0.88,0.23,0.04827277778,0.676,0.556,0.301,0.6,6529451.68540568,5.2534267415,63901.0,-1.0,29210.0
2007-04-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.27,1.26,0.22,0.04758977273,0.676,0.556,0.301,0.57,6529451.68540568,5.2534267415,122661.0,-1.0,23381.0
2007-05-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.46,1.51,0.14,0.04703045,0.676,0.556,0.301,0.54,6529451.68540568,5.2534267415,54138.0,-1.0,29926.0
2007-06-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,1.15,1.79,0.16,0.046503,0.676,0.556,0.301,0.48,6529451.68540568,5.2534267415,68952.0,-1.0,29326.0
2007-07-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.92,2.08,0.26,0.0450878,0.676,0.556,0.301,0.39,6529451.68540568,5.2534267415,972656.0,-1.0,33838.0
2007-08-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.31,2.32,0.37,0.04400663636,0.676,0.556,0.301,0.3,6529451.68540568,5.2534267415,179287.0,-1.0,35390.0
2007-09-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.26,2.8,1.39,0.04295447826,0.676,0.556,0.301,0.28,6529451.68540568,5.2534267415,20723.0,-1.0,32220.0
2007-10-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.51,2.99,1.17,0.04220568421,0.676,0.556,0.301,0.4,6529451.68540568,5.2534267415,29478.0,-1.0,39538.0
2007-11-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.51,3.3,0.75,0.04206336364,0.676,0.556,0.301,0.5,6529451.68540568,5.2534267415,-1.0,-1.0,39438.0
2007-12-01,1335585.037267575,991403.0779018,0.4398740032333333,2138547.30486196,3036290.0,0.36,3.69,1.05,0.042065,0.676,0.556,0.301,0.52,6529451.68540568,5.2534267415,37494.0,-1.0,39718.0
2008-01-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,0.59,4.46,1.47,0.042065,0.676,0.556,0.301,0.47,6529451.68540568,4.6099283341,-1.0,-1.0,36406.0
2008-02-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,0.38,0.54,0.99,0.04205845455,0.676,0.556,0.301,0.63,6647965.94362564,4.6099283341,42110.0,-1.0,28712.0
2008-03-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,0.4,1.03,0.38,0.04206310526,0.676,0.556,0.301,0.65,6647965.94362564,4.6099283341,68802.0,-1.0,25752.0
2008-04-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,0.66,1.52,0.7,0.0420614,0.676,0.556,0.301,0.7,6647965.94362564,4.6099283341,154475.0,-1.0,28851.0
2008-05-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,0.87,2.08,1.12,0.04274185714,0.676,0.556,0.301,0.83,6647965.94362564,4.6099283341,55199.0,-1.0,31584.0
2008-06-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,2.02,2.88,1.88,0.0436576,0.676,0.556,0.301,0.93,6647965.94362564,4.6099283341,52096.0,-1.0,33405.0
2008-07-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,1.92,3.64,1.89,0.04529861905,0.676,0.556,0.301,1.14,6647965.94362564,4.6099283341,1181668.0,-1.0,44769.0
2008-08-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,1.46,4.19,1.12,0.04627117391,0.676,0.556,0.301,1.33,6647965.94362564,4.6099283341,177361.0,-1.0,43518.0
2008-09-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,1.18,4.48,-0.38,0.04822657143,0.676,0.556,0.301,1.42,6647965.94362564,4.6099283341,36946.0,-1.0,44536.0
2008-10-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,0.95,4.76,0.36,0.04987840909,0.676,0.556,0.301,1.23,6647965.94362564,4.6099283341,33794.0,-1.0,44828.0
2008-11-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,0.77,5.23,1.09,0.05083973913,0.676,0.556,0.301,1.22,6647965.94362564,4.6099283341,-1.0,-1.0,43051.0
2008-12-01,1280495.5223365,1011713.9147711252,0.4150685221499999,1008750.56627664,3032435.0,0.5,5.61,0.07,0.050753,0.676,0.556,0.301,1.24,6647965.94362564,4.6099283341,23716.0,-1.0,43664.0
2009-01-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,0.17,5.9,-0.44,0.050823,0.676,0.556,0.301,1.13,6647965.94362564,5.006109278,-1.0,-1.0,41765.0
2009-02-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,0.33,0.48,0.01,0.04964833333,0.676,0.556,0.301,0.95,6773699.30541316,5.006109278,22368.0,-1.0,31952.0
2009-03-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,0.27,1.03,-0.13,0.047314,0.676,0.556,0.301,0.87,6773699.30541316,5.006109278,58223.0,-1.0,35917.0
2009-04-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,-0.25,1.23,-0.84,0.04392790909,0.676,0.556,0.301,0.82,6773699.30541316,5.006109278,167691.0,-1.0,29951.0
2009-05-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,-0.04,1.72,0.04,0.04181185,0.676,0.556,0.301,0.67,6773699.30541316,5.006109278,88317.0,-1.0,33250.0
2009-06-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,1.39,2.2,0.18,0.0384042,0.676,0.556,0.301,0.55,6773699.30541316,5.006109278,84555.0,-1.0,44450.0
2009-07-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,0.7,2.57,-0.32,0.03616333333,0.676,0.556,0.301,0.38,6773699.30541316,5.006109278,1173960.0,-1.0,52255.0
2009-08-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,0.26,2.81,-0.64,0.03422486957,0.676,0.556,0.301,0.19,6773699.30541316,5.006109278,147083.0,-1.0,54205.0
2009-09-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,-0.05,2.97,0.09,0.032927,0.676,0.556,0.301,0.02,6773699.30541316,5.006109278,43026.0,-1.0,54034.0
2009-10-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,0.15,3.21,0.25,0.032927,0.676,0.556,0.301,0.04,6773699.30541316,5.006109278,30347.0,-1.0,53040.0
2009-11-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,0.06,3.5,-0.04,0.032927,0.676,0.556,0.301,0.0,6773699.30541316,5.006109278,4987.0,-1.0,54494.0
2009-12-01,1388512.1494368,1193363.1401371334,0.4461970587666666,714754.039615588,3119697.0,0.29,3.93,0.07,0.032927,0.676,0.556,0.301,-0.07,6773699.30541316,5.006109278,34441.0,-1.0,51453.0
2010-01-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.1,4.31,-0.11,0.03292531818,0.676,0.556,0.301,-0.06,6773699.30541316,5.2088517126,-1.0,-1.0,50932.0
2010-02-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.64,0.75,1.01,0.03292515,0.676,0.556,0.301,-0.02,6930862.75002851,5.2088517126,62062.0,-1.0,45143.0
2010-03-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.36,1.54,1.09,0.032927,0.676,0.556,0.301,0.08,6930862.75002851,5.2088517126,59564.0,-1.0,50480.0
2010-04-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.75,2.06,0.63,0.032927,0.676,0.556,0.301,0.18,6930862.75002851,5.2088517126,157629.0,-1.0,43785.0
2010-05-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.84,2.65,0.72,0.0331908,0.676,0.556,0.301,0.29,6930862.75002851,5.2088517126,80946.0,-1.0,51401.0
2010-06-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,1.81,3.09,1.57,0.03565185714,0.676,0.556,0.301,0.43,6930862.75002851,5.2088517126,86109.0,-1.0,48648.0
2010-07-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,1.09,3.09,0.34,0.0376,0.676,0.556,0.301,0.6,6930862.75002851,5.2088517126,1257963.0,-1.0,62497.0
2010-08-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.44,3.1,0.22,0.03897777273,0.676,0.556,0.301,0.67,6930862.75002851,5.2088517126,185009.0,-1.0,57589.0
2010-09-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.14,3.14,1.1,0.040203,0.676,0.556,0.301,0.74,6930862.75002851,5.2088517126,46099.0,-1.0,55384.0
2010-10-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.21,3.6,1.1,0.040203,0.676,0.556,0.301,0.85,6930862.75002851,5.2088517126,37705.0,-1.0,57195.0
2010-11-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.2,4.38,1.03,0.040203,0.676,0.556,0.301,0.93,6930862.75002851,5.2088517126,51240.0,-1.0,58307.0
2010-12-01,1517857.3877546666,1399936.0387254748,0.4837900408166666,1062891.05142843,3145325.0,0.37,5.25,1.58,0.040203,0.676,0.556,0.301,0.99,6930862.75002851,5.2088517126,40458.0,-1.0,58174.0
2011-01-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.67,5.91,0.38,0.04020769565,0.777,0.635,0.547,1.23,6930862.75002851,5.2088517126,28115.0,-1.0,59203.0
2011-02-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.41,0.83,0.98,0.04089519048,0.777,0.635,0.547,1.22,7102235.53510611,5.2088517126,53758.0,-1.0,40233.0
2011-03-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.28,1.64,0.96,0.0420272,0.777,0.635,0.547,1.18,7102235.53510611,5.2088517126,66093.0,-1.0,46096.0
2011-04-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.43,2.44,0.61,0.04364038095,0.777,0.635,0.547,1.15,7102235.53510611,5.2088517126,157459.0,-1.0,38262.0
2011-05-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,1.06,3.23,0.5,0.04404368421,0.777,0.635,0.547,1.17,7102235.53510611,5.2088517126,101644.0,-1.0,47216.0
2011-06-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,2.94,3.71,0.01,0.044698,0.777,0.635,0.547,1.11,7102235.53510611,5.2088517126,108721.0,-1.0,55116.0
2011-07-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.37,3.87,-0.13,0.04533085714,0.777,0.635,0.547,0.91,7102235.53510611,5.2088517126,1377259.0,-1.0,57930.0
2011-08-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.45,4.04,-0.05,0.04587866667,0.777,0.635,0.547,0.84,7102235.53510611,5.2088517126,200379.0,-1.0,58394.0
2011-09-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.13,4.42,0.61,0.04646017391,0.777,0.635,0.547,0.78,7102235.53510611,5.2088517126,43929.0,-1.0,58087.0
2011-10-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.14,4.97,0.75,0.04464585714,0.777,0.635,0.547,0.73,7102235.53510611,5.2088517126,46114.0,-1.0,54599.0
2011-11-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.23,5.43,0.4,0.04391405,0.777,0.635,0.547,0.7,7102235.53510611,5.2088517126,71163.0,-1.0,55044.0
2011-12-01,1639187.9554587249,1639187.9554587249,0.5215433991,1648399.17067723,3118360.0,0.72,5.97,0.43,0.042849,0.777,0.635,0.547,0.64,7102235.53510611,5.2088517126,133196.0,-1.0,54842.0
2012-01-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.11,6.5,-0.16,0.04106463636,0.777,0.635,0.547,0.46,7102235.53510611,7.0373371983,26009.0,-1.0,49244.0
2012-02-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.89,0.56,0.3,0.0403295,0.777,0.635,0.547,0.38,7283723.05855449,7.0373371983,62757.0,-1.0,56201.0
2012-03-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.3,1.01,0.07,0.03927,0.777,0.635,0.547,0.3,7283723.05855449,7.0373371983,66788.0,-1.0,53705.0
2012-04-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.51,1.22,0.56,0.037179,0.777,0.635,0.547,0.26,7283723.05855449,7.0373371983,159797.0,-1.0,45347.0
2012-05-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.75,1.87,1.02,0.035474,0.777,0.635,0.547,0.25,7283723.05855449,7.0373371983,114421.0,-1.0,57492.0
2012-06-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,1.88,2.24,0.91,0.03373136364,0.777,0.635,0.547,0.35,7283723.05855449,7.0373371983,93165.0,-1.0,55951.0
2012-07-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.73,2.32,0.69,0.0319778,0.777,0.635,0.547,0.51,7283723.05855449,7.0373371983,1439824.0,-1.0,59477.0
2012-08-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.67,2.76,1.52,0.03080763636,0.777,0.635,0.547,0.61,7283723.05855449,7.0373371983,228932.0,-1.0,61611.0
2012-09-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.26,3.18,1.29,0.02997965217,0.777,0.635,0.547,0.79,7283723.05855449,7.0373371983,48867.0,-1.0,57841.0
2012-10-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.22,3.77,0.88,0.028296,0.777,0.635,0.547,0.88,7283723.05855449,7.0373371983,96038.0,-1.0,68449.0
2012-11-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.21,4.38,-0.31,0.02770736364,0.777,0.635,0.547,0.89,7283723.05855449,7.0373371983,75530.0,-1.0,62092.0
2012-12-01,1781149.5198513,1929316.0852152,0.568661471725,1794099.38027368,3140328.0,0.33,5.01,0.25,0.027371,0.777,0.635,0.547,0.84,7283723.05855449,7.0373371983,182713.0,-1.0,60126.0
2013-01-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.16,5.84,0.66,0.02743595,0.76,0.635,0.6,0.88,7283723.05855449,5.621331322,46215.0,-1.0,59030.0
2013-02-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.65,0.86,0.31,0.02726,0.76,0.635,0.6,0.98,7469859.82561107,5.621331322,54867.0,-1.0,48789.0
