data,Acre - PIB - Per Capita,Acre - PIB - Preços de Mercado,Acre - PIB - Estadual,Acre - PIB - Construção Civil,Acre - População,Acre - INCC (%),Acre - IPCA - Variação mensal durante o Plano Real (%),Acre - IGP-DI,Acre - Taxa Selic (%),Acre - IDH - Longevidade,Acre - IDH - Renda,Acre - IDH - Educação,Acre - NFSP - Fluxo Mensal (Milhões de reais),Acre - Estoque liquido de capital fixo - (R$),Acre - Desemprego,Acre - Produção de Cimento (t),Acre - Valor,Acre - Consumo de Cimento (t)
2007-01-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.36,3.14,0.26,0.049164,0.694,0.612,0.325,0.69,6428173.06422105,8.5818480478,196287.0,-1.0,6647.0
2007-02-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.45,0.44,0.43,0.04896572727,0.694,0.612,0.325,0.68,6529451.68540568,8.5818480478,-1.0,-1.0,6138.0
2007-03-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.21,0.88,0.23,0.04827277778,0.694,0.612,0.325,0.6,6529451.68540568,8.5818480478,-1.0,-1.0,9225.0
2007-04-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.27,1.26,0.22,0.04758977273,0.694,0.612,0.325,0.57,6529451.68540568,8.5818480478,56833.0,-1.0,7545.0
2007-05-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.46,1.51,0.14,0.04703045,0.694,0.612,0.325,0.54,6529451.68540568,8.5818480478,259065.0,-1.0,9279.0
2007-06-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,1.15,1.79,0.16,0.046503,0.694,0.612,0.325,0.48,6529451.68540568,8.5818480478,27715.0,-1.0,9651.0
2007-07-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.92,2.08,0.26,0.0450878,0.694,0.612,0.325,0.39,6529451.68540568,8.5818480478,58827.0,-1.0,9541.0
2007-08-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.31,2.32,0.37,0.04400663636,0.694,0.612,0.325,0.3,6529451.68540568,8.5818480478,395278.0,-1.0,17165.0
2007-09-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.26,2.8,1.39,0.04295447826,0.694,0.612,0.325,0.28,6529451.68540568,8.5818480478,80193.0,-1.0,15001.0
2007-10-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.51,2.99,1.17,0.04220568421,0.694,0.612,0.325,0.4,6529451.68540568,8.5818480478,216940.0,-1.0,13456.0
2007-11-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.51,3.3,0.75,0.04206336364,0.694,0.612,0.325,0.5,6529451.68540568,8.5818480478,137458.0,-1.0,10572.0
2007-12-01,471091.20519971335,349690.4036623283,0.686069807125,340614.768302483,686652.0,0.36,3.69,1.05,0.042065,0.694,0.612,0.325,0.52,6529451.68540568,8.5818480478,-1.0,-1.0,7652.0
2008-01-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,0.59,4.46,1.47,0.042065,0.694,0.612,0.325,0.47,6529451.68540568,5.7864893437,239107.0,-1.0,8457.0
2008-02-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,0.38,0.54,0.99,0.04205845455,0.694,0.612,0.325,0.63,6647965.94362564,5.7864893437,-1.0,-1.0,8675.0
2008-03-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,0.4,1.03,0.38,0.04206310526,0.694,0.612,0.325,0.65,6647965.94362564,5.7864893437,-1.0,-1.0,6078.0
2008-04-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,0.66,1.52,0.7,0.0420614,0.694,0.612,0.325,0.7,6647965.94362564,5.7864893437,71873.0,-1.0,8368.0
2008-05-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,0.87,2.08,1.12,0.04274185714,0.694,0.612,0.325,0.83,6647965.94362564,5.7864893437,243285.0,-1.0,11648.0
2008-06-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,2.02,2.88,1.88,0.0436576,0.694,0.612,0.325,0.93,6647965.94362564,5.7864893437,26981.0,-1.0,10911.0
2008-07-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,1.92,3.64,1.89,0.04529861905,0.694,0.612,0.325,1.14,6647965.94362564,5.7864893437,58540.0,-1.0,12003.0
2008-08-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,1.46,4.19,1.12,0.04627117391,0.694,0.612,0.325,1.33,6647965.94362564,5.7864893437,484350.0,-1.0,13273.0
2008-09-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,1.18,4.48,-0.38,0.04822657143,0.694,0.612,0.325,1.42,6647965.94362564,5.7864893437,131448.0,-1.0,11838.0
2008-10-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,0.95,4.76,0.36,0.04987840909,0.694,0.612,0.325,1.23,6647965.94362564,5.7864893437,217933.0,-1.0,12887.0
2008-11-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,0.77,5.23,1.09,0.05083973913,0.694,0.612,0.325,1.22,6647965.94362564,5.7864893437,167515.0,-1.0,7645.0
2008-12-01,522472.7198153816,412803.4120424125,0.7561121214583334,334647.406013601,655385.0,0.5,5.61,0.07,0.050753,0.694,0.612,0.325,1.24,6647965.94362564,5.7864893437,-1.0,-1.0,7362.0
2009-01-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,0.17,5.9,-0.44,0.050823,0.694,0.612,0.325,1.13,6647965.94362564,7.7436525528,265855.0,-1.0,7212.0
2009-02-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,0.33,0.48,0.01,0.04964833333,0.694,0.612,0.325,0.95,6773699.30541316,7.7436525528,-1.0,-1.0,6669.0
2009-03-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,0.27,1.03,-0.13,0.047314,0.694,0.612,0.325,0.87,6773699.30541316,7.7436525528,-1.0,-1.0,9647.0
2009-04-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,-0.25,1.23,-0.84,0.04392790909,0.694,0.612,0.325,0.82,6773699.30541316,7.7436525528,94696.0,-1.0,7887.0
2009-05-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,-0.04,1.72,0.04,0.04181185,0.694,0.612,0.325,0.67,6773699.30541316,7.7436525528,260673.0,-1.0,9374.0
2009-06-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,1.39,2.2,0.18,0.0384042,0.694,0.612,0.325,0.55,6773699.30541316,7.7436525528,32362.0,-1.0,9351.0
2009-07-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,0.7,2.57,-0.32,0.03616333333,0.694,0.612,0.325,0.38,6773699.30541316,7.7436525528,60095.0,-1.0,12593.0
2009-08-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,0.26,2.81,-0.64,0.03422486957,0.694,0.612,0.325,0.19,6773699.30541316,7.7436525528,446477.0,-1.0,13703.0
2009-09-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,-0.05,2.97,0.09,0.032927,0.694,0.612,0.325,0.02,6773699.30541316,7.7436525528,121186.0,-1.0,11207.0
2009-10-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,0.15,3.21,0.25,0.032927,0.694,0.612,0.325,0.04,6773699.30541316,7.7436525528,225418.0,-1.0,13249.0
2009-11-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,0.06,3.5,-0.04,0.032927,0.694,0.612,0.325,0.0,6773699.30541316,7.7436525528,169243.0,-1.0,9583.0
2009-12-01,567525.3830428683,487762.2954111533,0.8345041106416667,350720.95964837,680073.0,0.29,3.93,0.07,0.032927,0.694,0.612,0.325,-0.07,6773699.30541316,7.7436525528,-1.0,-1.0,10671.0
2010-01-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.1,4.31,-0.11,0.03292531818,0.694,0.612,0.325,-0.06,6773699.30541316,7.5567235473,246682.0,-1.0,10806.0
2010-02-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.64,0.75,1.01,0.03292515,0.694,0.612,0.325,-0.02,6930862.75002851,7.5567235473,-1.0,-1.0,7550.0
2010-03-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.36,1.54,1.09,0.032927,0.694,0.612,0.325,0.08,6930862.75002851,7.5567235473,-1.0,-1.0,13999.0
2010-04-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.75,2.06,0.63,0.032927,0.694,0.612,0.325,0.18,6930862.75002851,7.5567235473,98996.0,-1.0,10883.0
2010-05-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.84,2.65,0.72,0.0331908,0.694,0.612,0.325,0.29,6930862.75002851,7.5567235473,290643.0,-1.0,12063.0
2010-06-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,1.81,3.09,1.57,0.03565185714,0.694,0.612,0.325,0.43,6930862.75002851,7.5567235473,32659.0,-1.0,12514.0
2010-07-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,1.09,3.09,0.34,0.0376,0.694,0.612,0.325,0.6,6930862.75002851,7.5567235473,73864.0,-1.0,18791.0
2010-08-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.44,3.1,0.22,0.03897777273,0.694,0.612,0.325,0.67,6930862.75002851,7.5567235473,493499.0,-1.0,20986.0
2010-09-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.14,3.14,1.1,0.040203,0.694,0.612,0.325,0.74,6930862.75002851,7.5567235473,138706.0,-1.0,15808.0
2010-10-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.21,3.6,1.1,0.040203,0.694,0.612,0.325,0.85,6930862.75002851,7.5567235473,228260.0,-1.0,18127.0
2010-11-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.2,4.38,1.03,0.040203,0.694,0.612,0.325,0.93,6930862.75002851,7.5567235473,171550.0,-1.0,18846.0
2010-12-01,613025.0806208242,565399.562519635,0.886986973,780262.08198246,691132.0,0.37,5.25,1.58,0.040203,0.694,0.612,0.325,0.99,6930862.75002851,7.5567235473,-1.0,-1.0,14332.0
2011-01-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.67,5.91,0.38,0.04020769565,0.777,0.671,0.559,1.23,6930862.75002851,7.5567235473,270304.0,-1.0,11415.0
2011-02-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.41,0.83,0.98,0.04089519048,0.777,0.671,0.559,1.22,7102235.53510611,7.5567235473,-1.0,-1.0,13360.0
2011-03-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.28,1.64,0.96,0.0420272,0.777,0.671,0.559,1.18,7102235.53510611,7.5567235473,-1.0,-1.0,12147.0
2011-04-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.43,2.44,0.61,0.04364038095,0.777,0.671,0.559,1.15,7102235.53510611,7.5567235473,114113.0,-1.0,10035.0
2011-05-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,1.06,3.23,0.5,0.04404368421,0.777,0.671,0.559,1.17,7102235.53510611,7.5567235473,322202.0,-1.0,13453.0
2011-06-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,2.94,3.71,0.01,0.044698,0.777,0.671,0.559,1.11,7102235.53510611,7.5567235473,27594.0,-1.0,16209.0
2011-07-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.37,3.87,-0.13,0.04533085714,0.777,0.671,0.559,0.91,7102235.53510611,7.5567235473,74414.0,-1.0,15530.0
2011-08-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.45,4.04,-0.05,0.04587866667,0.777,0.671,0.559,0.84,7102235.53510611,7.5567235473,486937.0,-1.0,18462.0
2011-09-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.13,4.42,0.61,0.04646017391,0.777,0.671,0.559,0.78,7102235.53510611,7.5567235473,136360.0,-1.0,19936.0
2011-10-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.14,4.97,0.75,0.04464585714,0.777,0.671,0.559,0.73,7102235.53510611,7.5567235473,238897.0,-1.0,20238.0
2011-11-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.23,5.43,0.4,0.04391405,0.777,0.671,0.559,0.7,7102235.53510611,7.5567235473,181614.0,-1.0,14867.0
2011-12-01,630379.5001730575,630379.5001730575,0.8583072934999999,685411.98965052,733559.0,0.72,5.97,0.43,0.042849,0.777,0.671,0.559,0.64,7102235.53510611,7.5567235473,-1.0,-1.0,12670.0
2012-01-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.11,6.5,-0.16,0.04106463636,0.777,0.671,0.559,0.46,7102235.53510611,5.3570734362,308791.0,-1.0,9683.0
2012-02-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.89,0.56,0.3,0.0403295,0.777,0.671,0.559,0.38,7283723.05855449,5.3570734362,-1.0,-1.0,10019.0
2012-03-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.3,1.01,0.07,0.03927,0.777,0.671,0.559,0.3,7283723.05855449,5.3570734362,-1.0,-1.0,9847.0
2012-04-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.51,1.22,0.56,0.037179,0.777,0.671,0.559,0.26,7283723.05855449,5.3570734362,114803.0,-1.0,14828.0
2012-05-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.75,1.87,1.02,0.035474,0.777,0.671,0.559,0.25,7283723.05855449,5.3570734362,388658.0,-1.0,14321.0
2012-06-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,1.88,2.24,0.91,0.03373136364,0.777,0.671,0.559,0.35,7283723.05855449,5.3570734362,56166.0,-1.0,14078.0
2012-07-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.73,2.32,0.69,0.0319778,0.777,0.671,0.559,0.51,7283723.05855449,5.3570734362,86152.0,-1.0,16477.0
2012-08-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.67,2.76,1.52,0.03080763636,0.777,0.671,0.559,0.61,7283723.05855449,5.3570734362,484117.0,-1.0,17237.0
2012-09-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.26,3.18,1.29,0.02997965217,0.777,0.671,0.559,0.79,7283723.05855449,5.3570734362,147455.0,-1.0,17098.0
2012-10-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.22,3.77,0.88,0.028296,0.777,0.671,0.559,0.88,7283723.05855449,5.3570734362,237103.0,-1.0,18616.0
2012-11-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.21,4.38,-0.31,0.02770736364,0.777,0.671,0.559,0.89,7283723.05855449,5.3570734362,178992.0,-1.0,19385.0
2012-12-01,628184.54492039,680440.6555939675,0.8416349515166667,581433.707960372,746386.0,0.33,5.01,0.25,0.027371,0.777,0.671,0.559,0.84,7283723.05855449,5.3570734362,-1.0,-1.0,11905.0
2013-01-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.16,5.84,0.66,0.02743595,0.79,0.671,0.65,0.88,7283723.05855449,8.0023147039,282767.0,-1.0,13358.0
2013-02-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.65,0.86,0.31,0.02726,0.79,0.671,0.65,0.98,7469859.82561107,8.0023147039,-1.0,-1.0,10744.0
2013-03-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.6,1.47,0.2,0.0273115,0.79,0.671,0.65,1.0,7469859.82561107,8.0,-1.0,-1.0,14485.0
2013-04-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.5,1.94,0.31,0.02739875,0.79,0.671,0.65,1.03,7469859.82561107,7.8,112886.0,-1.0,14621.0
2013-05-01,652097.2963216308,762448.3015318449,0.8593955296,559164.004521688,758786.0,0.74,2.5,-0.06,0.02781163636,0.79,0.671,0.65,0.98,7469859.82561107,7.7,392594.0,-1.0,15229.0
