Ano, IPCA - Variação mensal durante o Plano Real (%)
2019,0.4614308374651361
2019,0.48096384743338916
2019,0.4880707035029974
2020,0.47808685653464716
2020,0.4968243101177078
2020,0.5276436406795595
2020,0.5514832563935487
2020,0.571727246976676
2020,0.5981822358469298
2020,0.5846634058109625
2020,0.5757778987470635
2020,0.5706773693369174
2020,0.5750107618212407
2020,0.5711502607259824
2020,0.5707390629664149
2021,0.5584741789594017
2021,0.5747067561241442
2021,0.5759550380737111
2021,0.5735564747536357
2021,0.5761928928113532
2021,0.5752151758047193
2021,0.5803881044104545
2021,0.5761249700693254
2021,0.5732583602039819
2021,0.5630978101265887
2021,0.549487688796078
2021,0.5415832014189058
2022,0.538292852622194
2022,0.5397553238399374
2022,0.5287985632646084
2022,0.5001131286817047
2022,0.4835926692484577
2022,0.48152206067957537
2022,0.47280382883706745
2022,0.5034198362448077
2022,0.5273914051460972
2022,0.5515822001759496
2022,0.5495871562575837
2022,0.5535212913172232
2023,0.5506352057885346
2023,0.5510922140963085
2023,0.5395173130618075
2023,0.5315588356791114
2023,0.526741283543295
