,Bahia - value,Bahia - Consumo de Cimento (t),Bahia - IDH Educacao,Bahia - IDH Longevidade,Bahia - IDH,Bahia - Produção de Cimento (t),Bahia - IDH Renda,Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - Desemprego,Contratação Comercial (Bi R$),Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Comercial (Bi R$),Contratação Jurídico FGTS (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamentos Reformas e Ampliações (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Comercial (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - Livre (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Ativos Problemáticos P.Jurídica - Comercial (R$),Ativos Problemáticos P.Jurídica - Home equity (R$),Ativos Problemáticos P.Jurídica - Livre (R$),Ativos Problemáticos P.Jurídica - SFH (R$),Carteira de Crédito - Comercial (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica - Home equity (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Inadimplência P.Jurídica - SFH (%),Inadimplência P.Jurídica - FGTS (%),Inadimplência P.Jurídica - Livre (%),Inadimplência P.Jurídica - Comercial (%),Poupança e Empréstimo - SBPE (R$), Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%)
2006-3,0.3260127704175982,175.839,0.6130456556199713,0.7789304706775023,0.6805005605059156,50.80857710575189,0.6468354952163899,137289516.74662545,8600392.693701718,8.657628661873606,123280425.50250122,8.159636727227777,44704782.77785815,231330529.11714005,1940797343.7295604,1111525084.877612,4097405039.3110266,228366619.28337783,22756514.399316024,550265484.9695491,703185637.1210358,137130133138.61702,10451358829.595243,715619476.0541084,144920951497.8593,2216698.268239215,344581039.05375814,453451670.241427,4438781357.563161,5051044909.8034935,16836572.12676144,118064914.61902852,291321334.5511593,523773137.7424033,177478632.84345397,9307709540.359428,73139048938.19225,66008347716.63616,78079639977.85756,853065679.7170279,0.0,20461580129.09664,21408237348.635464,1.4754671308730494,2.4939424623947075,1.359059061015058,0.3624424181630802,3.54205676292222,0.4536857791386741,0.0,1.1388193161567086,0.4019294483695972,214707487202.1504,1256357225.483478,4302812403.98752,20096627513.798416,77259295960.69933,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122
2006-4,0.326623789125311,133.213,0.6134048647859663,0.7791741555865455,0.6807265849270167,51.20888792081618,0.647017840859277,137413121.9155387,8604433.195407454,8.65952061628359,123312288.50269245,8.157281289024743,44469500.2921296,232665109.0499848,1958771537.58518,1120307122.8430364,4141483502.323381,231883847.21101207,21473212.91617029,555876296.2331836,708267124.5268257,137613328621.44516,10464817054.444475,716150450.1721097,146477494247.4369,1965701.683947213,340213610.943165,449510160.6803655,4471516748.908899,5075417552.264282,16838273.66169076,109830401.57920893,287754072.9097816,513806897.6132529,167187610.93259245,9314535984.536133,72959533509.01268,66055062128.653824,78540878226.19577,869996349.6463776,0.0,20501434811.761307,21467015930.10169,1.4717254661064836,2.4953343334147715,1.348138321190094,0.3658077251880596,3.5214724808512394,0.4364796875024336,0.0,1.122946945717228,0.3921543663462656,217703403999.3129,1258405648.7826183,4118418829.6144648,20163567799.83723,77021001173.58252,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383
2006-5,0.3272348771994936,169.039,0.6137640739519615,0.7794178404955886,0.6809526093481177,51.69626834435119,0.6472001865021642,137536727.08445194,8608473.69711319,8.661412570693576,123344151.50288366,8.154925850821709,44232638.60669301,234011602.73709407,1976893748.194904,1129319647.1870968,4185949971.405776,235422262.5938225,20183483.072616026,561522768.2462486,713375233.7144011,138117021239.3858,10479478718.089865,716686962.2234602,148065519969.70135,1713702.8565646615,335847595.82440484,445616079.1978979,4504778783.416029,5100399324.420878,16840010.193228412,101547151.83211726,284134838.02090085,503745884.8289192,156879891.6978386,9321564740.025166,72778104660.56825,66109694622.37872,79017180734.5725,887109209.3127615,0.0,20542167142.189644,21526779279.84629,1.467950015514089,2.4967215250388897,1.3371333605839155,0.3692597610749913,3.5007828355664534,0.4191240271227123,0.0,1.1069014934167227,0.3822713509818731,220749729982.8191,1260472337.8887358,3931234435.679116,20233770861.01526,76785570066.54288,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683
2006-6,0.3278618526555994,141.216,0.6141232831179566,0.7796615254046318,0.6811786337692188,52.2101045157035,0.6473825321450513,137660332.2533652,8612514.198818926,8.663304525103563,123376014.50307488,8.152570412618674,43994428.19825164,235368790.17117703,1995146218.1993463,1138565050.9525683,4230763044.3217554,238977983.37912583,18888806.763927665,567198811.1741005,718504148.3554066,138641601691.43604,10495387966.188305,717228549.1952015,149684471963.0323,1461006.4346115775,331490662.49524075,441780477.5246167,4538560776.115534,5125987665.35796,16841781.53463492,93224345.67514154,280465967.230019,493599286.4314854,146569214.3901037,9328801197.136477,72594916327.90074,66172595182.86378,79508684399.3266,904389792.058975,0.0,20583766631.3024,21587495657.105644,1.464144318330695,2.49810096557206,1.326055178457964,0.3727983239363562,3.4800139229424776,0.4016353930149329,0.0,1.0906964269179975,0.3722886160874355,223844858209.4701,1262555346.050068,3741374391.204482,20307312828.370888,76553647654.24939,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703
2006-7,0.3285145200792981,155.953,0.6144824922839518,0.779905210313675,0.6814046581903199,52.77583530279768,0.6475648777879384,137783937.42227846,8616554.700524662,8.665196479513549,123407877.5032661,8.15021497441564,43755099.54350878,236735451.34494305,2013511190.2391207,1148045727.182226,4275881318.834863,242547127.51423857,17590665.88537968,572898335.1820959,723648052.1214867,139187460676.59302,10512588944.396675,717774748.0743752,151333793525.8092,1207917.0666079754,327150479.753436,438014407.3911146,4572856042.038395,5152180014.160204,16843587.499170806,84871163.40566978,276749797.88263786,483376289.4630349,136269318.2602988,9336250746.180014,72410122446.05191,66244113795.161896,80015526116.7969,921823631.2278124,0.0,20626222790.02032,21649133321.11612,1.4603119137911318,2.499469583319281,1.314914774073679,0.3764232118846354,3.459191838853928,0.3840303801945175,0.0,1.074345213883858,0.3622143754739687,226987181736.06705,1264652726.5148544,3548953865.213566,20384269832.942505,76325878951.371,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675
2006-8,0.3290576369558739,185.222,0.6148417014499469,0.7801488952227181,0.6816306826114209,53.60766263656726,0.6477472234308254,137907542.5911917,8620595.202230396,8.667088433923535,123439740.50345732,8.147859536212604,43514883.11916769,238110366.2511013,2031970906.954841,1157764068.9188435,4321263392.708641,246125812.9464773,16290542.33224652,578615250.4355912,728801128.6842856,139754988893.8538,10531125798.371868,718325095.8480226,153012927956.41165,954739.4010738676,322834716.3967539,434328920.5279841,4607657896.215595,5178973809.912289,16845427.900096595,76496785.32108995,272988667.32425934,473086080.96565104,125993942.559335,9343918777.465725,72223876950.06354,66324600444.32601,80537842783.32225,939396260.1620696,0.0,20669525129.26416,21711660531.114086,1.4564563411302294,2.50082430658555,1.303723146692502,0.3801342230323098,3.4383426791754217,0.3663255836768886,0.0,1.0578613219771094,0.3520568429524884,230175093619.4109,1266762532.531333,3354088026.729375,20464718005.768505,76102908972.57672,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805
2006-9,0.3296956487837258,178.863,0.615200910615942,0.7803925801317614,0.681856707032522,54.26634498085904,0.6479295690737125,138031147.76010495,8624635.703936132,8.668980388333521,123471603.50364856,8.14550409800957,43274009.40193166,239492314.88236105,2050507610.98712,1167722469.205197,4366867863.706633,249710157.6231585,14989917.999802656,584343467.099943,733957561.7154479,140344577042.2155,10551042673.770767,718879129.5031855,154721318553.21918,701778.0865292726,318551041.22295755,430735068.6658178,4642959653.678119,5206366491.698889,16847302.55067281,68110391.71878996,269184912.9003854,462737847.9814169,115756826.53812368,9351810681.303556,72036333774.97736,66414405115.40904,81075771295.24149,957093212.2045408,0.0,20713663159.95467,21775045546.33593,1.4525811395828172,2.502162063675865,1.2924912955758736,0.3839311554918605,3.4174925397815743,0.3485375984774689,0.0,1.0412582188605568,0.3418242323340104,233406986916.30283,1268882817.3477428,3156892044.774912,20548733477.887268,75885382732.53549,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267
2006-10,0.3306922532589039,171.744,0.6155601197819371,0.7806362650408045,0.6820827314536231,55.01746256573725,0.6481119147165996,138154752.9290182,8628676.205641868,8.670872342743507,123503466.50383976,8.143148659806535,43032708.86850394,240880077.2314316,2069103544.9765687,1177923321.084061,4412653329.592382,253296279.49159896,13690274.78332252,590076895.3405079,739111534.8866179,140956615820.67523,10572383716.250256,719436386.0269053,156458408614.61136,449337.7714942014,314307123.0298102,427243903.5352082,4678754629.456947,5234355498.604683,16849211.264159977,59721162.89615798,265340871.9565177,452340777.5524158,105571709.44757593,9359931848.00346,71847646855.83516,66513877793.4639,81629448548.89345,974900020.6980214,0.0,20758626393.012608,21839256626.018024,1.4486898483837252,2.503479782895225,1.2812302199852343,0.3878138073757683,3.396667516547002,0.3306830196116807,0.0,1.0245493721970056,0.3315247574295506,236681254683.54395,1271011634.212322,2957481088.373185,20636392380.33719,75673945245.91629,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537
2006-11,0.3316584648999721,167.8,0.6159193289479322,0.7808799499498477,0.6823087558747241,55.68685672954379,0.6482942603594867,138278358.09793144,8632716.707347604,8.672764297153492,123535329.504031,8.140793221603499,42791211.99558783,242272433.2910221,2087740951.563804,1188369017.5982096,4458578388.129433,256880296.49911505,12393094.57808061,595809445.3226423,744257231.86944,141591495928.23004,10595193071.467222,719996402.4062235,158223641438.96768,197723.1044886727,310110630.6150751,423866476.86674815,4715036138.583064,5262938269.714349,16851153.85381862,51338279.15058178,261458881.83815825,441904056.72073096,95452330.53860296,9368287667.875383,71657970127.67868,66623368463.5435,82199011440.61699,992802218.985306,0.0,20804404339.358715,21904262029.396748,1.4447860067677831,2.504774392548629,1.2699509191820249,0.3917819767965145,3.3758937053463214,0.3127784420949464,0.0,1.0077482496492611,0.3211666320501249,239996289977.93524,1273147036.3733096,2755970326.5471954,20727770844.15665,75469241527.3881,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272
2006-12,0.33271144918395,172.041,0.6162785381139274,0.7811236348588909,0.6825347802958251,56.20327760880794,0.6484766060023738,138401963.2668447,8636757.20905334,8.674656251563478,123567192.5042222,8.138437783400464,42549749.25988659,243668163.053842,2106402073.3894355,1199061951.790418,4504601637.081326,260458326.59302345,11099859.279351354,601535027.2117027,749388836.3355587,142249608063.8771,10619514885.078552,720558715.6281818,160016460324.66772,0.0,305969232.7765155,420613840.39103,4751797496.087452,5292112244.112562,16853130.13290926,42970920.7794494,257541279.89080888,431436872.5284456,85412429.06211573,9376883531.229277,71467457525.54973,66743227110.70078,82784596866.75092,1010785340.40919,0.0,20850986509.91376,21970030015.70847,1.4408731539698216,2.506042820941073,1.258664392427686,0.3958354618665798,3.3551972020541494,0.2948404609426885,0.0,0.9908683188801284,0.3107580700067491,243350485856.27783,1275287077.0789442,2552474928.319952,20822945000.384056,75271916591.61989,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248
2007-1,0.3338900986401675,191.238,0.6166377472799225,0.781367319767934,0.6827608047169262,56.98289160125436,0.6486589516452609,138525568.43575794,8640797.710759075,8.676548205973464,123599055.50441344,8.13608234519743,42308551.1381035,245066046.5126004,2125069153.0940783,1210004516.7034612,4550681674.211606,264026487.7206406,9812050.782409228,607247551.1730459,754500531.9566185,142931342926.61346,10645393302.741129,721122862.6798216,161836308570.09103,0.0,301890598.31189454,417497045.8386463,4789032017.001093,5321874860.884,16855139.914692424,34628268.080148995,253590403.4599715,420948412.0176431,75465744.26902568,9385724828.375082,71276262984.49002,66873803719.98865,83386341723.6341,1028834918.312468,0.0,20898362415.59848,22036528844.18957,1.4369548292246694,2.5072819963775563,1.2473816389836585,0.3999740606984454,3.334604102545101,0.2768856711703295,0.0,0.9739230475524132,0.3003072851104389,246742235375.3729,1277429809.5774643,2347110062.7144594,20921990980.057777,75082615453.28064,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937
2007-2,0.3350582325257932,148.904,0.6169829836295334,0.7815665075297721,0.6829602540472878,57.50067972349247,0.648826394938873,138623015.5438445,8645039.494044002,8.677496811169679,123608951.55921946,8.133304178465226,42067848.10694183,246464863.6600066,2143724433.318346,1221199105.380114,4596777097.283816,267580897.8292832,8531150.98252868,612940927.3720281,759586502.4042637,143637091215.43625,10672872470.111843,721688380.5481846,163682629473.61713,0.0,297882396.0189754,414527144.9401898,4826733016.354971,5352223559.11334,16857183.012428638,26319501.35006839,249608589.891148,410447862.2304066,65626015.41024387,9394816949.622751,71084540439.54137,67015448276.46002,84004382907.60535,1046936486.037935,0.0,20946521567.333626,22103726774.076424,1.433034571767157,2.5084888471630773,1.2361136581113827,0.4041975714045921,3.3141405026937942,0.2589306677932917,0.0,0.95692590332892,0.2898224911722102,250169931592.0213,1279573287.1171083,2139990898.7537224,21024984914.21621,74901983127.0393,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155
2007-3,0.3355885676677057,185.388,0.6173282199791444,0.7817656952916102,0.6831597033776494,58.248442116608594,0.6489938382324851,138720462.65193105,8649281.277328929,8.678445416365891,123618847.61402547,8.130526011733021,41827870.64310485,247863394.4887699,2162350156.702851,1232648110.8631508,4642846504.061501,271117674.8662678,7258641.774984173,618609065.9740059,764640931.3501388,144367243629.34256,10701996532.847576,722254806.2203122,165554866333.62558,0.0,293952294.6955215,411715189.42625296,4864893809.180067,5383155777.885261,16859259.23937842,18053800.886595547,245598176.52984008,399944410.20881945,55906981.73668158,9404165285.282238,70892443825.7455,67168510765.16783,84638857315.00354,1065075576.9283862,0.0,20995453476.039955,22171592064.605404,1.4291159208321145,2.5096603016026333,1.2248714490722998,0.4085057920975012,3.293832498374844,0.2409920458269979,0.0,0.9398903538724548,0.279311902003079,253631967563.0243,1281715562.9461153,1931232605.4607449,21132002933.89774,74730664627.56488,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336
2007-4,0.3357938789360548,178.255,0.6176734563287554,0.7819648830534482,0.683359152708011,58.710046687420686,0.6491612815260972,138817909.76001763,8653523.060613856,8.679394021562105,123628743.66883153,8.127747845000819,41588849.223295845,249260418.99159947,2180928565.888205,1244353926.1953468,4688848492.308202,274632936.77891093,5996005.055050172,624245877.144336,769658002.4658881,145122190867.3295,10732809636.605215,722821676.683246,167452462448.4959,0.0,290107963.1392958,409072231.0274284,4903507710.507366,5414668956.284437,16861368.408802297,9840346.987118602,241561500.7215498,389447242.9949649,46322382.499249816,9413775225.663485,70700127078.14418,67333341171.164986,85289901842.16748,1083237724.3266163,0.0,21045147652.638226,22240092975.01289,1.425202415654371,2.510793288001224,1.2136660111278503,0.4128985208896535,3.2737061854628675,0.2230864002868702,0.0,0.9228298668458228,0.2687837314140608,257126736345.1829,1283854690.3127234,1720950351.8585358,21243121170.14076,74569304969.52632,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442
2007-5,0.3366025391945037,192.947,0.6180186926783663,0.7821640708152864,0.6835586020383726,59.38039139229832,0.6493287248197093,138915356.8681042,8657764.843898783,8.68034262675832,123638639.72363757,8.124969678268615,41351014.32421808,250654717.16120464,2199441903.5150247,1256318944.4194765,4734741659.787462,278122801.5145292,4744722.71800112,629845271.0483748,774631899.4231561,145902323628.39413,10765355927.041649,723388528.9240274,169374861116.6077,0.0,286357070.1480617,406609321.4743089,4942568035.367849,5446760533.395547,16863510.333960794,1688319.9490253923,237500899.81177905,378965547.630926,36885956.94885981,9423652161.07644,70507744131.7792,67510289479.50441,85957653385.43602,1101408461.5754204,0.0,21095593608.049183,22309197764.53525,1.421297595468757,2.511884734663845,1.2025083435394748,0.4173755558935299,3.2537876598324806,0.2052303261883312,0.0,0.9057579099118288,0.2582461932161717,260652630995.29825,1285988722.4651716,1509259306.9700966,21358415753.98365,74418549167.5926,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625
2007-6,0.3373925264105818,166.769,0.6183639290279773,0.7823632585771244,0.6837580513687341,59.73068525129108,0.6494961681133213,139012803.97619075,8662006.62718371,8.681291231954532,123648535.7784436,8.12219151153641,41114596.42257484,252045068.9902946,2217872412.2239203,1268545558.578315,4780484604.262827,281583387.0204391,3506276.659111477,635401157.8514788,779556805.8935874,146708032611.5336,10799679549.813757,723954899.9296983,171321505636.34045,0.0,282707284.51958245,404337512.4974867,4982068098.7925,5479427948.303268,16865684.828114435,0.0,233418711.1460296,368508511.15878624,27611444.33642292,9433801481.831057,70315448921.6923,67699705675.23901,86642248841.14801,1119573322.0175936,0.0,21146780853.19358,22378874692.40887,1.417404999510102,2.5129315698954966,1.1914094455686142,0.4219366952216117,3.2341030173583,0.1874404185468032,0.0,0.8886879507332784,0.2477075012204274,264208044570.17133,1288115712.651698,1296274639.8184357,21477962816.464813,74279042236.43271,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492
2007-7,0.337945560760117,182.507,0.6187091653775882,0.7825624463389624,0.6839575006990957,60.77075601576049,0.6496636114069334,139110251.08427733,8666248.410468636,8.682239837150746,123658431.83324964,8.119413344804206,40879825.99506939,253430254.4715787,2236202334.655506,1281036161.7146368,4826035923.497836,285010811.2439573,2282148.77365572,640907447.7190046,784426905.548826,147539708515.74496,10835824650.578428,724520326.6873,173291839306.07373,0.0,279166275.0516211,402267855.8275545,5022001215.812301,5512668640.092276,16867891.704523742,0.0,229317272.0698032,358085320.6206288,18512583.912850022,9444228578.237276,70123395382.92526,67901939743.42174,87343825105.64227,1137717838.995931,0.0,21198698898.99217,22449092017.87012,1.4135281670132356,2.5139307220011764,1.1803803164767088,0.4265817369863796,3.214678353914941,0.169733272377709,0.0,0.8716334569729769,0.2371758692378437,267791370126.6033,1290233714.120542,1082111519.4265535,21601838488.622627,74151429190.7156,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832
2007-8,0.3381384149739589,200.526,0.6190544017271992,0.7827616341008006,0.6841569500294573,61.85711103384392,0.6498310547005456,139207698.1923639,8670490.193753563,8.68318844234696,123668327.88805568,8.116635178072002,40646933.518405005,254809053.59776613,2254413913.450396,1293793146.871217,4871354215.256037,288401192.13240033,1073820.9569082856,646358050.8163087,789236382.0605168,148397742040.0254,10873835374.99255,725084346.1838739,175285305424.18707,0.0,275741710.541941,400411403.1951051,5062360701.458235,5546480047.847249,16870130.77644924,0.0,225198919.92860192,347705163.0585368,9603114.929052472,9454938840.605053,69931737450.51984,68117341669.10549,88062519075.25766,1155827545.853227,0.0,21251337256.365704,22519818000.155376,1.4096706372129884,2.514879119285882,1.1694319555251995,0.4313104793003147,3.195539765377021,0.1521254826964709,0.0,0.8546078962937294,0.2266595110794366,271401000721.3952,1292340780.1199417,866885114.8174629,21730118901.495487,74036355045.11026,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086
2007-9,0.3384214658617167,185.443,0.6193996380768102,0.7829608218626386,0.6843563993598188,62.96147320821332,0.6499984979941577,139305145.30045044,8674731.97703849,8.684137047543173,123678223.94286168,8.113857011339798,40416149.46928497,256180246.3615662,2272489391.249201,1306818907.0908303,4916398077.300968,291750647.6330848,0.0,651746877.3087476,793979419.1003039,149282523883.37192,10913755868.713009,725646495.4064618,177301347289.06006,0.0,272441259.7883053,398779206.3307308,5103139870.761284,5580859610.652864,16872401.857151456,0.0,221065992.0679276,337377225.5145937,896776.6359413266,9465937659.244331,69740629059.5178,68346261437.34317,88798467646.33301,1173887975.9322762,0.0,21304685436.23493,22591020898.50101,1.4058359493441897,2.515773690054613,1.1585753619755277,0.4361227202758981,3.176713347619157,0.1346336445185111,0.0,0.8376247363583412,0.2161666405562218,275035329411.34814,1294434963.8981354,650710595.014163,21862880186.121777,73934464814.28564,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778
2007-10,0.3385450967864045,214.502,0.6197448744264211,0.7831600096244767,0.6845558486901805,64.18436720413239,0.6501659412877697,139402592.408537,8678973.760323416,8.685085652739387,123688119.99766771,8.111078844607594,40187704.32441254,257542612.7556881,2290411010.6925364,1320115835.4162512,4961126107.396177,295055295.6933271,0.0,657067837.3616779,798650200.3398317,150194444744.78165,10955630277.396688,726206311.3421052,179339408199.07217,0.0,269272591.58847725,397382316.9650244,5144332038.752433,5615804767.593799,16874704.759890907,0.0,216920825.83328205,327110695.03088266,0.0,9477230424.465063,69550224144.9609,68589049033.18774,89551807715.20715,1191884662.5758748,0.0,21358732949.52061,22662668972.143414,1.4020276426416696,2.5166113626123656,1.147821535089133,0.4410182580256108,3.158225196515964,0.1172743528592523,0.0,0.8206974448296177,0.2057054714792151,278692749253.2631,1296514318.7033625,433703129.03965855,22000198473.539886,73846403512.91075,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669
2007-11,0.338676424160388,210.569,0.620090110776032,0.7833591973863148,0.684755298020542,65.34058161927044,0.6503333845813819,139500039.51662356,8683215.543608343,8.686034257935601,123698016.05247375,8.108300677875391,39961828.56049101,258894932.7728412,2308161014.421014,1333686324.890255,5005496903.305206,298311254.26044405,0.0,662314841.1404562,803242909.4507449,151133895323.25174,10999502746.700472,726763330.9778454,181398931452.603,0.0,266243374.74022007,396231786.8285783,5185930520.462662,5651312957.754728,16877039.297928125,0.0,212765758.5701672,316914758.64948684,0.0,9488822526.577194,69360676641.89093,68846054441.69208,90322676178.21892,1209803139.1268172,0.0,21413469307.14349,22734730480.31894,1.3982492563402578,2.517389065264139,1.1371814741274566,0.4459968906619336,3.140101407942058,0.1000642027341169,0.0,0.803839489370364,0.1952842176594323,282371653303.94135,1298576897.783861,215977885.91696167,22142149894.7882,73772816155.65454,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683
2007-12,0.338756270262481,202.756,0.6204353471256431,0.7835583851481529,0.6849547473509037,66.23852382360786,0.650500827874994,139597486.62471014,8687457.32689327,8.686982863131814,123707912.1072798,8.105522511143187,39738752.65422364,260235986.4057345,2325721645.075248,1347532768.5556164,5049469062.791596,301514641.2817521,0.0,667481798.8104386,807751730.1046877,152101266317.77924,11045417422.28125,727317091.3007243,183479360348.03204,0.0,263361278.04129696,395338667.6519852,5227928630.922956,5687381620.220332,16879405.28452363,0.0,208603127.62408483,306798603.4124898,0.0,9500719355.890676,69172140485.34962,69117627647.90913,91111209931.70718,1227628938.9278982,0.0,21468884020.024315,22807173682.263977,1.3945043296747843,2.518103726314932,1.1266661783519394,0.4510584162973476,3.1223680777720566,0.0830197891585275,0.0,0.7870643376433856,0.1849110929078895,286070434620.18384,1300620754.3878698,0.0,22288810580.90512,73714347757.18597,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248
2008-1,0.3388146088593199,223.848,0.620780583475254,0.7837575729099909,0.6851541966812652,67.29634761987474,0.650668271168606,139694933.7327967,8691699.110178197,8.687931468328028,123717808.16208585,8.102744344410983,39518707.0823137,261564553.6470776,2343075145.295851,1361657559.4551098,5093001183.618894,304661574.7045678,0.0,672562620.536982,812170845.9733045,153096948427.36124,11093418449.795906,727867129.2977833,185580138183.7389,0.0,260633970.28947124,394714011.1658377,5270319685.164296,5724008194.075286,16881802.532937944,0.0,204435270.3405369,296771416.3619744,0.0,9512926302.715454,68984769610.37877,69404118636.8918,91917545872.01076,1245347595.3219132,0.0,21524966599.08385,22879966837.2149,1.3907964018800787,2.518752274069741,1.1162866470240216,0.4562026330443339,3.105051301880575,0.0661577071479063,0.0,0.7703854573114876,0.1745943110356023,289787486258.7916,1302643941.7636273,0.0,22440256662.929016,73671643332.17404,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783
2008-2,0.3388550176868505,198.666,0.6211118078360157,0.7839131330634425,0.685327895607274,68.04027359135779,0.6508217974215734,139771824.47363546,8694232.047546262,8.688574740734229,123722138.4332782,8.104956695508152,39301922.32146449,262879414.4895795,2360203757.723437,1376063090.6315105,5136051863.550639,307748172.47620773,0.0,677551216.4854431,816494440.72824,154121332350.99487,11143549974.901327,728412981.9560639,187700708258.1031,0.0,258069120.282506,394368869.1007283,5313096998.217667,5761190118.404268,16884230.856431596,0.0,200264524.06502527,286842384.5400241,0.0,9525448757.361477,68798717952.02011,69705877393.69302,92741820895.46848,1262944641.6516566,0.0,21581706555.24284,22953078204.40808,1.3871290121909712,2.519331636833566,1.1060538794051442,0.4614293390153734,3.088177176142231,0.0494945517176759,0.0,0.7538163160374751,0.1643420858535864,293521201276.5659,1304644513.1593723,0.0,22596564271.898293,73645347895.2877,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532
