, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Paraná - Desemprego,Paraná - value,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Paraná - Produção de Cimento (t),Paraná - PIB - Estadual,Paraná - PIB - Construção Civil,Paraná - PIB - Per Capita,Paraná - PIB - Preços de Mercado,Paraná - IDH,Paraná - Consumo de Cimento (t)
2004-12,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,8.188635003875257,0.2928955540453433,1.8990021908566252,913.6575351934364,1031.7668951825722,25.12104957674317,14.281751832661636,50.84157375449216,3.196170231702254,332.6016754431723,207869594.74557167,10831380.592501398,17.654712639446856,186291769.32851192,0.7791703499134109,183.387
2005-1,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,8.186736349667385,0.2916347211668679,1.9399126289257973,914.0,1018.3051132848484,25.1,14.1,50.0,3.2,332.76400197378456,208084077.30225557,10841115.607040191,17.657352857730896,186334277.1594426,0.7792660291163759,172.044
2005-2,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,8.17896210740317,0.2904319983141163,1.9741227813579143,913.8053897849462,1007.7396358848904,24.254314516129035,14.038306451612902,53.26733870967742,2.9513363607892265,332.2932762997802,208297820.81510973,10851846.42433142,17.662071971612324,186393969.5195058,0.7793536495977559,188.841
2005-3,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,8.171187865138954,0.2892630601831311,1.999776716921188,914.0627740442054,1000.8485318204216,22.78764784946237,13.785285618279568,58.322894265232975,2.703110858190423,333.57395653823727,208511564.3279639,10862577.241622644,17.66679108549375,186453661.879569,0.779441270079136,200.253
2005-4,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,8.163413622874739,0.2881940441247706,2.01501850438383,914.4965298045744,998.409869929166,21.17938172043011,13.103171562980032,62.122433435739886,2.507076226155791,332.62566728798555,208725307.84081808,10873308.058913872,17.671510199375177,186513354.2396322,0.779528890560516,188.916
2005-5,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,8.155639380610522,0.2871895806449936,2.148914393736958,914.6512855984688,1014.7721256704616,19.371203917050696,12.385066655694535,66.73535403408677,2.23781871733822,332.61564545828264,208939051.35367227,10884038.876205098,17.676229313256606,186573046.59969535,0.779616511041896,184.994
2005-6,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,8.147865138346306,0.2862335670268205,1.8465081658530236,915.0051232492484,1006.7527459520368,17.70055473264575,11.709662711474758,70.89558254177248,2.160799412570962,333.27538954479274,209152794.8665264,10894769.693496324,17.68094842713803,186632738.95975855,0.779704131523276,192.629
2005-7,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,8.140090896082091,0.2848302596851017,1.9611974313897385,914.6343741547892,999.2432414582804,17.184894039197783,11.692367297503711,73.01135016352373,2.307176056382709,334.49611616368054,209366538.3793806,10905500.51078755,17.68566754101946,186692431.31982175,0.779791752004656,184.723
2005-8,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,8.132316653817876,0.2838006976464811,1.9872051533974608,913.792593333174,1065.363159763291,17.111747962293173,11.943066075453148,74.49795828422104,2.485124186366173,335.1872006003337,209580281.8922348,10916231.328078778,17.690386654900887,186752123.67988497,0.7798793724860361,203.175
2005-9,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,8.12454241155366,0.2829540598299706,1.838850305573788,913.0003857591764,1048.9255737151566,16.365629446482956,11.655623980272734,75.86861449814191,2.4478647944957075,336.72262413263286,209794025.40508896,10926962.145370005,17.695105768782312,186811816.03994817,0.7799669929674161,169.242
2005-10,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,8.116768169289443,0.2819040778541897,1.9030505780721885,912.277149451071,1097.8156682119952,17.22347742147557,12.43119781232324,75.15186509508355,2.6415792327669085,339.2451292830927,210007768.91794315,10937692.962661233,17.69982488266374,186871508.40001136,0.7800546134487961,166.786
2005-11,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,8.108993927025228,0.2818396463629202,1.8642765092608595,911.8823012520688,1180.722403239512,17.746493867132276,12.774397884582102,73.94750745544174,2.6782661241491,342.0022167715572,210221512.4307973,10948423.779952455,17.70454399654517,186931200.76007456,0.7801422339301762,196.534
2005-12,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,8.101219684761013,0.2817825283873064,1.5015793737967869,911.7196650722703,1130.1353056949956,18.344767179958403,13.469579203619828,73.98555830018553,2.6084040817806207,343.96740633704565,210435255.9436515,10959154.597243683,17.709263110426594,186990893.12013772,0.7802298544115562,177.285
2006-1,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,8.093445442496797,0.281734556702939,1.236927376644303,911.8897412105654,1118.1861868098258,19.23952286285256,14.362292836194896,74.31275954508901,2.704702927332601,345.22362188006105,210648999.4565057,10969885.41453491,17.713982224308022,187050585.48020092,0.7803174748929362,184.04
2006-2,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,8.091149961282541,0.2810853938585986,0.9969624954109833,912.3089267461,1100.647235093582,18.44453204264988,13.649953108422336,74.85292956636475,2.519250551901894,347.28156272649164,210848999.67661157,10982471.80386901,17.718855773893786,187107894.75087872,0.7803971927834211,154.356
2006-3,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,8.088854480068285,0.2804366907725456,0.7906788457312226,913.0402105468344,1068.298901466307,17.61379543280319,12.96400068008205,75.75925970919502,2.3571094384062614,350.4890646643102,211048999.89671737,10995058.193203114,17.72372932347955,187165204.0215565,0.780476910673906,196.251
2006-4,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,8.086558998854027,0.2799941652386429,0.7726975912250944,913.7666292228434,1069.1847518920656,16.765887693517616,11.888122900868591,75.16748332385423,2.223880690339118,352.34699599803395,211249000.11682323,11007644.582537215,17.728602873065313,187222513.29223427,0.780556628564391,162.619
2006-5,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,8.084263517639771,0.2795596036711856,0.8739155399430437,914.2926549451624,1050.214121046631,16.15662431241312,10.9335813601306,74.04226377636279,2.198330593907112,355.5318391957112,211449000.33692908,11020230.971871316,17.733476422651076,187279822.56291205,0.7806363464548759,197.991
2006-6,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,8.081968036425515,0.2791348634213224,1.197848749590539,914.4123682925964,1063.113942265441,16.01589274214376,10.571456952668544,73.41780102397642,2.2860223920225526,358.0544970131519,211649000.5570349,11032817.361205418,17.73834997223684,187337131.83358985,0.7807160643453608,183.933
2006-7,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,8.079672555211257,0.2787218739501964,1.310623484467467,913.9806034493128,1099.606864586895,16.186923284543155,10.658976307533692,73.24516688512543,2.3142932389549364,361.9244675751663,211849000.7771408,11045403.75053952,17.7432235218226,187394441.1042676,0.7807957822358458,188.029
2006-8,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,8.077377073997,0.2789336085664954,1.3379234938656286,913.3557471688137,1115.1669977256715,16.535902831340966,11.215270137774125,74.12260478251133,2.410023897461753,365.3958907874733,212049000.99724665,11057990.139873622,17.748097071408363,187451750.37494537,0.7808755001263307,201.402
2006-9,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,8.075081592782745,0.2802552004135702,1.316380674096327,912.75013860783,1139.519019122268,17.320413817915913,12.40120071583994,75.66480403530981,2.495056504574781,368.70380547535615,212249001.21735245,11070576.529207723,17.752970620994127,187509059.64562315,0.7809552180168156,179.982
2006-10,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,8.072786111568488,0.2810150161235324,1.1078183906110552,911.8937883354027,1156.5231606280863,18.3744922255659,13.767549159221826,76.91995705126578,2.4738982953592528,372.5924045899759,212449001.4374583,11083162.918541824,17.75784417057989,187566368.9163009,0.7810349359073004,192.452
2006-11,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,8.070490630354232,0.2817113744023414,1.0775649591238976,911.5106262190642,1195.6017495341553,19.22500130623428,14.67802404433242,77.19889761482897,2.4926485870465926,375.0117182384343,212649001.65756416,11095749.307875928,17.762717720165654,187623678.1869787,0.7811146537977853,193.306
2006-12,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,8.068195149139974,0.2822762478039466,1.3862296386057058,911.4216051642868,1250.0630249905778,20.14240803920675,15.4510704293451,76.73362531591275,2.4200630332289634,378.0436770199703,212849001.87767,11108335.697210029,17.767591269751417,187680987.45765647,0.7811943716882703,169.285
2007-1,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,8.065899667925718,0.2830391191051426,1.6516091610081445,911.6558683717888,1235.9408052930485,20.31099169908394,15.702447426307687,77.08706291821086,2.313997977670601,379.8475954194968,213049002.09777585,11120922.08654413,17.77246481933718,187738296.72833425,0.7812740895787552,168.549
2007-2,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,8.06323700110896,0.2840065557977604,1.899369471202898,912.3969017815313,1201.5788530968518,19.854556590619698,15.221459446224973,76.8993049006947,2.292574412223998,381.6881789592052,213200502.91509667,11129874.545382198,17.773171764796693,187750416.56422064,0.7813460610090348,160.048
2007-3,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,8.060574334292202,0.2848958324811001,1.8340320205475176,913.0924538699315,1155.4779989800277,19.527820371956345,14.5959878589919,75.49507435541076,2.3599754271416,385.66836064613216,213352003.73241743,11138827.004220266,17.773878710256202,187762536.40010703,0.7814180324393143,193.273
2007-4,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,8.057911667475443,0.2854434400790179,1.6541462463791408,913.6071738079116,1074.9800733564448,18.13097835497587,13.20871223834236,75.27819994784288,2.415369978038489,388.26698113813006,213503504.5497383,11147779.463058334,17.774585655715715,187774656.2359934,0.7814900038695939,172.94
2007-5,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,8.055249000658684,0.2860240399964515,1.4069372585749973,914.158949840517,1060.1815675277492,17.24110701703109,12.017504996948444,73.99396529923426,2.4925325039486994,392.2598242779289,213655005.3670591,11156731.921896402,17.775292601175227,187786776.07187977,0.7815619752998735,184.252
2007-6,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,8.052586333841925,0.2866369881464812,1.4403704634088184,914.5366906824944,1103.220115247152,17.12452544453287,11.577064188075092,72.78228734033985,2.5176829608218547,395.3752769069013,213806506.18437997,11165684.38073447,17.775999546634736,187798895.90776616,0.7816339467301531,188.1
2007-7,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,8.049923667025165,0.2872819559244335,1.71400322797342,914.3403742054928,1113.6879108148994,16.760850316341326,11.440422051776286,73.87595930460283,2.4594839163050293,398.290601138781,213958007.0017008,11174636.839572538,17.77670649209425,187811015.7436525,0.7817059181604327,193.222
2007-8,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,8.047261000208408,0.2879687252354402,1.846258707136748,913.9427166458026,1189.2203272717124,17.292727186398146,11.982548991329828,73.94879269453425,2.5549861763031685,401.0338967505178,214109507.81902155,11183589.298410604,17.77741343755376,187823135.5795389,0.7817778895907121,230.158
2007-9,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,8.044598333391649,0.2886905217168476,2.1981441147161958,913.0881030711354,1247.6635475150554,18.053192894157185,12.822246136456508,74.33577264501488,2.520849373736295,403.66793136582766,214261008.6363424,11192541.757248672,17.77812038301327,187835255.4154253,0.7818498610209917,217.347
2007-10,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,8.04193566657489,0.2896484086941308,2.125553337630236,912.1409498102192,1231.5002911489385,18.438023651169573,13.569834213055795,75.73185746324546,2.557206736359505,405.5043866154847,214412509.4536632,11201494.21608674,17.778827328472783,187847375.2513117,0.7819218324512713,244.665
2007-11,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,8.039272999758133,0.2911533950378031,2.1561154248305168,911.5564569163132,1277.3059981855588,19.017769942500244,14.216965594430382,75.94844969979714,2.5406414890310933,407.5697592141049,214564010.270984,11210446.674924808,17.779534273932295,187859495.08719808,0.7819938038815508,235.989
2007-12,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,8.036610332941374,0.2920781654189231,2.2254393556613503,911.3930553648344,1257.7727177515003,19.49527791457573,14.895437695914952,76.83141277536558,2.446650127784124,409.8984029374222,214715511.0883048,11219399.133762876,17.780241219391804,187871614.92308444,0.7820657753118304,194.177
2008-1,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,8.033947666124615,0.2930229743379357,2.385776245717089,911.566366592076,1210.3238766985226,19.35500862826516,15.07679075083394,78.110243874451,2.3993011086706133,410.8066477660014,214867011.90562564,11228351.592600944,17.780948164851317,187883734.75897083,0.78213774674211,237.02
2008-2,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,8.036399564396735,0.2939880440855887,2.4528318992533067,911.9025340432474,1207.628732044928,18.84284211961676,14.542828704771528,78.02797035101337,2.269629106558376,411.7039136004083,214988595.38903037,11236937.924836824,17.78152959598959,187888972.15527123,0.782202127842874,230.336
2008-3,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,8.038851462668855,0.2955983022534865,2.4262873896829893,912.5210527242164,1142.5447593296096,17.809742140540358,13.620945301267993,78.53568717639239,2.1643185664240687,414.330798312121,215110178.87243503,11245524.257072706,17.782111027127858,187894209.55157164,0.7822665089436379,227.151
2008-4,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,8.041303360940978,0.2972546616714648,2.4840879471924526,913.3167900021368,1127.8038836026187,16.913792001540454,12.512582380100142,77.68539338518383,2.0393329443795056,416.2249561416681,215231762.35583976,11254110.589308586,17.782692458266126,187899446.94787204,0.7823308900444019,244.623
2008-5,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,8.043755259213098,0.2987497738435632,2.204560855854361,913.6687090981662,1125.0854725295137,16.228522901696685,11.619859028025072,77.02228185080006,2.0163055131817638,418.889975736436,215353345.83924448,11262696.921544466,17.7832738894044,187904684.34417245,0.7823952711451659,247.408
2008-6,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,8.046207157485219,0.3004883487450404,1.9990733483068015,914.0020288448752,1132.7915623777897,15.780434032367598,11.130647986134514,76.92490942808652,2.068408799125401,420.5643458699204,215474929.32264915,11271283.253780348,17.78385532054267,187909921.74047285,0.7824596522459298,246.127
2008-7,0.4017041211332135,-7372.476799457021,2.8193033709764,0.9469908098354584,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,8.04865905575734,0.3022710729353203,1.9725755314399596,914.0257518800332,1157.993403142637,16.06434943831732,11.450598472093429,77.16470039491841,2.14052761629062,422.8057917649565,215596512.80605388,11279869.586016228,17.78443675168094,187915159.1367733,0.7825240333466938,287.988
2008-8,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9812442861378704,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,8.051110954029461,0.3041761586288942,1.6428173475046215,913.41175021026,1189.7939979444616,16.325896046028912,12.051474810888166,78.59094612237152,2.2759238981458183,424.48845144229904,215718096.28945857,11288455.918252109,17.785018182819208,187920396.5330737,0.7825884144474579,248.671
2008-9,0.393954511741958,-7785.307445305803,2.665912474404139,1.0935181371164024,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,8.053562852301582,0.305666822915882,1.5267199815836037,912.8074342708204,1259.2380684479356,16.852392900749184,12.60940917003758,78.61246805364057,2.328488429331159,426.3102996189281,215839679.77286327,11297042.25048799,17.78559961395748,187925633.9293741,0.7826527955482218,270.025
