, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Pará - Desemprego,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Pará - Produção de Cimento (t),Pará - Consumo de Cimento (t),Pará - value,Pará - IDH,Pará - PIB - Estadual,Pará - PIB - Construção Civil,Pará - PIB - Per Capita,Pará - PIB - Preços de Mercado
2005-3,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,8.240282680416598,2.934493146922005,1008.5922657137036,12032.163939841725,27.116279227157374,23.386108841493268,81.30323688495398,0.9045625474854389,60.31402521753267,87.897,0.2651005981638225,0.6745430939875914,80472206.95275015,4355644.881743575,9.332503177185696,69638303.62547526
2005-4,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,8.233105048259445,2.750528261612962,1008.7441385128895,12668.17051634975,27.61904546033566,23.17197600837273,78.22414518903018,0.9759469537208268,60.79629356402687,96.273,0.2641488537953509,0.6747170088539576,80568148.2449147,4359082.946437818,9.33642035216361,69675620.17558698
2005-5,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,8.22592741610229,2.714599370179038,1009.0199845677538,13530.812577785367,28.09631715927488,22.988970479489332,75.33602874894159,1.0742788252209787,61.42464027327753,97.686,0.2634071388589942,0.6748909237203238,80664089.53707926,4362521.0111320615,9.340337527141529,69712936.7256987
2005-6,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,8.218749783945137,2.8221463336407977,1009.2445860074452,14093.247645923911,28.301261060256603,22.745648185933558,73.38319180753497,1.1530966186994138,61.89627062402591,108.413,0.2626781389877162,0.67506483858669,80760030.82924381,4365959.075826305,9.344254702119445,69750253.27581042
2005-7,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,8.211572151787983,3.300534134486475,1009.3457939032484,15339.34825678698,28.147440024933903,22.63053164713063,73.5482601778863,1.2451913602351776,62.31445125404125,107.399,0.2621729985589003,0.6752387534530562,80855972.12140837,4369397.140520548,9.34817187709736,69787569.82592213
2005-8,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,8.20439451963083,3.4516338745673067,1009.0069293084928,15399.78452519208,27.90168079375618,22.696199468613635,74.7915781489438,1.2678369244031766,62.80932088967247,131.49,0.2616948319491241,0.6754126683194225,80951913.41357292,4372835.205214791,9.352089052075277,69824886.37603386
2005-9,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,8.197216887473676,3.850829822108448,1008.5445035955725,14921.282120475658,27.649403632476247,22.93073832573892,76.59753605094105,1.240793380968375,63.40185304337778,112.652,0.2630835356261459,0.6755865831857887,81047854.70573747,4376273.2699090345,9.356006227053191,69862202.92614558
2005-10,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,8.190039255316522,3.862101860895808,1008.0968180513264,14525.13183699014,27.766010085445675,23.51394820746227,78.17356116303029,1.1901926496181656,63.87064095532198,108.883,0.2655677254402184,0.6757604980521549,81143795.99790204,4379711.334603278,9.359923402031107,69899519.4762573
2005-11,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,8.182861623159368,3.4670157517645133,1007.84295473015,13799.776615380206,27.847189462644085,24.03968802933541,80.02940636082022,1.1447167119153627,64.99820425082326,106.626,0.2661113649028254,0.6759344129185211,81239737.29006658,4383149.3992975205,9.363840577009023,69936836.02636902
2005-12,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,8.175683991002215,3.439464769109868,1007.973620700911,12971.426459394386,27.67966745359362,24.47035553306732,82.61482249718743,0.998818135457136,66.07712364856508,102.069,0.2665102380482649,0.6761083277848873,81335678.58223115,4386587.463991764,9.36775775198694,69974152.57648073
2006-1,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,8.168506358845061,3.279363108891857,1008.254254034455,12672.047686722668,27.530289450489622,24.6493351320886,84.28600116052165,0.8441599552650121,67.08367235374382,93.022,0.2671681070734465,0.6762822426512535,81431619.8743957,4390025.528686008,9.371674926964856,70011469.12659246
2006-2,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,8.166511526108438,3.289574056218805,1008.7251865301122,12432.123772760302,27.14565722814981,24.444706868607444,85.51107572372568,0.7093489765119401,67.7353524996791,77.429,0.2682970450257322,0.6764441553856815,81519676.60746151,4393908.878896828,9.375076437965438,70043055.6764366
2006-3,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,8.164516693371816,3.385297204866611,1009.3401453356367,12333.284664904524,26.77198095052072,24.21291513651749,86.13603208322786,0.5687943993235204,68.3347269772715,89.122,0.2691619134967959,0.6766060681201095,81607733.34052731,4397792.229107648,9.37847794896602,70074642.22628075
2006-4,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,8.162521860635193,3.344220458184445,1009.7877117483348,13436.030941643054,26.677612004106276,23.90575091483578,85.2172389664438,0.5619246959653609,69.34134666921558,84.446,0.2707269956773354,0.6767679808545375,81695790.07359311,4401675.579318468,9.3818794599666,70106228.7761249
2006-5,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,8.16052702789857,3.427516487185088,1010.0647887960308,14300.906202918037,26.710923237395008,23.588675798267683,83.699612922851,0.6562597932889551,70.34680196711773,88.899,0.2734902599314019,0.6769298935889656,81783846.80665892,4405558.929529289,9.38528097096718,70137815.32596903
2006-6,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,8.158532195161948,3.547152638632792,1010.1432399007244,15138.217168509262,26.81414450706031,23.288288845848157,81.934432183434,0.7766663281896244,71.55226406801339,95.124,0.2771679632706081,0.6770918063233936,81871903.53972474,4409442.279740109,9.38868248196776,70169401.87581317
2006-7,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,8.156537362425325,3.5021470912599946,1009.7394110795418,16107.783874582696,27.009405583493763,23.04553583614314,80.06789629693723,0.9313650610603362,72.97103880653665,98.14,0.2809561650603302,0.6772537190578216,81959960.27279054,4413325.629950929,9.392083992968342,70200988.42565732
2006-8,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,8.154542529688703,4.029224014336917,1009.2337103546272,16022.719278113593,27.09037855017808,22.94859997900269,79.31247972426983,1.0275229083094506,74.33673823122817,101.739,0.2852754585802561,0.6774156317922496,82048017.00585634,4417208.980161749,9.395485503968924,70232574.97550146
2006-9,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,8.15254769695208,4.177630560417887,1008.917586629511,15426.788372270094,27.06816556106721,22.92314559929202,79.30412198622368,1.0747905268914877,75.81983690206367,108.266,0.290026154684032,0.6775775445266776,82136073.73892215,4421092.330372569,9.398887014969503,70264161.52534561
2006-10,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,8.150552864215458,4.279797704520515,1008.5087292241508,14952.603547675664,27.0439166486596,23.020360158539766,79.85065601335032,1.10627594749457,77.43012715575068,113.029,0.2947739942153162,0.6777394572611057,82224130.47198796,4424975.6805833895,9.402288525970086,70295748.07518974
2006-11,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,8.148558031478835,4.308427595084825,1008.5241768568349,14013.020332661876,26.770353891565662,23.080312157416262,81.33377916463074,1.0934100515254426,78.93337985472147,120.634,0.3005187492614337,0.6779013699955337,82312187.20505376,4428859.03079421,9.405690036970666,70327334.62503389
2006-12,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,8.146563198742212,4.001409059001193,1008.5928946136786,13347.32857764748,26.540685750371164,23.15059163656496,82.69186226440581,1.048890408902433,80.24329033782234,111.767,0.3062128605717493,0.6780632827299617,82400243.93811956,4432742.38100503,9.409091547971247,70358921.17487803
2007-1,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,8.14456836600559,3.6986406870523463,1008.61125850389,12940.196418249205,26.380890567481156,23.213523315724785,83.7138915975409,1.0140181570238125,81.06531719132666,110.404,0.3112444665502202,0.6782251954643898,82488300.67118537,4436625.73121585,9.412493058971828,70390507.72472218
2007-2,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,8.142215444462627,3.381896168655131,1008.7140391844058,12467.904107705925,26.23405082009314,23.2203423228188,84.43206503737149,0.9613511454819068,81.70497557995037,83.941,0.315388720111319,0.6783756246659536,82566979.52943242,4439892.5974029545,9.415366020034703,70415500.51089883
2007-3,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,8.139862522919664,3.2506200394748044,1008.8559568751924,12361.633502434732,26.30953147541566,23.19416465937291,84.00397860876078,0.9200734559564132,82.4158508635736,95.591,0.3190364138334967,0.6785260538675175,82645658.38767944,4443159.463590058,9.41823898109758,70440493.29707547
2007-4,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,8.137509601376703,3.20597685286914,1009.1131512535655,12387.525872243616,26.4498005267661,23.140539146502157,83.09896988376079,0.9521414642145088,82.97703097879892,92.585,0.322280001908388,0.6786764830690813,82724337.24592648,4446426.329777161,9.421111942160458,70465486.08325212
2007-5,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,8.13515667983374,2.799063931027965,1009.1987307861611,12768.512904275642,26.60649932535315,23.003072066003885,81.76434013048652,0.9899407615551152,83.67973990563101,91.907,0.3258132906453888,0.6788269122706452,82803016.10417353,4449693.195964265,9.423984903223335,70490478.86942877
2007-6,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,8.132803758290777,2.7230588436603798,1009.39085486803,13418.76758240943,26.733377529637604,22.82345114861968,80.37422479560637,1.0818482131088405,84.56868071445454,107.999,0.329086885579805,0.6789773414722091,82881694.96242055,4452960.062151369,9.426857864286212,70515471.6556054
2007-7,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,8.130450836747814,2.5241368405044198,1009.065057428912,13986.75168840648,26.87995665285634,22.83327370104025,79.62841639116701,1.2342523866466852,85.90668908364697,98.977,0.3334013497959701,0.679127770673773,82960373.8206676,4456226.928338472,9.42973082534909,70540464.44178206
2007-8,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,8.128097915204851,2.5425982433505543,1008.4801465077186,14455.831240865607,27.486214317581048,22.924888919182536,77.3327987033,1.4825809846788478,87.1261021005777,119.585,0.3378141732906042,0.6792781998753368,83039052.67891464,4459493.794525575,9.432603786411963,70565457.22795871
2007-9,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,8.125744993661888,2.958680576083316,1008.0557281456896,14117.243475763078,27.99061908704849,23.186422630478077,76.14983256015185,1.762211549285155,88.37601600284106,102.989,0.3423268129098181,0.6794286290769007,83117731.53716166,4462760.660712679,9.435476747474842,70590450.01413535
2007-10,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,8.123392072118925,3.000490757470786,1007.552645206349,12367.81630568534,27.995161659766172,23.362146027015964,76.88024452446737,1.7928388512785969,89.80183565507502,118.512,0.3449440226503012,0.6795790582784645,83196410.3954087,4466027.526899783,9.43834970853772,70615442.800312
2007-11,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,8.121039150575964,3.192749362514676,1007.5378594002792,10385.852550085385,27.916511765860736,23.40812674540714,77.5368897639139,1.754065577513994,91.09975799588628,128.351,0.3467272123892824,0.6797294874800284,83275089.25365575,4469294.393086886,9.441222669600595,70640435.58648865
2007-12,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,8.118686229033,3.2644661297147834,1007.8047128304052,8042.143033697496,27.295368820669676,23.32989928672865,79.95150744229684,1.5809338042435226,91.87905501109168,121.962,0.3503316174400264,0.6798799166815923,83353768.11190277,4472561.259273989,9.444095630663472,70665428.37266529
2008-1,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,8.116333307490038,2.9369640025516994,1007.89763917418,6439.045965636148,26.64463822350735,23.17719430770692,82.29415342872888,1.308569371938754,92.5621148348167,125.806,0.3539198088561849,0.6800303458831561,83432446.97014982,4475828.125461093,9.44696859172635,70690421.15884194
2008-2,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,8.119038031321743,2.743358947820666,1008.172941691858,6019.303703506256,26.540339176545643,23.158616335516843,82.69170493118096,1.2570915507734612,93.0493483548386,104.871,0.3573637211374653,0.6801698101509299,83494804.24562314,4478472.701988856,9.44851854929746,70705112.43639238
2008-3,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,8.121742755153447,2.60016521033544,1008.427750930009,5777.9167352667655,26.543183260666478,23.10696769800652,82.44510131659788,1.2273423534667944,94.22516459678064,104.41,0.3604058982009699,0.6803092744187036,83557161.52109648,4481117.278516619,9.45006850686857,70719803.71394284
2008-4,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,8.124447478985152,2.057576003365281,1008.6265347044344,4257.301489686361,26.91996736756516,22.935156880748877,80.09710965831877,1.3244177551728316,94.84086740534204,113.36,0.3635741427867693,0.6804487386864774,83619518.79656981,4483761.855044382,9.45161846443968,70734494.99149328
2008-5,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,8.127152202816855,2.3552717787624067,1008.8844938167118,3306.1121367802843,27.31659925398508,22.82174282966306,77.82557845637542,1.4322877882622886,95.89116374689564,121.369,0.366693472319615,0.6805882029542512,83681876.07204314,4486406.431572144,9.45316842201079,70749186.26904373
2008-6,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,8.12985692664856,2.5185376854355077,1009.0043321642972,2434.3932424755767,27.54575935977392,22.69899726738287,76.27089692208422,1.4936103050361669,97.25437521178904,124.763,0.3685139460418234,0.6807276672220248,83744233.34751648,4489051.008099907,9.454718379581902,70763877.54659419
2008-7,0.4017041211332135,-7372.476799457021,2.8193033709764,0.9469908098354584,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,8.132561650480266,2.801517975767857,1008.8581128424164,1698.7769882578868,27.73295965119787,22.609130155814,75.08712921160327,1.5408854949941058,98.59847952084571,140.932,0.3703781497718483,0.6808671314897986,83806590.6229898,4491695.584627669,9.456268337153013,70778568.82414463
2008-8,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9812442861378704,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,8.13526637431197,3.3341559446144844,1008.5334863543636,741.8752862524943,27.600054871433148,22.71472969836079,76.09338540971667,1.4445173306886976,99.6598762701173,136.421,0.3717949249700425,0.6810065957575724,83868947.89846313,4494340.161155432,9.457818294724122,70793260.10169508
2008-9,0.393954511741958,-7785.307445305803,2.665912474404139,1.0935181371164024,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,8.137971098143675,3.083639396879068,1008.205207936375,994.6464981679568,27.5047848377834,22.75886662156405,76.69170510527894,1.3675999940965655,100.68832806682936,139.405,0.3731524651004463,0.6811460600253461,83931305.17393647,4496984.737683196,9.459368252295231,70807951.37924553
