,Acre - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Acre - Desemprego,Acre - IDH,Acre - PIB - Estadual,Acre - PIB - Construção Civil,Acre - PIB - Per Capita,Acre - PIB - Preços de Mercado
2003-11,5.041,0.6315074373857803,-6097.745583517717,7.313008932848318,1.6375042967189617,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,1.837786343231067,982.0612117969308,1236.008853975124,22.88071963790467,17.84062642410471,80.40472211321052,1.5214252456563684,8.674122241624382,0.6942933323193664,7377446.442288184,415395.14031752833,9.334146025696676,6618391.513721566
2003-12,4.303,0.6292469617617195,-6082.10009002275,7.034262103245153,1.7623760541706297,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,1.857355439720602,981.9947609390588,1237.4724758977568,22.932872005208587,17.938575761583063,80.5704405805906,1.555626310327057,8.66924386352272,0.6945907044999339,7386620.39922286,415593.72884609294,9.335718930478428,6621508.617536412
2004-1,4.105,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,1.8784933195465088,981.922573165314,1239.026204143695,22.98903654632126,18.04483004016459,80.75189074070015,1.5925611310121768,8.664365485421056,0.6948880766805015,7395794.356157537,415792.3173746576,9.33729183526018,6624625.7213512575
2004-2,3.898,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,1.9011081010556656,981.8451106509184,1240.6616708351523,23.048979037077327,18.158944488162955,80.94823579744079,1.632034543025701,8.66167036734271,0.695155567753355,7404431.424724923,415741.3220956732,9.339180768565356,6627437.1347664045
2004-3,4.209,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,1.925107902594949,981.7628355710926,1242.370508094342,23.112465253311427,18.280474333891814,81.15863895471418,1.6738513816816014,8.658975249264365,0.6954230588262085,7413068.493292311,415690.3268166888,9.34106970187053,6630248.548181551
2004-4,2.994,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,1.950400842511237,981.6762101010584,1244.1443480434775,23.17926097085821,18.408974805664823,81.38226341642198,1.7178164822938495,8.65628013118602,0.695690549899062,7421705.561859698,415639.3315377045,9.342958635175709,6633059.961596698
2004-5,3.72,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,1.976895039151406,981.5856964160369,1245.9748228047729,23.24913196555229,18.544001131795643,81.61827238646583,1.7637346801764178,8.653585013107675,0.6959580409719156,7430342.630427085,415588.3362587201,9.344847568480883,6635871.375011845
2004-6,4.275,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,2.004498610862334,981.4917566912492,1247.8535645004408,23.321844013228336,18.68510854059793,81.8658290687474,1.8114108106432785,8.650889895029328,0.6962255320447691,7438979.698994473,415537.3409797357,9.346736501786058,6638682.788426991
2004-7,4.699,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,2.033119675990898,981.394853101917,1249.7722052526951,23.39716288972097,18.83185226038536,82.12409666716832,1.8606497090084029,8.648194776950984,0.6964930231176226,7447616.767561859,415486.34570075135,9.348625435091234,6641494.201842138
2004-8,6.416,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,2.0626663528839755,981.2954478232612,1251.7223771837494,23.474854370864843,18.98378751947157,82.39223838563026,1.9112562105857636,8.645499658872637,0.6967605141904761,7456253.836129246,415435.350421767,9.35051436839641,6644305.615257285
2004-9,6.427,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,2.0930467598884444,981.1940030305036,1253.695712415817,23.554684232494584,19.14046954617023,82.66941742803486,1.963035150689332,8.642804540794291,0.6970280052633296,7464890.904696634,415384.3551427826,9.352403301701584,6647117.028672431
2004-10,6.386,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,2.124169015351181,981.090980898865,1255.6838430711114,23.63641825044484,19.301453568795,82.95479699828378,2.0157913646330807,8.640109422715947,0.6972954963361833,7473527.973264021,415333.3598637983,9.354292235006762,6649928.442087578
2004-11,5.591,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,2.1559412376190634,980.986843603567,1257.678401271846,23.71982220055024,19.46629481565953,83.24754030027867,2.0693296877309817,8.6374143046376,0.6975629874090368,7482165.041831408,415282.3645848139,9.356181168311938,6652739.855502725
2004-12,5.422,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,2.188271545038969,980.8820533198308,1259.6710191402344,23.80466185864544,19.634548515077498,83.54681053792117,2.1234549552970066,8.634719186559256,0.6978304784818903,7490802.110398795,415231.3693058295,9.358070101617113,6655551.268917871
2005-1,5.807,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,2.2210680559577747,980.7770722228778,1261.6533287984898,23.890703000565065,19.805769895362545,83.85177091511297,2.177972002645128,8.63202406848091,0.6980979695547438,7499439.178966182,415180.3740268452,9.359959034922287,6658362.682333018
2005-2,5.242,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,2.2542388887223583,980.6723624879291,1263.6169623688263,23.97771140214376,19.97951418482834,84.16158463575566,2.232685665089317,8.625415058049564,0.6983362261869887,7507308.5293528065,415415.870426488,9.362064441276504,6660627.26884661
2005-3,4.965,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,2.2876921616795967,980.5683862902064,1265.5535519734567,24.06545283921617,20.15533661178853,84.47541490375093,2.287400777943547,8.618806047618216,0.6985744828192335,7515177.87973943,415651.3668261308,9.36416984763072,6662891.8553602025
2005-4,5.854,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,2.321335993176368,980.4656058049304,1267.4547297345948,24.15369308761693,20.332792404556795,84.79242492300044,2.3419221765217886,8.61219703718687,0.6988127394514784,7523047.230126054,415886.8632257737,9.366275253984936,6665156.441873794
2005-5,5.892,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,2.3550785015595483,980.3644832073228,1269.312127774454,24.24219792318068,20.511436791446776,85.11177789740582,2.3960546961380143,8.605588026755525,0.6990509960837232,7530916.580512677,416122.3596254165,9.36838066033915,6667421.028387386
2005-6,7.76,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,2.388827805176016,980.265480672605,1271.1173782152478,24.33073312174205,20.69082500077214,85.43263703086873,2.4496031721061966,8.598979016324177,0.6992892527159681,7538785.930899302,416357.85602505936,9.370486066693369,6669685.614900979
2005-7,7.484,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,2.422492022372648,980.169060375998,1272.8621131791897,24.419064459135694,20.870512260846542,85.75416552729082,2.5023724397403067,8.592370005892832,0.699527509348213,7546655.281285925,416593.3524247023,9.37259147304758,6671950.201414571
2005-8,8.048,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,2.4559792714963216,980.0756844927232,1274.537964788493,24.50695771119625,21.05005379998365,86.07552659057374,2.554167334354317,8.585760995461486,0.6997657659804578,7554524.631672549,416828.8488243451,9.374696879401798,6674214.787928163
2005-9,7.794,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,2.4891976708939145,979.9858151980022,1276.1365651653714,24.59417865375835,21.22900484649712,86.39588342461916,2.6047926912622,8.579151985030139,0.7000040226127027,7562393.982059173,417064.345223988,9.376802285756014,6676479.374441756
2005-10,8.792,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,2.5220553389123044,979.899914667056,1277.649546432038,24.68049306265664,21.4069206287006,86.7143992333287,2.654053345777927,8.572542974598793,0.7002422792449475,7570263.332445797,417299.8416236308,9.378907692110229,6678743.960955348
2005-11,6.725,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,2.5544603938983674,979.8184450751058,1279.0685407107069,24.76566671372576,21.58335637490776,87.03023722060404,2.70175413321547,8.565933964167447,0.7004805358771924,7578132.682832421,417535.3380232736,9.381013098464445,6681008.54746894
2005-12,6.551,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,2.5863209541989822,979.7418685973732,1280.3851801235912,24.84946538280034,21.757867313432257,87.3425605903468,2.7476998888888016,8.5593249537361,0.7007187925094372,7586002.033219044,417770.83442291646,9.38311850481866,6683273.133982533
2006-1,7.192,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,2.617545138161025,979.6706474090792,1281.5910967929042,24.93165484571503,21.93000867258775,87.65053254645868,2.7916954481118936,8.552715943304754,0.7009570491416821,7593871.383605668,418006.3308225593,9.385223911172876,6685537.720496125
2006-2,6.443,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,2.648041064131374,979.6052436854454,1282.6779228408598,25.01200087830447,22.0993356806879,87.9533162928413,2.8335456461987176,8.551858724866158,0.7011667180004236,7601322.231280357,418176.0491614192,9.387751073948474,6687801.850448097
2006-3,9.429,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,2.677716850456906,979.546119601693,1283.637290389671,25.09026925640329,22.265403566046366,88.25007503339629,2.873055318463246,8.55100150642756,0.7013763868591651,7608773.078955044,418345.76750027895,9.390278236724072,6690065.98040007
2006-4,7.627,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,2.706480615484499,979.4937373330432,1284.4608315615517,25.16622575584614,22.427767556976804,88.53997197202534,2.910029300219451,8.550144287988964,0.7015860557179068,7616223.926629732,418515.48583913874,9.392805399499672,6692330.110352043
2006-5,9.283,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,2.73424047756103,979.4485590547174,1285.1401784787151,25.239636152467654,22.585982881792876,88.82217031263009,2.944272426781304,8.549287069550367,0.7017957245766483,7623674.77430442,418685.2041779986,9.39533256227527,6694594.240304016
2006-6,7.826,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,2.760904555033376,979.4110469419368,1285.666963263375,25.310266222102477,22.739604768808235,89.0958332591122,2.9755895334627773,8.54842985111177,0.7020053934353898,7631125.621979108,418854.9225168584,9.397859725050868,6696858.370255988
2006-7,7.907,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,2.786380966248415,979.3816631699228,1286.0328180377444,25.37788174058524,22.88818844633655,89.36012401537329,3.003785455577844,8.547572632673173,0.7022150622941313,7638576.469653796,419024.64085571823,9.400386887826468,6699122.500207961
2006-8,15.133,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,2.810577829553023,979.3608699138967,1286.229374924037,25.442248483750586,23.03128914269148,89.61420578531505,3.0286650284404733,8.546715414234578,0.7024247311528728,7646027.317328484,419194.359194578,9.402914050602066,6701386.630159933
2006-9,12.318,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,2.8334032632940795,979.34912934908,1286.2482660444664,25.50313222743316,23.168462086186672,89.8572417728391,3.0500330873646395,8.545858195795981,0.7026344000116144,7653478.165003172,419364.0775334378,9.405441213377664,6703650.760111906
2006-10,11.558,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,2.8547653858184603,979.3469036506935,1286.081123521246,25.56029874746759,23.2992625051358,90.08839518184712,3.0676944676643148,8.545000977357384,0.7028440688703559,7660929.0126778595,419533.7958722977,9.407968376153262,6705914.890063878
2006-11,9.965,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,2.874572315473043,979.3546549939588,1285.719579476589,25.61351381968853,23.42324562785251,90.30682921624074,3.08145400465347,8.544143758918787,0.7030537377290975,7668379.860352548,419703.5142111575,9.41049553892886,6708179.020015852
2006-12,9.734,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,2.892732170604705,979.3728455540974,1285.1552660327093,25.66254321993061,23.539966682650476,90.51170707992163,3.091116533646078,8.54328654048019,0.703263406587839,7675830.708027235,419873.2325500173,9.41302270170446,6710443.149967824
2007-1,6.647,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,2.9091530695603245,979.4019375063305,1284.37981531182,25.707152724028475,23.648980897843337,90.70219197679144,3.0964868899561098,8.542429322041594,0.7034730754465806,7683281.555701924,420042.9508888772,9.415549864480058,6712707.279919797
2007-2,6.138,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,2.9237431306867774,979.4423930258788,1283.384859436135,25.74710810781676,23.74984350174477,90.8774471107518,3.097369908897538,8.540115160202916,0.703654803198924,7689267.609673838,420230.2218206212,9.41630031274098,6713678.847117461
2007-3,9.225,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,2.936410472330942,979.4946742879644,1282.1620305278673,25.78217514713011,23.842109722668432,91.03663568570435,3.0935704257843355,8.53780099836424,0.7038365309512676,7695253.663645753,420417.4927523652,9.4170507610019,6714650.414315127
2007-4,7.545,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,2.947063212839696,979.5592434678084,1280.7029607092306,25.81211961780316,23.925334788927977,91.1789209055508,3.084893275930473,8.535486836525564,0.7040182587036111,7701239.717617666,420604.7636841092,9.41780120926282,6715621.981512792
2007-5,9.279,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,2.9556094705599154,979.636562740632,1278.9992821024389,25.83670729567055,23.999073928837063,91.30346597419278,3.0711432946499237,8.533172674686886,0.7041999864559546,7707225.771589581,420792.0346158533,9.418551657523745,6716593.548710456
2007-6,9.651,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,2.9619573638384784,979.7270942816564,1277.0426268297044,25.855703956566924,24.062882370709357,91.4094340955319,3.0521253172566576,8.530858512848209,0.7043817142082982,7713211.825561495,420979.3055475973,9.419302105784665,6717565.115908122
2007-7,9.541,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,2.9660150110222627,979.831300266103,1274.8246270132415,25.868875376326915,24.116315342858503,91.49598847346986,3.027644179064648,8.528544351009533,0.7045634419606417,7719197.87953341,421166.5764793413,9.420052554045585,6718536.683105786
2007-8,17.165,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,2.967690530458145,979.9496428691932,1272.3369147752635,25.875987330785165,24.158928073598183,91.5622923119083,2.997504715387868,8.526230189170857,0.7047451697129852,7725183.933505325,421353.8474110853,9.420803002306506,6719508.250303451
2007-9,15.001,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,2.9668920404930024,980.0825842661482,1269.571122237984,25.87680559577632,24.190275791242037,91.60750881474884,2.9615117615402875,8.523916027332179,0.7049268974653288,7731169.987477239,421541.1183428293,9.421553450567426,6720479.817501117
2007-10,13.456,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,2.963527659473714,980.2305866321892,1266.5188815236163,25.87109594713501,24.20991372410373,91.63080118589318,2.9194701528358795,8.521601865493501,0.7051086252176723,7737156.041449154,421728.3892745734,9.422303898828348,6721451.384698781
2007-11,10.572,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,2.9575055057471547,980.3941121425378,1263.171824754374,25.85862416069588,24.21739710049692,91.63133262924296,2.871184724588617,8.519287703654825,0.7052903529700157,7743142.095421067,421915.66020631744,9.42305434708927,6722422.951896446
2007-12,7.652,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,2.948733697660203,980.5736229724153,1259.5215840524706,25.83915601229357,24.21228114873528,91.6082663486998,2.8164603121124703,8.51697354181615,0.7054720807223593,7749128.149392982,422102.9311380615,9.42380479535019,6723394.519094111
2008-1,8.457,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,2.937120353559737,980.7695812970424,1255.5597915401192,25.81245727776272,24.19412109713244,91.56076554816536,2.755101750721412,8.514659379977472,0.7056538084747028,7755114.203364897,422290.2020698055,9.424555243611112,6724366.086291776
2008-2,8.675,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,2.922573591792633,980.982449291641,1251.2780793395336,25.778293732937964,24.162472174002087,91.48799343154133,2.6869138757294144,8.516969935364228,0.7058082417877537,7759285.182879,422447.1521628349,9.423262493426709,6724177.624646551
2008-3,6.078,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,2.905001530705769,981.2126891314324,1246.6680795729274,25.736431153653943,24.116889607657868,91.38911320272932,2.611701522450451,8.519280490750983,0.7059626751008046,7763456.162393102,422604.1022558644,9.4219697432423,6723989.163001326
2008-4,8.368,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,2.884312288646022,981.4607629916376,1241.7214243625135,25.686635315745303,24.05692862641345,91.263288065631,2.5292695261984903,8.52159104613774,0.7061171084138553,7767627.141907206,422761.0523488938,9.420676993057896,6723800.701356101
2008-5,11.648,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,2.860413983960269,981.727133047478,1236.429745830506,25.628671995046684,23.98214445858248,91.10968122414802,2.4394227222875067,8.523901601524496,0.7062715417269062,7771798.121421309,422918.0024419233,9.41938424287349,6723612.239710876
2008-6,10.911,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,2.8332147349953885,982.0122614741751,1230.784676099118,25.56230696739272,23.89209233247862,90.92745588218204,2.3419659460314715,8.526212156911253,0.7064259750399571,7775969.100935413,423074.9525349528,9.418091492689085,6723423.778065651
2008-7,12.003,0.4017041211332135,-7372.476799457021,2.8193033709764,0.9469908098354584,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,2.802622660098256,982.31661044695,1224.7778472905632,25.48730600861805,23.78632747641554,90.71577524363468,2.236704032744357,8.52852271229801,0.706580408353008,7780140.080449516,423231.9026279822,9.416798742504678,6723235.316420426
2008-8,13.273,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9812442861378704,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,2.7685458776157508,982.640642141024,1218.400891527055,25.403434894557314,23.66440511870689,90.47380251240764,2.1234418177401366,8.530833267684764,0.7067348416660588,7784311.059963618,423388.8527210117,9.415505992320274,6723046.854775201
2008-9,11.838,0.393954511741958,-7785.307445305803,2.665912474404139,1.0935181371164024,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,2.7308925058947486,982.9848187316186,1211.645440930807,25.31045940104516,23.52588048766633,90.20070089240252,2.001984136332779,8.533143823071521,0.7068892749791097,7788482.039477722,423545.8028140412,9.414213242135869,6722858.393129976
2008-10,12.887,0.4032616547632046,-7703.954458964581,2.598260780235978,0.94244302845466,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,2.689570663282129,983.3496023939548,1204.503127624032,25.20814530391621,23.37030881160752,89.89563358752102,1.8721358238362584,8.535454378458278,0.7070437082921606,7792653.018991825,423702.7529070706,9.412920491951462,6722669.931484751
2008-11,7.645,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.062701899829496,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,2.644488468124767,983.7354553032542,1196.9655837289445,25.09625837900513,23.197245318844125,89.55776380166476,1.7337017155645464,8.537764933845033,0.7071981416052113,7796823.998505928,423859.7030001001,9.411627741767058,6722481.469839525
2008-12,7.362,0.4155686208661097,-7673.72643892393,2.504755709594416,1.101310555483456,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,2.5955540387695404,984.142839634738,1189.0244413677572,24.97456440214653,23.0062452376898,89.18625473873541,1.586486646831615,8.54007548923179,0.7073525749182622,7800994.978020031,424016.6530931295,9.410334991582651,6722293.0081943
