,Distrito Federal - value,Distrito Federal - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Distrito Federal - IDH,Distrito Federal - Consumo de Cimento (t),Distrito Federal - PIB - Estadual,Distrito Federal - PIB - Construção Civil,Distrito Federal - PIB - Per Capita,Distrito Federal - PIB - Preços de Mercado,Distrito Federal - Produção de Cimento (t)
2006-3,0.2104558806229216,8.10181613715486,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,2.5442048992091246,887.0323064345513,1710.70608962772,20.699848193899136,15.3255461008982,73.5270601765743,2.2509523618437166,0.8300448324890655,62.49,123548858.94299749,3588367.4347948176,44.01399076237858,110955553.27499656,209.73380381418
2006-4,0.2117863087316681,8.099405806472431,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,2.193838620216549,887.7803918595661,1645.9647688366683,20.261467860112788,14.10515882214597,70.16614863338725,2.327614397212076,0.8301065568132944,54.739,123658461.86641309,3589723.651092204,44.01958186246237,110982059.6479963,211.07901143081023
2006-5,0.2131675112475785,8.096995475790001,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,2.151951383635813,888.3992076134226,1619.912472672875,20.192692526737137,12.941323595172571,65.78884264792252,2.4090639995754097,0.8301682811375233,68.501,123768064.78982866,3591079.867389589,44.02517296254617,111008566.02099608,212.3304350192085
2006-6,0.2147952000559748,8.09458514510757,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,1.9523034193313649,888.5989633887372,1607.801277357509,20.35717659704505,12.336801565070388,63.0344782932666,2.5280499138034336,0.8302300054617522,60.01,123877667.71324424,3592436.083686975,44.03076406262997,111035072.39399584,212.5982998057772
2006-7,0.2169280945748561,8.092174814425142,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,2.19484810587944,888.2466712946347,1555.512440964099,20.653296796470404,12.736313674391456,63.788296600771545,2.476064937867316,0.8302917297859811,62.021,123987270.63665982,3593792.299984361,44.03635516271376,111061578.76699562,213.53474103599788
2006-8,0.2194691354755467,8.089764483742712,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,2.461976445101122,887.5974137868949,1512.7019814601704,21.00684532347694,13.543103397267284,65.75565030425346,2.460252508703369,0.83035345411021,71.527,124096873.5600754,3595148.516281747,44.04194626279756,111088085.1399954,214.8377399182829
2006-9,0.2227010041789658,8.087354153060282,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,1.9963956097260345,887.0991256519225,1434.9431803301306,21.098690500276945,14.590784690039644,69.57041698941288,2.390462618302293,0.8304151784344389,68.051,124206476.48349096,3596504.7325791325,44.04753736288136,111114591.51299515,215.4153584438056
2006-10,0.2260386906349541,8.084943822377852,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,2.1271269127887997,886.6124239219832,1364.285632026173,21.16141157247444,15.702008789817638,73.71172940427452,2.269580651868694,0.8304769027586678,60.18,124316079.40690656,3597860.9488765183,44.05312846296516,111141097.88599494,216.0687120412778
2006-11,0.2293687547322598,8.082533491695422,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,2.0642180116354827,886.3619076059648,1356.3079712405647,21.26920176485509,16.17621921227593,75.18597199920112,2.31281749459744,0.8305386270828967,61.378,124425682.33032216,3599217.165173904,44.05871956304895,111167604.2589947,215.54492378670196
2006-12,0.2328834345280817,8.080123161012994,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,2.081227577829734,886.4573527675215,1413.7273312671243,21.49469776953737,16.39059258011383,75.02670919986186,2.373446657968892,0.8306003514071256,50.865,124535285.25373772,3600573.38147129,44.06431066313274,111194110.63199449,215.61556885910605
2007-1,0.2359543942205262,8.077712830330563,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,2.14464513171468,886.5387376831652,1449.6848828786533,21.601684663097878,16.41693610358065,74.58018105173858,2.3881087404404653,0.8306620757313545,56.123,124644888.1771533,3601929.5977686755,44.06990176321654,111220617.00499424,216.18146561666123
2007-2,0.2387769414546037,8.074796032375788,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,2.215649263470365,886.7799967919055,1493.186118446249,21.633129205998,15.72399369218274,71.65585847603069,2.478620433585127,0.8307139354966833,46.807,124739447.06174812,3603331.564707881,44.07337346857579,111238238.918391,216.1399004588147
2007-3,0.2415806973972063,8.071879234421013,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,2.2573171542326222,887.4090570100785,1535.9029139848235,21.533513823440185,14.676402518110468,67.66163307476144,2.50097365956296,0.8307657952620119,63.343,124834005.94634296,3604733.531647086,44.07684517393504,111255860.83178772,217.64452808269004
2007-4,0.2443039226743305,8.068962436466238,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,2.226855643216867,887.8558346514884,1506.8848053554816,21.25387272207761,13.656018991587716,64.75905691556889,2.468615765781468,0.8308176550273406,59.052,124928564.8309378,3606135.498586291,44.08031687929429,111273482.74518444,217.1397575951007
2007-5,0.2470835690762341,8.066045638511463,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,2.3416221818966303,888.3437740673419,1551.4427331747331,20.999421797067537,11.997424073899015,59.64732182391946,2.654575294747233,0.8308695147926694,66.618,125023123.71553265,3607537.465525497,44.08378858465353,111291104.6585812,217.11238495531083
2007-6,0.2499408833015114,8.063128840556688,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,2.292519947464825,888.7114155726398,1612.578723229835,21.17015048775284,10.838514486852851,55.15642616291638,2.822309629751957,0.830921374557998,66.917,125117682.60012746,3608939.432464703,44.08726029001278,111308726.57197794,216.53667041601304
2007-7,0.252872834257099,8.060212042601915,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,2.285486163430676,888.3479893893089,1635.7432443412652,21.6552758099972,10.450159962674215,52.47119691130104,2.8880477176591417,0.8309732343233267,72.223,125212241.48472229,3610341.399403908,44.090731995372025,111326348.48537467,216.7522824074325
2007-8,0.2556557767130729,8.05729524464714,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,2.2792308700340413,887.748219764041,1616.5453492576066,21.99193170427757,10.839514970832502,53.04290047443942,2.903488201311917,0.8310250940886554,75.666,125306800.36931711,3611743.366343113,44.09420370073127,111343970.3987714,217.23546945707844
2007-9,0.2585105858358496,8.054378446692365,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,2.2800026775107654,887.0468291339229,1578.1647770801394,22.28278757427839,12.001595544434368,56.35622814647991,2.7698555596998062,0.8310769538539841,75.781,125401359.25391196,3613145.3332823184,44.09767540609052,111361592.31216817,217.8374129820372
2007-10,0.2608662489928008,8.05146164873759,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,2.234748663101604,886.2839107435481,1497.6122253777498,22.15271243200529,13.397067057524607,61.76845664285177,2.5850483730410505,0.8311288136193128,93.232,125495918.1385068,3614547.300221524,44.10114711144976,111379214.2255649,218.24827709779456
2007-11,0.2624046719151611,8.048544850782815,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,2.491094297665059,885.9697755876807,1451.4666899719907,21.832414697461925,14.575926289200623,67.22545698693737,2.4339905584091848,0.8311806733846415,74.086,125590477.02310164,3615949.2671607295,44.104618816809015,111396836.13896164,218.3969366425405
2007-12,0.2641735293628557,8.04562805282804,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,2.2221680605035283,885.899940884555,1447.9390389913108,21.5782210236772,15.24588021025782,70.6864251215953,2.350673946852676,0.8312325331499701,58.494,125685035.90769646,3617351.234099935,44.10809052216826,111414458.05235836,218.43235056707329
2008-1,0.266045474141541,8.042711254873264,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,2.5348029811384487,885.7864478883575,1426.434737211757,21.45982096345307,15.782162428263325,73.064663706366,2.2284406288883387,0.8312843929152989,69.812,125779594.79229128,3618753.20103914,44.11156222752751,111432079.9657551,218.86102793831256
2008-2,0.268282570955498,8.045059029448021,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,2.33636918241644,886.1220637938371,1436.93701111019,21.17206918683962,15.579245945127688,73.07078468471751,2.1614540387098407,0.8313265410417859,57.359,125848315.46007776,3619652.48694204,44.11406052920915,111435468.08532284,218.5092809472285
2008-3,0.2706519615322673,8.047406804022778,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,2.3075672860203182,886.6451130394896,1439.9699054061573,20.832446757571734,14.80886700708552,71.0249885868087,2.177205526590777,0.8313686891682731,61.187,125917036.12786424,3620551.77284494,44.11655883089079,111438856.20489056,219.1800069248824
2008-4,0.2729008611426621,8.049754578597533,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,2.38063677880393,887.3857827943419,1465.8336082887697,20.438445979157283,13.391530635510984,66.76834327538758,2.2414700226209514,0.8314108372947602,72.894,125985756.79565072,3621451.05874784,44.11905713257242,111442244.3244583,220.24003147816205
2008-5,0.2748746275183967,8.05210235317229,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,1.806143311810172,887.9921272330361,1509.6835567949963,20.3021128400797,11.707824788005654,61.03261700798206,2.350180442923768,0.8314529854212472,74.52,126054477.4634372,3622350.34465074,44.12155543425406,111445632.44402602,221.0147869893325
2008-6,0.2768604870341277,8.054450127747046,0.416568100772241,-7526.222983080984,2.8968331481222203,0.831892211523938,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,2.063169416814617,888.2004654688459,4187.4954950682895,20.637846162790392,10.625480828539684,56.487510744894905,2.417581065952792,0.8314951335477344,75.426,126123198.13122368,3623249.63055364,44.1240537359357,111449020.56359376,222.3143247846411
