DateTime,Contratação Comercial (Bi R$),Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Comercial (Bi R$),Contratação Jurídico FGTS (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamentos Reformas e Ampliações (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Comercial (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - Livre (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Ativos Problemáticos P.Jurídica - Comercial (R$),Ativos Problemáticos P.Jurídica - Home equity (R$),Ativos Problemáticos P.Jurídica - Livre (R$),Ativos Problemáticos P.Jurídica - SFH (R$),Carteira de Crédito - Comercial (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica - Home equity (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Inadimplência P.Jurídica - SFH (%),Inadimplência P.Jurídica - FGTS (%),Inadimplência P.Jurídica - Livre (%),Inadimplência P.Jurídica - Comercial (%),Poupança e Empréstimo - SBPE (R$),Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$),Imóvel Área - Privativa (m²),Imóvel Área - Total (m²),Número de Apartamentos,Número de Casas,Valor Imóveis - Avaliação (R$),Valor Imóveis - Compra (R$),Quantidade de imóves - Condomínio,Quantidade de imóves – Isolado
2016-06-30,38167368.44,291124611.22,656805787.2,3847359993.22,2788903844.96,32741235.49,388791388.91,270056053.06,118096077.89,390097804914.6,28883853555.62,,385938347364.36,41095342.61,1450962497.45,2404285053.65,10931666984.09,11773744232.91,31973220.53,1318389934.32,371353794.46,987093200.36,1940209348.19,11600732729.1,64575872680.58,202637633154.19,243964963916.05,1208406628.81,16233866477.01,20502223608.74,26394110113.91,1.4,1.57,1.68,1.48,5.58,1.11,2.51,1.45,0.96,493255740500,1120228413.71,,65085696286.06,189016143590.08,,,,,,,,
2016-07-31,30796002.04,198347368.63,565171281.29,3600677278.25,2468673782.79,29589794.8,169647280.11,2542030.01,86644176.17,393501215140.16,29165904670.48,,387192224176.88,41083705.1,1439700346.45,2467180849.15,11238976430.14,12260033409.47,28003558.73,1254225974.17,832413910.12,1059222619.68,1949599835.06,11598235356.54,64380302789.45,205667161316.43,245234340882.86,1241240815.2,16948419335.32,19507876505.6,26333335664.66,1.49,1.68,1.71,1.5,5.74,1.21,2.15,1.62,0.95,495578805090,1091774464,,65357000379.2,189860032452.96,,,,,,,,
2016-08-31,35109320.71,257681104.09,681822886.7,3955215236.16,2720126668.17,9559992.96,160815013.28,60265623.87,73417672.68,397580771275.86,29474160694.95,,390327657712.81,46960807.02,1449162705.4,2550684984.82,11553059108.85,12672688357.37,38504203.95,1243342224.58,596730925.06,1156050596.08,1952144667.64,11615697750.26,64399660013.95,208940261696.91,246022066834.4,1359228596.19,16963455389.19,19355464613.56,26067669116.71,1.5,1.66,1.72,1.46,5.85,1.13,2.76,1.82,0.97,495380394060,1093967123.58,,65679075751.46,189942987952.26,,,,,,,,
2016-09-30,41342878.79,267372298.26,545100876.85,2820044365.13,2070816553.14,11838231.65,316690788.58,115102746.54,80394783.36,400734246531.4,29714517806.16,,394125119400.31,51210953.6,1471176992.03,2599515094.55,11892047955.51,13186636097.29,57283386.67,1271253125.33,613310955.97,1249000363.87,1968638952.97,11665720185.01,64406958138.23,211534018132.17,246761597424.07,1571268614.47,16998803146.76,19255618097.36,26183960943.07,1.56,1.85,1.74,1.66,5.9,1.16,3.58,1.7,1.14,496722391880,1085774889.33,,65419270993.74,189922282062.43,,,,,,,,
2016-10-31,32750745,232890029.11,654131526.57,3164196501.86,2200969995.38,8734048.65,135782837.03,11928151.95,33032582.45,398324890644.14,29970018681.17,,392994780799.69,50514395.59,1499424788.51,2672031420.22,12315386828.01,13659058671.43,48009921.48,1364602316.62,674677136.23,1245218999.06,1997712198.58,11657170792.71,64332167620.45,214060101002.59,247085433729.62,1609295268.61,17446986183.43,18739252499.93,26009810633.86,1.64,1.91,1.8,1.62,6.08,1.46,2.92,2.59,1.92,498088113070,1096121323.22,,65694745671.88,188528575212.57,,,,,,,,
2016-11-30,35669546.2,189614885.05,635647504.18,4126689841.28,2282710876.27,36572547.12,191755275.88,53549735.17,541144408.65,400637929239.68,30021021068.39,,397170882976.52,49200698.92,1536511560.22,2678969091.14,12519425835.56,13971314655.15,77146258.95,1372576343.85,842377308.89,1222099711,2000839626,11775169163.92,64258494990.32,217428755060.11,247452271351.05,1733063906,17495112218.51,18798375564.63,25555305543.1,1.61,1.82,1.73,1.71,6.12,1.51,4.39,2.81,2.29,503809883530,1131405708.19,,65819531949.36,184761166631.08,,,,,,,,
2016-12-31,30832608.66,260450590.96,566194507.59,6554290829.92,3119110513.86,32211728.01,163025620.4,138265095.08,296969849.69,405454171591.73,30484795158.57,,404316689360.89,45318029.2,1457278480.31,2605935712.26,12164518622.58,13469616488.55,77778366.93,1607519522.53,1356225705.45,1199811557.86,1998444095.68,11760793987.28,64121077291.43,222767246722.65,248682817489.85,1922102634.07,17481428279.58,18652177088.91,24876473891.05,1.38,1.44,1.53,1.57,5.27,1.87,1.96,2.88,1.91,515955430200,1137673416.32,,73661353884.45,183433778001.01,,,,,,,,
2017-01-31,31020879.02,151841795.66,439484083.64,3305571908.24,2106174625.6,37624782.07,156819047.47,432324160.62,408367488.79,405417282392.12,30611386705.88,,405186085056.87,51242848.31,1465043272.61,2647761544.63,12318677334.07,13717470369.64,66652918.1,1612759219.15,1523208024.65,1212974340.25,1988991958.82,11646996356.7,63949657748.88,225260047152.2,248729040599.29,1941798387.98,17515131577.7,18683842997.02,24158436116.37,1.48,1.59,1.62,1.78,5.61,1.24,1.47,2.71,2.33,510620427260,1125229248.2,,72987892050.85,181761907652.33,,,,,,,,
2017-02-28,28347539.91,116333838,371668231,3636616608.21,2122233554.42,3531908,239747141.04,112077614.16,288062463.22,411385132001.63,30927448569.27,,411942918337.68,48561245.85,1504662699.95,2724873373.48,12591280411.89,14033555127.35,65762146.83,1676050937.61,1673056341.77,1410775541.41,1836216089.86,11604625252.76,63981707829.68,228295629499.28,249369196813.54,1975999023.78,17567510829.3,18602658327.23,23815993547.89,1.73,1.85,1.91,1.99,6.31,1.54,1.45,4.08,2.43,513039900320,1090765598.39,,75115591505.01,181341609284.83,,,,,,,,
2017-03-31,37496973.4,158542058.62,462647860.44,3992231684.61,2335003135.15,5468622.9,266837500.52,97806330.87,110041082.43,414215179254.36,31358982702.93,,414264585257.49,45567583.38,1472177952.83,2719808966.4,12526789851.87,14180258890.16,70756240.54,1759769794.87,1658088080,1404526966.86,1833006109.77,11510112704.27,63429610655.69,231283962088.17,248973432725.23,2190099577.35,17527930561.04,18164612425.57,23433088220.97,1.62,1.83,1.79,1.83,6.04,1.76,1.53,2.74,2.03,512404875100,1107866551.78,,72668029252.37,181524024934.33,,,,,,,,
2017-04-30,35057989.72,126175060.26,337580787.47,3996028231.21,2136384036.15,224343454.21,35728977.11,121245773.33,137892212.89,417546235272.84,31580483102.18,,418151574058.44,48917854.01,1479987780.87,2722933269.11,12628106926.38,14543546674.61,65207416.21,1831723046,1679519364.53,1626233846.57,1837832134.87,11421010092.14,63109368596.08,234404435082.78,249230794383.64,2200700104.91,17397601671.85,18009596570.78,23108445098.85,1.78,2.05,1.92,1.9,6.59,2.18,1.32,4.23,1.49,514843384170,1117900278.67,,94056286018.22,181941053549.85,,,,,,,,
2017-05-31,33965767.24,164169721.66,356507361.64,4499451797.77,2685625728.59,5522007.21,78602740.78,17911740.07,177311694.51,421259167238.41,31846537208.66,,421847295328.54,49127056.16,1463797175.04,2721799456.3,12652518398.19,14608385734.23,52177801.87,1906798928,1784037058.56,1706172564.11,1831988561.14,11285642874.62,62499215260.74,237627153966.36,249245277425.1,2293328723.42,19111961390.78,16018512001.63,22644709304.8,1.75,2.07,1.86,1.91,6.58,2.07,0.73,5.39,2.35,517582001880,1111917808.49,,73050393290.39,181746971498.92,,,,,,,,
2017-06-30,29146161.82,234101279.45,346523222.77,5113630074.75,2670201841.43,12507518.22,305153811.2,198205646.3,277635340.21,444217884802.24,32105261807.64,,445130989937.92,45617603.86,1432346251.7,2624049674.76,12215314754.98,14174599025.08,49912625.43,1877638756.52,1916979414.11,1745364821.78,1822193579.29,12255453015.71,61969242494.15,241587336222.25,249414102719.06,2478394794.72,18904654065.35,15711355180.82,22210343994.07,1.4,1.6,1.52,1.71,5.48,1.72,0.57,3.92,2.5,525374293470,1108187698.3,,71927553235.58,180456502441.76,,,,,,,,
2017-07-31,39920175.2,224115900.13,359239534.68,5127820433.54,2805482119.02,78600893.24,198737406.64,29545449.27,278952954.33,449184367686.49,32407732359.04,,448617292182.24,45967979.56,1493197252.06,2697769251.25,12076987114.77,13985210601.6,58449001.08,1900468575.96,2130031497.76,1845994583.19,1832043227.47,12182216323.26,61586373641.79,245330136597.49,249955054205.45,2491730568.22,18894001042.78,15595991320.55,21672939597.06,1.6,1.84,1.7,1.74,6.18,2.47,0.94,5.41,3.15,529217404660,1067192948.19,,71929891805.85,178636465180.09,,,,,,,,
2017-08-31,42463673.92,219081298.55,401799042.06,4841062731.77,3114231274.4,3164000,129244058.22,86324074.48,325783777.06,452480461322.38,32720606945.84,,451529099514.06,42302877.54,1450083262.68,2629429515.36,11870417741.47,14053698886.38,65204405.6,1587156275.29,2096208014.66,2512226301.34,1836142493.82,12091078393.69,61104357546.16,248695691774.81,250318674084.68,2494804480.71,18189330586.89,15492328344,20912191808.26,1.52,1.81,1.62,1.57,5.86,3.1,1.32,7.67,4.26,533693395300,1063192103.05,,73361679543.77,177429318154.56,,,,,,,,
2017-09-30,30655389.7,195768522.13,390237050.26,3273593280.03,2498580290.43,46236599.51,242479930.51,39684000,281527741.1,455022280904.49,32907499780.29,,454876928759.89,40551979.54,1426840385.02,2593763313.14,11663964859.87,14244753338.46,70029618.32,1751505776.27,2341957353.11,4860961905.46,1837420818.36,12022006216.58,60752641557.94,251036549541.88,250452025659.19,2543747502.18,17957573261.46,15037729264.8,20483188340.06,1.5,1.8,1.64,1.44,5.85,2.23,0.64,5.62,4.1,539463602830,1074444599.97,,72458697221.64,179241709448.44,,,,,,,,
2017-10-31,26206860.13,198325102.2,445434234.58,3110318516.61,2791967999.06,4517979.6,115984482.57,31949419.39,153170761.92,456835025568.81,33110512901.38,,458185480438.34,43020181.45,1408277939.87,2556234636.46,11338461377.94,14130245921.38,69995800.16,1713742943.57,2431340374.55,4992126518.16,1827631617.35,11970786672.91,60757928311.97,252988181839.52,250433147793.46,2631662470.79,17528732719.63,14758515491.88,19970221711.85,1.5,1.86,1.64,1.53,6.06,2.81,0.54,5.77,4.3,540287704600,1084872312.37,,73055555252.31,194427321144.48,,,,,,,,
2017-11-30,28266805.01,259194141.33,421242508.23,4253510971.36,2026394089.5,14532682.49,102952888.4,10987312.43,252748799.63,459438267203.26,33425281695.39,,464159237853.53,46281193.74,1370351361.61,2385528207.53,10909355859.94,13793338888.4,108440232.86,1831081109.61,2446309328.17,5058410702.05,1820482649.09,11964735299.83,60343424535.05,255900267478.93,250109587242.12,2703167965.22,17340930816.3,14450562627.13,19433267245.86,1.49,1.86,1.58,1.69,5.99,2.82,0.47,5.64,5.55,546487327030,1071737058.11,,72912863746.25,192176159732.68,,,,,,,,
2017-12-31,21216506.25,228637640.54,470053575.97,3828260875.43,2307497739.4,221595051.92,313072954.46,159673127.61,142077530.69,461711013882.84,33649850429.21,,469590089005.9,49339237.82,1294158450.35,2295849738.63,10370716225.04,13056194771.15,108408003.17,2187927208.68,3123971384.18,5058129674.9,1804702472.34,11932182083.57,60003994646.69,258460346132.54,250057201045.67,2862748952.41,17189762510.38,14262590942.28,18976022672.76,1.23,1.47,1.36,1.92,5.36,4.13,0.13,3.55,3.26,563741675710,1090943494.13,,73791526975.07,183470359835.98,,,,,,,,
2018-01-31,26261813.73,199423479.27,484162828.3,3578944785.13,2536368355.92,31985932.98,74186680.46,67866288.81,417633717.86,461419196049.7,33706120907.02,,472108855732.76,46378939.27,1332604637.05,2422575447.04,10888552011.73,13974117267.39,108704005.32,2252178185.68,3760370640.85,5065992821.46,1788955121.17,11842655544.6,59561899946.19,260372798505.41,249629728943.16,2842548292.67,17028592676.87,14044122782.29,18308327289.06,1.6,1.95,1.72,1.75,6.12,4,0.24,4.37,5.36,561067029300,1038499562.68,,73005337876.62,183879293504.39,59.96,74.37,16216.0,34458.0,163009.55,160000,19784.0,30890.0
2018-02-28,22424062.45,161998348.02,558996183.85,3342095401.47,2405553310.16,81100017.9,99683917.74,125208139.14,85770017.76,464959458776.18,34107444831.37,,479118621181.16,45420346.8,1317193686.43,2358941977.34,10836058994.5,14395572000.53,104657059.05,2437213781.4,3881180124.94,5228153455.95,1778578763.62,11738406266.21,59276892080.1,262402016344.36,249586790183.83,2820493201.38,16958186859.87,13942607427.64,17740474630.14,1.69,2.17,1.74,1.76,6.46,4.6,0.47,5.46,4.01,562726350860,1076466427.48,,72158352934.76,179773380783.46,58.69,79.19,14144.0,32701.0,165000,160000,19672.0,27173.0
2018-03-31,25174894.92,186467547.98,624005382.21,3831544590.55,2607276263.43,3231136.03,250423946.58,80922485.39,382534435.19,467747315761.17,34384383646.03,,483469742116.71,43392249.9,1289146919.44,2298662054.78,10616637888.97,14386406497.89,106907582.5,2534076557.08,3835046697.62,5411969627.22,1765039140.47,11677433013.95,58983584555.08,264999826977.36,249772246550.47,2840449879.67,16709552285.78,14007387437.08,16817409791.2,1.54,2.05,1.6,1.61,6.11,3.35,0.5,6.78,4.14,567815814110,1094610735.6,,72721120355.65,176991891647.01,58.02,78.56,16755.0,41678.0,162000,159000,25616.0,32817.0
2018-04-30,30177959.26,202534194.62,703233534.34,4027446406.15,2742686004.14,5358210.71,188964192.1,95356694.21,425145080.2,469914021387.53,34650951289.43,,488687253916.92,37761817.44,1264994697.42,2285604676.3,10444209942.03,14453614865.12,90214574.81,2618469631.58,3764796526.64,5577958764.92,1756338837.52,11596036504.95,58729314864.3,267646176594.15,249728546596.15,2794951935.4,16405181210.78,13782984245.85,16126143055.84,1.53,2.1,1.64,1.4,6.06,4.55,0.58,25.86,4.05,570031124750,1089864779.02,,72990681444.77,171854764470.15,57.61,79.2,16926.0,44151.0,166000,160000,27608.0,33469.0
2018-05-31,37993028.73,220256789.7,734984063.66,4731663480.44,2967435246.44,2369370.93,494952917.17,52473154.13,311660176.02,472635324102.04,34908926087.01,,493095182783.84,40469581.82,1207714465.69,2244937172.01,10330220024.67,14556397082.1,96008964.26,2596658974.3,3932897237.46,5789069505.37,1757011383.79,11489746227.22,58526090041.32,270652037970.91,249751164072.46,2648937905.42,16316117047.5,13530226238.94,15503850115.24,1.49,2.07,1.62,1.4,5.78,5.17,0.85,28.57,3.05,573448941120,1048078594.43,,72210433647,170890720597.51,58.5,79.07,18708.0,46358.0,165000,160000,29200.0,35866.0
2018-06-30,40282330.23,209260221.98,752510641.67,4465576590.66,3152297644.42,252373446.23,410861866.82,41583863.91,378768353.49,475565254550.04,35185479475.05,,497769635326.49,41090101.66,1136574492.57,2103447854.33,9748280781.22,13953864609.91,100452783.86,2605919998.55,3749308303.12,5669914949.93,1763007471.44,11387571443.14,58351851437.09,273578717075.42,250161047921.39,2675002760.49,16116636113.39,13322553479.4,15060038426.46,1.35,1.93,1.43,1.51,5.4,4.78,0.93,9.67,2.09,579528234750,1065120774.23,,70579970069.33,167794676446.8,58.59,79.3,19060.0,45599.0,166000,160000,29150.0,35509.0
2018-07-31,30620690.56,215411002.34,777945584.62,4306025733.29,3236218530.49,4130951.19,524848222.87,84022533.73,420945839.84,478135598327.23,35455186307.18,,502867412924.35,46013860.05,1107385869.99,2089336338.46,9736717987.01,14153357894.71,107417250.22,2542087910.57,3994180103.52,5787987253.86,1751346895.37,11324031360.57,58157776173.09,276245988587.89,250398486460.77,2623688780.85,16032399262.12,12933984952.04,14486673466.7,1.35,1.94,1.45,1.71,5.22,5.86,0.8,12.93,5.74,583797200410,1042664978.98,,72820739447.36,165821366895.23,58.45,79.47,18219.0,45051.0,170000,163641.38,29386.0,33884.0
2018-08-31,38668030.74,223807946.21,830310912.93,4860766905.98,3484559397.58,15323103.31,574956555.92,73305627.25,527880580.37,480635841049.17,35765171399.02,,505930547325.51,40910101.73,1057139665.68,1996127327.99,9483567830.85,14036355967.86,110730878,2574594240.82,4043583862.75,5595201556.85,1802473942.88,11296861853.73,57912088504.63,279511371543.26,250784224728.85,2573240988.78,16037422198.98,12420043087.99,13862750320.43,1.2,1.77,1.3,1.29,4.77,5.38,0.74,12.67,6.07,590415660440,1060360240.37,,71630923579.86,164802652643.59,57.85,79.15,20870.0,49829.0,166945.59,160590,32407.0,38292.0
2018-09-30,27509063.74,190088115,758752634.73,3467912481.54,3094119185.66,166979221.59,467515513.22,169315082.74,653558550.36,482684850342.83,35999621032.62,,508446154137.74,40085914.69,1030734497.4,2003433491.49,9512318479.43,14169702946.79,110990190.79,2501401541.93,3860364044.1,5553836389.43,1777626105.97,11255763940.11,57916541007.36,282034996134.18,251404208816.98,2592496674.39,15933174776.86,12212434965.25,13434769500.95,1.14,1.74,1.24,1.33,4.48,5.15,0.73,11.3,4.99,599363904800,1077496862.77,,70711987571.57,162900588956.75,59.14,80.5,15471.0,38703.0,168000,162000,25242.0,28932.0
2018-10-31,29930891.48,224718963,835152790,3935765625.38,3559153430.23,41685832.34,287815777.96,104408154.94,272747276.56,485512991093.85,36337262323.05,,512105505855.89,36037433.95,1003339748.95,1979772235.63,9502359494.08,14646646561.65,104098641.31,2455478919.69,3810895203.74,5576888801.96,1769358519.4,11194442789.07,57836568336.97,284456813706.61,251870577158.63,2518391673.87,15616521437.67,12239064485.75,12778999579.22,1.06,1.67,1.15,1.24,4.17,5.34,0.95,11.33,4.83,599508867000,1096759203.34,,70708188028.28,159462123880.05,59.69,79.99,19235.0,41500.0,169841.79,163819.5,26063.0,34672.0
2018-11-30,25278791.68,177967818.03,533787796.48,3451166709.41,3546024455.67,21346566.2,171347426.81,132750847.66,363623487.14,488421099182.95,36624680784.33,,516834463737.72,39697836.19,977216840.34,1995764648.64,9576608473.9,14921321999.75,118451528.78,2478455967.41,3764689251.37,5407702210.31,1993388931.43,11150840555.54,57316908425.94,286715073214.35,252760005811.25,2598572233.41,15351381979.14,11984339722.05,12335162615.98,1.08,1.72,1.14,1.19,4.15,5.55,0.84,9.89,3.98,603724290610,1105637170.05,177201801.32,82467062240.81,158429594335.03,59.73,83.97,16549.0,38712.0,177000,170000,26153.0,29108.0
2018-12-31,27339922.05,180075650.21,447996314.07,3789539404.36,3780351620.26,41529466.99,236327145.46,310544963.33,925748462.2,491697853939.12,36878798430.47,,521574346031.39,38182811.58,949996805.59,1966870410.6,9318239751.8,14428114650.27,112000790.74,2629889194.78,3493972200.33,5371946935.33,2135271787.69,11094789262.59,56779354181.11,289055624743.6,253731149855.47,2628991411.33,14853688079.28,11853253210.91,12025380669.65,0.99,1.47,1.1,1.01,3.9,4.77,0.84,9.82,2.33,618146063840,1101828106.95,2019087368.02,78288083589.17,156374493191.32,57.85,81.77,15332.0,41258.0,174500,168000,27861.0,28729.0
2019-01-31,29887467.62,176908559.19,441868500.18,1256078233.88,3669889281.72,976816.41,208126961.4,105592246.18,428831770.04,545742755540.45,43931441106.05,645239689.9,451559989400.28,32315683.95,991154117.77,2015549124.3,9626481832.8,15307844503.53,119815295.41,2667922783.1,3061395809.21,4911797531.35,2113134543.98,10989962883.99,56279359195.88,289185256716.85,253965794350.58,2431373177.97,14553108809.69,11105286261.26,11614320206.09,1.11,1.72,1.25,0.9,4.54,6.05,1.75,8.43,1.44,611001780830,967029192.85,2865150464.07,73163969417.75,155563669684.78,73.63,102.45,7291.0,19272.0,270000,257000,12122.0,14441.0
