,Minas Gerais - IDH,Minas Gerais - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Minas Gerais - value,Minas Gerais - Produção de Cimento (t),Minas Gerais - Desemprego,Minas Gerais - PIB - Estadual,Minas Gerais - PIB - Construção Civil,Minas Gerais - PIB - Per Capita,Minas Gerais - PIB - Preços de Mercado
2004-12,0.7603576327656917,260.237,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,0.3319912816433269,743.514480405133,8.149250935882495,301845603.2191391,17680431.43291491,14.22388106049922,278889059.07842743
2005-1,0.7605183018530457,268.591,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,0.3317641744535302,745.9272355071738,8.14731301423134,302172610.0397263,17698961.579328246,14.228357413795148,278992764.00268024
2005-2,0.7606689773684304,246.372,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,0.3319382178924161,750.2480941909937,8.14006459293782,302481092.913293,17717216.656849656,14.233077391390532,279095133.30425435
2005-3,0.7608196528838151,292.439,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,0.3321110305454345,757.692844810276,8.1328161716443,302789575.7868597,17735471.734371066,14.237797368985916,279197502.6058284
2005-4,0.7609703283991999,310.034,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,0.3322305818950101,763.3416054573141,8.12556775035078,303098058.66042644,17753726.811892472,14.242517346581302,279299871.9074025
2005-5,0.7611210039145846,322.741,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,0.3328938390278727,769.810017196274,8.118319329057261,303406541.5339932,17771981.889413882,14.247237324176686,279402241.2089766
2005-6,0.7612716794299693,360.513,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,0.3336711514194942,774.111452820125,8.111070907763741,303715024.4075599,17790236.966935292,14.25195730177207,279504610.5105507
2005-7,0.761422354945354,359.804,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,0.3347794261282204,782.0928449533063,8.103822486470222,304023507.2811266,17808492.044456698,14.256677279367452,279606979.8121248
2005-8,0.7615730304607389,406.893,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.3352478847038303,787.1363530549725,8.096574065176702,304331990.1546933,17826747.121978108,14.261397256962836,279709349.1136989
2005-9,0.7617237059761236,397.527,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.3363273063618798,792.5835048168765,8.089325643883182,304640473.02826,17845002.199499518,14.26611723455822,279811718.4152729
2005-10,0.7618743814915083,406.354,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.3396739001486373,798.9333479876508,8.082077222589662,304948955.90182674,17863257.277020928,14.270837212153603,279914087.71684706
2005-11,0.762025057006893,375.773,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.3426838654466744,803.5567948005657,8.074828801296142,305257438.7753934,17881512.354542337,14.27555718974899,280016457.0184212
2005-12,0.7621757325222778,357.53,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.3443275710623539,807.4226052510619,8.067580380002623,305565921.6489602,17899767.432063743,14.280277167344376,280118826.3199952
2006-1,0.7623264080376625,425.4,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.345598811960872,811.1297542368291,8.060331958709103,305874404.52252686,17918022.509585153,14.28499714493976,280221195.62156934
2006-2,0.7624675238204482,375.813,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.3464873683423256,814.8869316354331,8.057836787661978,306141880.6337145,17937050.857975777,14.288432122442916,280292402.0579944
2006-3,0.7626086396032341,441.698,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.3474336961926454,821.5293537929776,8.055341616614854,306409356.7449022,17956079.206366405,14.291867099946073,280363608.4944195
2006-4,0.7627497553860199,389.598,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.348286687677495,827.0786950840354,8.052846445567727,306676832.85608983,17975107.55475703,14.29530207744923,280434814.9308446
2006-5,0.7628908711688056,465.695,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.3494673772179274,835.8815402789926,8.050351274520603,306944308.9672775,17994135.903147656,14.298737054952388,280506021.3672697
2006-6,0.7630319869515914,418.447,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.350928770639729,843.5085052614027,8.047856103473478,307211785.0784652,18013164.25153828,14.302172032455545,280577227.8036948
2006-7,0.7631731027343771,440.917,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.352546810996498,853.5468218129387,8.045360932426354,307479261.1896528,18032192.599928908,14.305607009958702,280648434.2401199
2006-8,0.763314218517163,479.363,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.3543866808171712,862.2143954179709,8.042865761379229,307746737.3008405,18051220.94831953,14.30904198746186,280719640.67654496
2006-9,0.7634553342999487,437.792,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.3567332665986119,869.440752992679,8.040370590332104,308014213.41202813,18070249.29671016,14.312476964965017,280790847.11297005
2006-10,0.7635964500827345,445.573,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.3593151824036895,878.3510784090478,8.03787541928498,308281689.52321583,18089277.645100784,14.315911942468174,280862053.54939514
2006-11,0.7637375658655203,401.511,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.3626611610457457,885.9537383281462,8.035380248237853,308549165.63440347,18108305.993491407,14.319346919971332,280933259.98582023
2006-12,0.7638786816483061,354.139,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.3660629805024774,891.3740152755547,8.032885077190729,308816641.7455912,18127334.341882035,14.322781897474488,281004466.4222453
2007-1,0.7640197974310918,389.55,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.3686828110914396,897.4548833341347,8.030389906143604,309084117.8567788,18146362.69027266,14.326216874977646,281075672.8586704
2007-2,0.764151787320649,355.526,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.3712219669411929,903.4680598203994,8.027993537483784,309306805.1128719,18160090.20487853,14.328266178646896,281116024.21274817
2007-3,0.7642837772102062,460.107,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.3730808189625965,911.7380387107952,8.025597168823966,309529492.36896497,18173817.719484407,14.330315482316143,281156375.566826
2007-4,0.7644157670997633,424.702,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.3747189779098855,918.3485732801936,8.023200800164147,309752179.62505805,18187545.23409028,14.332364785985394,281196726.9209038
2007-5,0.7645477569893205,466.812,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.3767064961959033,927.7258175214768,8.020804431504327,309974866.88115114,18201272.748696152,14.334414089654643,281237078.2749816
2007-6,0.7646797468788777,471.673,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.3791679789952509,934.889731813828,8.018408062844507,310197554.1372442,18215000.26330203,14.336463393323893,281277429.6290593
2007-7,0.764811736768435,496.171,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.381663832619246,944.3149415892096,8.016011694184689,310420241.3933373,18228727.7779079,14.338512696993142,281317780.98313713
2007-8,0.7649437266579922,531.411,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.3842165756088588,950.5876578470852,8.01361532552487,310642928.6494304,18242455.292513773,14.340562000662391,281358132.33721495
2007-9,0.7650757165475494,483.813,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.3869669570559,957.2468069244752,8.01121895686505,310865615.9055235,18256182.80711965,14.34261130433164,281398483.6912927
2007-10,0.7652077064371066,512.562,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.390051439723125,964.4787722736098,8.00882258820523,311088303.16161656,18269910.32172552,14.34466060800089,281438835.04537046
2007-11,0.7653396963266637,457.754,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.3913060833879105,969.4468013406704,8.006426219545412,311310990.41770965,18283637.836331397,14.34670991167014,281479186.3994483
2007-12,0.7654716862162209,388.355,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.3930310266112011,975.0894137190398,8.004029850885594,311533677.67380273,18297365.35093727,14.348759215339388,281519537.7535261
2008-1,0.7656036761057781,458.485,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.3950453828468918,981.0100016469576,8.001633482225774,311756364.9298958,18311092.865543146,14.350808519008638,281559889.10760385
2008-2,0.765726973941477,402.782,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.3973177618445657,985.8157822063482,8.00408715591237,311915110.2315776,18327748.66316032,14.351510304941552,281566572.8438052
2008-3,0.7658502717771759,429.874,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.4000265453854277,995.4144526261626,8.006540829598965,312073855.53325933,18344404.4607775,14.352212090874463,281573256.58000654
2008-4,0.7659735696128749,484.463,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.4029447667975253,1001.9465362758192,8.00899450328556,312232600.8349411,18361060.25839468,14.352913876807378,281579940.3162079
2008-5,0.7660968674485739,498.487,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.4061888092285463,1010.7687167083049,8.011448176972156,312391346.13662285,18377716.05601186,14.353615662740292,281586624.05240923
2008-6,0.7662201652842727,506.647,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.4093055731471304,1016.1240060231888,8.013901850658751,312550091.4383046,18394371.85362904,14.354317448673209,281593307.7886106
2008-7,0.7663434631199717,559.912,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,0.4124908140146284,1021.7776488958782,8.016355524345347,312708836.7399864,18411027.65124622,14.35501923460612,281599991.524812
2008-8,0.7664667609556707,539.832,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,0.4156713038721413,1026.6223392445097,8.018809198031944,312867582.0416681,18427683.4488634,14.355721020539033,281606675.2610133
2008-9,0.7665900587913695,576.883,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,0.4183016023018345,1031.7906238123985,8.02126287171854,313026327.3433499,18444339.246480577,14.356422806471947,281613358.9972147
2008-10,0.7667133566270685,546.723,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,0.4207927928263901,1037.9422130128007,8.023716545405135,313185072.64503163,18460995.044097755,14.357124592404862,281620042.733416
2008-11,0.7668366544627675,476.676,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,0.4234964175288942,1041.3929300455302,8.02617021909173,313343817.9467134,18477650.841714934,14.357826378337776,281626726.46961737
2008-12,0.7669599522984664,421.59,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,0.4255195860285502,1046.1175053867016,8.028623892778326,313502563.24839514,18494306.63933212,14.358528164270687,281633410.2058187
2009-1,0.7670832501341653,436.293,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,0.4275982922637763,1051.063984776725,8.031077566464921,313661308.5500769,18510962.43694929,14.359229950203602,281640093.94202006
2009-2,0.7671982897553764,396.914,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,0.4305496286142321,1057.6893541939205,8.028063289336776,314324636.73640686,18512890.642456666,14.36431580360215,281793594.1399811
2009-3,0.7673133293765875,483.839,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,0.433239989056539,1066.103176528074,8.025049012208632,314987964.9227368,18514818.847964037,14.369401657000695,281947094.3379422
2009-4,0.7674283689977985,478.991,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,0.4364452782421297,1072.8023834223045,8.022034735080485,315651293.1090668,18516747.0534714,14.374487510399245,282100594.5359032
2009-5,0.7675434086190096,515.822,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,0.4399192843713592,1082.0387468945924,8.01902045795234,316314621.29539675,18518675.258978773,14.379573363797792,282254094.73386425
2009-6,0.7676584482402207,513.686,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,0.4433481167831031,1088.161418922615,8.016006180824196,316977949.4817267,18520603.46448614,14.38465921719634,282407594.93182534
2009-7,0.7677734878614317,576.387,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,0.4464803644930593,1096.4560451901414,8.01299190369605,317641277.66805667,18522531.669993512,14.389745070594888,282561095.1297864
2009-8,0.7678885274826428,557.411,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,0.4495276406537494,1103.255435059548,8.009977626567906,318304605.8543866,18524459.87550088,14.394830923993434,282714595.3277474
2009-9,0.7680035671038539,571.514,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,0.4526421521852777,1108.8519407169454,8.006963349439761,318967934.0407166,18526388.081008248,14.39991677739198,282868095.5257085
2009-10,0.7681186067250649,542.293,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,0.4557457275960814,1116.0542699780162,8.003949072311617,319631262.22704655,18528316.28651562,14.405002630790529,283021595.7236695
2009-11,0.768233646346276,522.365,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,0.458872141634305,1120.0050148291264,8.00093479518347,320294590.4133765,18530244.492022987,14.410088484189076,283175095.92163056
2009-12,0.7683486859674871,436.839,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,0.4618612448638233,1123.6119375533806,7.997920518055325,320957918.5997065,18532172.69753036,14.415174337587624,283328596.11959165
2010-1,0.7684637255886981,503.68,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,0.4646149227873462,1127.5532747744896,7.994906240927181,321621246.78603643,18534100.903037727,14.420260190986172,283482096.3175527
2010-2,0.7685709408347917,471.305,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,0.4673000154391921,1134.0345048383167,7.994065056378176,322185769.0689357,18530957.72490617,14.421797486506776,283558993.91709006
2010-3,0.7686781560808852,578.572,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,0.470138428777858,1144.750437953255,7.993223871829171,322750291.35183513,18527814.54677461,14.42333478202738,283635891.51662743
2010-4,0.7687853713269788,533.165,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,0.4717549978266831,1150.0378662252365,7.992382687280166,323314813.63473445,18524671.368643057,14.424872077547985,283712789.11616474
2010-5,0.7688925865730724,560.354,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,0.473345002541564,1157.170505611959,7.991541502731161,323879335.91763383,18521528.190511502,14.42640937306859,283789686.7157021
2010-6,0.7689998018191658,546.486,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,0.4746134962826458,1160.2854196712174,7.9907003181821565,324443858.20053315,18518385.012379944,14.427946668589197,283866584.3152395
2010-7,0.7691070170652594,601.745,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,0.4762871273670442,1166.7696934191365,7.989859133633152,325008380.48343253,18515241.834248383,14.4294839641098,283943481.9147768
2010-8,0.769214232311353,647.7,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,0.4776564398844404,1173.7344086134883,7.989017949084148,325572902.76633185,18512098.656116832,14.431021259630404,284020379.5143142
2010-9,0.7693214475574465,628.612,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,0.4789887895989771,1177.9565120699983,7.988176764535143,326137425.0492312,18508955.477985278,14.432558555151008,284097277.11385155
2010-10,0.76942866280354,596.227,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,0.4804232219927963,1182.640571014031,7.987335579986138,326701947.3321305,18505812.29985372,14.434095850671614,284174174.7133889
