,Santa Catarina - IDH,Santa Catarina - value, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Santa Catarina - Desemprego,Santa Catarina - Consumo de Cimento (t),Santa Catarina - Produção de Cimento (t),Santa Catarina - PIB - Estadual,Santa Catarina - PIB - Construção Civil,Santa Catarina - PIB - Per Capita,Santa Catarina - PIB - Preços de Mercado
2018-6,0.8056279403386213,0.5353937061210239,0.3206049076093145,-748.3523814090865,2.2443322394271,0.4924018064984997,0.5229599052733115,199493059.0884225,7757686.180217145,0.3628244523982531,5.3863441724024135,285.97,120.79101557125274,158834487.91386554,6755426.3547727205,20.04783042126873,127901945.6558382
2018-7,0.8055303340637208,0.5349916414300981,0.3000532519420144,680.1816531338795,2.2152710819180843,0.5175037746548349,0.5428312509061592,199563455.46864787,7754832.708143167,0.3648945585252806,5.380116728480885,262.597,121.0552154984654,158768399.91376913,6756087.473075146,20.046936044866943,127891370.63940512
2018-8,0.8054327277888202,0.5351626783732225,0.2957038398442303,2763.919661232488,2.182490373260064,0.5663143037004692,0.6161288722138691,199633851.84887323,7751979.236069188,0.3657658514233124,5.373889284559356,277.811,122.26577059571848,158702311.9136727,6756748.591377572,20.046041668465165,127880795.62297206
2018-9,0.8053351215139196,0.5359107901808206,0.308341137605073,4007.361037620176,2.152733596601701,0.541645975717225,0.6740366051135752,199704248.2290986,7749125.763995211,0.3852201759804345,5.367661840637826,235.885,123.26630810331916,158636223.91357625,6757409.7096799975,20.045147292063383,127870220.60653898
2018-10,0.805237515239019,0.537265039951581,0.3141753154888939,4174.914508493512,2.10797519196202,0.4924006386818098,0.7177542561347128,199774644.60932392,7746272.291921233,0.4151525802856482,5.361434396716296,272.671,124.66761231859408,158570135.91347983,6758070.827982424,20.0442529156616,127859645.59010592
2018-11,0.8051399089641185,0.5386265406559985,0.3212989509448,5007.894545671494,2.054724183351228,0.5213270862341408,0.7723522886923776,199845040.98954928,7743418.819847254,0.4341143590809063,5.355206952794767,278.592,126.29122735872808,158504047.9133834,6758731.946284849,20.04335853925982,127849070.57367285
2018-12,0.805042302689218,0.5402005401575346,0.3517183793100564,6196.877278409354,2.0126469916832392,0.4659682830233899,0.8188839179929231,199915437.36977464,7740565.347773276,0.4462102421398145,5.348979508873239,214.658,126.53188775672945,158437959.91328698,6759393.064587276,20.042464162858035,127838495.55723976
2019-1,0.8049446964143173,0.5417882545900886,0.3530778978870197,4628.979909058911,1.984242274075146,0.4726719624590187,0.8964654073710557,199985833.75,7737711.875699298,0.4625053223582739,5.342752064951709,252.7,127.016798629472,158371871.91319054,6760054.182889701,20.04156978645625,127827920.5408067
2019-2,0.8047851865386682,0.5438031912354966,0.363540940595364,5916.697911939956,1.962208936108535,0.3842518567336596,0.9613539894886018,200071297.0347222,7733993.9752234975,0.492198592675812,5.335413441434833,246.146,127.56779539996022,158214267.52308902,6760836.653952901,20.038766221683453,127794491.01716007
2019-3,0.8046256766630191,0.545642911353388,0.3734846407574057,5520.432988796697,1.9416080807058884,0.4924000719487673,0.9922348162286888,200156760.31944445,7730276.074747696,0.518818874802468,5.328074817917957,255.873,128.53224015704154,158056663.1329875,6761619.125016101,20.03596265691065,127761061.4935135
2019-4,0.80446616678737,0.5477088631300117,0.3643719899254779,5055.185180977277,1.9170839767672327,0.5416400033512607,1.0281222722573198,200242223.6041667,7726558.174271896,0.5335376321688695,5.320736194401081,273.299,129.30528481185124,157899058.742886,6762401.596079301,20.03315909213785,127727631.96986689
2019-5,0.8043066569117209,0.5500064542690385,0.3693162019411377,5539.336630210192,1.896664638848358,0.4591651631549122,1.0918504238017774,200327686.8888889,7722840.273796095,0.5740445809008098,5.313397570884206,270.918,130.3649905933327,157741454.35278448,6763184.0671425015,20.030355527365057,127694202.4462203
2019-6,0.8041471470360717,0.5523370475769115,0.3773027071398842,6184.950447162058,1.8758899421225184,0.5069460202278294,1.0993189754324773,200413150.1736111,7719122.373320294,0.6213386407393423,5.30605894736733,256.605,131.65431979825138,157583849.96268296,6763966.538205701,20.027551962592256,127660772.92257369
2019-7,0.8039876371604227,0.5546977047066332,0.3968803885128472,6076.306190415794,1.8584015680579875,0.5416402379990359,1.129155636153343,200498613.4583333,7715404.472844493,0.6254767746825313,5.298720323850453,303.526,133.3343012868871,157426245.57258144,6764749.009268901,20.024748397819454,127627343.3989271
2019-8,0.8038281272847736,0.557085169202523,0.4112473840791077,6518.883661201889,1.8368841913676568,0.5528454811903901,1.1398350320060624,200584076.7430556,7711686.572368692,0.6280714951608086,5.291381700333578,299.284,134.61751599271864,157268641.18247992,6765531.480332102,20.021944833046657,127593913.87528048
2019-9,0.8036686174091244,0.5599167636098846,0.4335809238132643,6534.19896978769,1.8140248078306704,0.5170200097356242,1.1526577758374856,200669540.0277778,7707968.671892891,0.6350086612279392,5.284043076816702,284.55,135.66035680664848,157111036.7923784,6766313.951395301,20.019141268273856,127560484.35163388
2019-10,0.8035091075334753,0.5625814209441594,0.4614308374651361,6135.62651489552,1.8103247511179177,0.4677800246949096,1.1888992178340692,200755003.3125,7704250.77141709,0.6484238153125712,5.276704453299827,307.576,137.1309841248138,156953432.40227687,6767096.4224585015,20.01633770350106,127527054.82798728
2019-11,0.8033495976578262,0.5656839974170473,0.4809638474333891,6503.475784678591,1.810689208343592,0.4677418581264003,1.1803986463970102,200840466.59722224,7700532.870941289,0.6639459805518665,5.26936582978295,281.317,137.99656076165863,156795828.01217538,6767878.893521702,20.013534138728257,127493625.30434068
2019-12,0.8031900877821772,0.5690336830308192,0.4880707035029974,6710.139809282732,1.7951280687733866,0.3766537864405559,1.202625124119571,200925929.88194448,7696814.970465488,0.6762702364056034,5.262027206266075,226.233,139.27949037853767,156638223.62207386,6768661.364584901,20.01073057395546,127460195.78069408
2020-1,0.803030577906528,0.572844095883423,0.4780868565346471,4984.273772200346,1.7837222660281933,0.2398557382708152,1.2222336051272034,201011393.1666667,7693097.069989687,0.6928135217641951,5.254688582749199,270.433,140.57149500042604,156480619.23197234,6769443.835648102,20.00792700918266,127426766.25704747
2020-2,0.8030308095573351,0.5767167103773542,0.4968243101177078,6490.848993717848,1.7763512522940854,0.2942875310275005,1.2657379352792728,201096856.4513889,7688496.775112735,0.6994082193998664,5.244662941446659,263.393,141.8445807483519,156212662.34056467,6769087.594620156,20.00661224942161,127377667.208464
2020-3,0.8030310412081421,0.5806530183119069,0.5276436406795595,6329.11280018142,1.7700682300548114,0.2104204358004741,1.3297197270360337,201182319.7361112,7683896.480235783,0.7169917132426514,5.234637300144119,221.634,143.44800090972697,155944705.449157,6768731.353592211,20.00529748966057,127328568.15988056
2020-4,0.803031272858949,0.5852668599597994,0.5514832563935487,5438.685662277439,1.7717423485518018,0.1578407014561246,1.3210770153367604,201267783.0208333,7679296.185358832,0.7381890794574598,5.224611658841578,271.258,145.2355870399357,155676748.55774933,6768375.112564266,20.003982729899526,127279469.11129709
2020-5,0.8030315045097561,0.5907850170347287,0.571727246976676,4325.890384068123,1.7713994319371078,0.2754963631200595,1.3505721385223486,201353246.3055556,7674695.890481881,0.7878267480042566,5.214586017539038,297.715,146.63811286433778,155408791.66634166,6768018.87153632,20.00266797013849,127230370.0627136
2020-6,0.8030317361605632,0.5962061652959897,0.5981822358469298,1859.7867737551896,1.7727879108405782,0.3347220846311685,1.3583103027460413,201438709.5902778,7670095.595604929,0.8361031042589587,5.204560376236499,292.991,147.90411127564815,155140834.774934,6767662.630508375,20.00135321037744,127181271.01413016
2020-7,0.8030319678113702,0.6015288685444584,0.5846634058109625,-1737.9750802210497,1.776429863318404,0.2004611697409919,1.334950106776097,201524172.875,7665495.300727977,0.856374097154075,5.194534734933958,327.015,149.34964384104396,154872877.88352633,6767306.38948043,20.0000384506164,127132171.96554668
2020-8,0.8030321994621772,0.6071724854243432,0.5757778987470635,-2734.252564575232,1.7880861649796354,0.1644387410398967,1.2921362058754833,201609636.15972224,7660895.005851026,0.8443634754934383,5.1845090936314175,329.107,150.4417954398721,154604920.99211866,6766950.148452484,19.998723690855357,127083072.91696322
2020-9,0.8030324311129843,0.6129277876090601,0.5706773693369174,-5200.964446734573,1.8026901607290144,0.1497039821422163,1.2020547228889855,201695099.44444445,7656294.710974074,0.8412736310867062,5.174483452328878,325.22,150.33075513056912,154336964.100711,6766593.907424539,19.99740893109431,127033973.86837976
2020-10,0.8030326627637914,0.6179689508218813,0.5750107618212407,-7513.441905598956,1.8088117232622245,0.1656019320983441,1.1328306028435855,201780562.7291667,7651694.416097123,0.8293563546603034,5.164457811026338,355.846,150.60733568214565,154069007.20930332,6766237.666396594,19.99609417133327,126984874.8197963
2020-11,0.8030328944145984,0.6232894387988261,0.5711502607259824,-7678.204281396761,1.8051553259418207,0.1598002799706606,1.0625260384907056,201866026.0138889,7647094.121220171,0.8098503092393781,5.154432169723798,327.741,150.93233003650383,153801050.31789565,6765881.425368648,19.994779411572225,126935775.77121282
2020-12,0.8030331260654053,0.6286907224343941,0.5707390629664149,-8108.751196234888,1.809653920688568,0.3768834491533229,1.0208969313437328,201951489.2986112,7642493.82634322,0.7932326755691429,5.144406528421257,254.679,151.14247498911152,153533093.42648798,6765525.184340703,19.99346465181118,126886676.72262935
2021-1,0.8030333577162124,0.6309236579492118,0.5584741789594017,-11364.899736533753,1.814490796790717,0.1494165017219891,1.0107339316161985,202036952.5833333,7637893.531466268,0.802404657006611,5.134380887118717,270.432,152.23220545205928,153265136.5350803,6765168.943312758,19.992149892050136,126837577.67404588
2021-2,0.803116943759517,0.6332653401047084,0.5747067561241442,-10055.969117056047,1.8165366850094025,0.3075207752591355,0.95449451374365,202122415.86805555,,0.8077728270418228,5.1349330076163096,303.917,153.27370784088154,152941656.06971058,6764633.600646306,19.990600103218465,126777887.23445654
2021-3,0.8032005298028217,0.63549854638675,0.5759550380737111,-10681.371097239642,1.816216843150236,0.7502012734111935,0.892109626483549,202207879.1527778,,0.7911064588115583,5.135485128113901,357.965,154.2143517600512,152618175.60434088,6764098.257979853,19.989050314386787,126718196.7948672
2021-4,0.8032841158461264,0.6378397504183081,0.5735564747536357,-11291.78832348528,1.8089639607511407,0.2093577607665472,0.825168296080587,202293342.4375,,0.7858485486520173,5.136037248611493,341.342,154.66531761256363,152294695.13897115,6763562.9153134,19.987500525555117,126658506.35527784
2021-5,0.803367701889431,0.640066355820731,0.5761928928113532,-11137.018153234196,1.80696151144469,0.4520794256980545,0.7281692353422864,202378805.72222224,,0.788988536495998,5.1365893691090845,349.42,155.4437119401381,151971214.67360142,6763027.5726469485,19.985950736723435,126598815.9156885
2021-6,0.8034512879327356,0.6423948734340431,0.5752151758047193,-11593.707790184802,1.810436957824208,0.2653548542873458,0.6217675784349498,202464269.00694445,,0.7607078967771884,5.137141489606677,335.265,155.54895457471818,151647734.20823172,6762492.229980497,19.98440094789176,126539125.47609916
2021-7,0.8035348739760402,0.6448342234171663,0.5803881044104545,-12660.940095131144,1.820325672430364,0.1386530156645338,0.6016134682921431,202549732.2916667,,0.7307097337489749,5.137693610104268,373.269,155.54827813069875,151324253.742862,6761956.887314044,19.98285115906009,126479435.0365098
2021-8,0.8036184600193449,0.647394485420281,0.5761249700693254,-12926.932236923987,1.833834327621637,0.4169925815107005,0.5622758730296696,202635195.5763889,,0.7303668725981315,5.13824573060186,378.781,155.19811361788194,151000773.27749223,6761421.544647591,19.98130137022841,126419744.59692046
2021-9,0.8037020460626495,0.6500870804612319,0.5732583602039819,-13554.880376356945,1.8668333099941672,0.5032112336587773,0.5648741379057796,202720658.8611111,,0.7396834288490177,5.1387978510994525,350.386,154.8365313989581,150677292.81212255,6760886.201981139,19.979751581396737,126360054.15733112
2021-10,0.8037856321059541,0.6526577829564262,0.5630978101265887,-13970.949207112788,1.9052579733036263,0.2150355801013577,0.5760888293945896,202806122.1458333,,0.7482567159379947,5.139349971597044,346.978,154.77998539873414,150353812.34675282,6760350.859314688,19.97820179256506,126300363.71774176
2021-11,0.8038692181492588,0.6553613130871812,0.549487688796078,-13709.720991139484,1.959848447225784,0.3648852156762001,0.5405079259370922,202891585.43055555,,0.7479432847949268,5.139902092094636,363.493,154.64087978485665,150030331.8813831,6759815.516648235,19.976652003733385,126240673.27815242
2021-12,0.8039528041925634,0.6576596544049466,0.5415832014189058,-14102.464839114058,2.021463941896849,0.5777481446507552,0.5511883082810292,202977048.7152778,,0.7523200574716291,5.140454212592228,318.085,155.03102029318245,149706851.4160134,6759280.173981782,19.97510221490171,126180982.83856308
2022-1,0.804036390235868,0.6597786995654764,,,,,,,,,5.14100633308982,309.078,155.20478557673323,149383370.95064366,6758744.83131533,19.97355242607004,126121292.39897372
2022-2,,0.661399079658263,,,,,,,,,,333.499,155.66295918110583,,,,
2022-3,,0.6630485340388268,,,,,,,,,,371.777,155.9133808756311,,,,
2022-4,,0.6647286567590011,,,,,,,,,,339.517,155.63404029507154,,,,
2022-5,,0.6654846084326949,,,,,,,,,,364.912,156.04008696851554,,,,
2022-6,,0.6648453890723934,,,,,,,,,,339.697,155.95912119666693,,,,
2022-7,,0.6642948761673534,,,,,,,,,,380.801,155.76319223392312,,,,
2022-8,,0.6638486997463274,,,,,,,,,,377.545,155.32149363484734,,,,
2022-9,,0.663153160963053,,,,,,,,,,370.282,154.790929057341,,,,
2022-10,,0.6617968103822028,,,,,,,,,,340.9,155.4283773160119,,,,
2022-11,,0.6600900669184538,,,,,,,,,,363.9,155.44808573716105,,,,
2022-12,,0.6571656947199771,,,,,,,,,,363.9,155.27775939467378,,,,
