,Mato Grosso Do Sul - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Mato Grosso do Sul - IDH,Mato Grosso Do Sul - Produção de Cimento (t),Mato Grosso do Sul - Desemprego,Mato Grosso do Sul - value,Mato Grosso do Sul - PIB - Estadual,Mato Grosso do Sul - PIB - Construção Civil,Mato Grosso do Sul - PIB - Per Capita,Mato Grosso do Sul - PIB - Preços de Mercado
2003-1,33.744,0.7240323223220154,-5331.049150116268,11.520142924731228,1.6397179054162052,1.0365342950716354,177206913.03714657,7330309.193826131,0.9696488878423896,0.7416255410896376,53.16656000000001,8.248824124668724,0.2828366159676909,45629451.73015587,2151916.7490467816,16.20317859675067,39575454.63772257
2003-2,32.23,0.6902970479188117,-5318.079644051534,11.189861881849811,1.3788993761097037,0.9934494214635804,177388401.60938227,7335910.173263511,0.9507826970690516,0.7417097795134568,53.24571384615385,8.24293505639178,0.2844872543790115,45687062.68315776,2153542.42981092,16.206131093408896,39591552.76691136
2003-3,33.559,0.6696806488591152,-5436.417870121553,10.82079163233486,1.924316748240424,0.9730199952886446,177569890.18161798,7341511.152700892,0.9383319190618296,0.7417940179372761,52.99463977207978,8.237045988114833,0.2853794868050859,45744673.63615967,2155168.1105750576,16.209083590067124,39607650.89610015
2003-4,34.283,0.6604937853917251,-5707.015273535643,10.417840426092068,1.3311738085719491,0.940488752580393,177751378.75385368,7347112.132138272,0.9264010581332036,0.7418782563610953,53.01928262922264,8.231156919837888,0.2860891702913077,45802284.58916156,2156793.791339196,16.212036086725348,39623749.02528894
2003-5,36.066,0.6483369045565663,-5599.317940972945,9.959689613256948,1.7360716517829076,0.9174932274418915,177932867.32608938,7352713.111575652,0.9516834453474324,0.7419624947849145,53.53959297405022,8.225267851560943,0.2861222820914299,45859895.542163454,2158419.472103334,16.214988583383573,39639847.15447773
2003-6,35.697,0.6327588982490451,-5720.383331634745,9.432414860416127,1.8491678046235127,0.9127593777790712,178114355.8983251,7358314.091013032,0.9096671663294,0.7420467332087337,53.57775964071689,8.219378783283998,0.2857502473319135,45917506.49516536,2160045.152867472,16.217941080041797,39655945.28366652
2003-7,40.248,0.6380135035998685,-5884.375046061743,8.822929754380787,1.67676361545111,0.9100665913481976,178295844.4705608,7363915.070450412,0.8904414926874215,0.7421309716325528,53.536114479426566,8.213489715007054,0.2850051447314249,45975117.44816725,2161670.83363161,16.22089357670002,39672043.41285531
2003-8,36.262,0.6346344548960355,-5959.855464930735,8.332469749880811,1.8097393112807352,0.8898926477529421,178477333.0427965,7369516.049887793,0.8702308928724296,0.742215210056372,53.56017697942656,8.207600646730107,0.284168955244418,46032728.40116914,2163296.5143957483,16.22384607335825,39688141.54204411
2003-9,34.63,0.6323269495840285,-6014.809970017429,7.939983702859978,1.8316690419412016,0.8665147784673063,178658821.6150322,7375117.029325173,0.844478552685211,0.7422994484801912,53.33948000972959,8.201711578453162,0.2832395560173339,46090339.354171045,2164922.195159886,16.226798570016474,39704239.6712329
2003-10,36.875,0.629038170305887,-6121.266757398654,7.604976000172705,2.039285364639529,0.8493838484375612,178840310.1872679,7380718.008762553,0.8421829305905358,0.7423836869040105,53.42883295090606,8.195822510176217,0.2812596935686766,46147950.30717294,2166547.8759240243,16.229751066674698,39720337.80042169
2003-11,33.128,0.6315074373857803,-6097.745583517717,7.313008932848318,1.7470011225975584,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,0.7424679253278297,53.413175808048926,8.18993344189927,0.2790239358838893,46205561.26017483,2168173.5566881625,16.232703563332926,39736435.92961048
2003-12,30.87,0.6292469617617195,-6082.10009002275,7.034262103245153,1.9418352636981289,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,0.7425521637516489,53.71334247471559,8.184044373622326,0.2765105059250095,46263172.213176735,2169799.2374523003,16.23565605999115,39752534.05879928
2004-1,36.256,0.6279521987366027,-6360.043009879893,6.775421109777445,1.2887103771069537,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,0.7426364021754681,54.10134247471559,8.178155305345381,0.2737133829288115,46320783.16617863,2171424.9182164385,16.238608556649375,39768632.18798807
