,Ceará - Desemprego,Ceará - Consumo de Cimento (t),Ceará - value, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Ceará - IDH,Ceará - PIB - Estadual,Ceará - PIB - Construção Civil,Ceará - PIB - Per Capita,Ceará - PIB - Preços de Mercado,Ceará - Produção de Cimento (t)
2004-5,8.19376932464339,72.377,0.2928302088890006,0.5930166849467975,-6639.092352241397,5.906435456003245,1.2817627267622196,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,0.6908442865590763,71071796.09875035,4597565.828730011,7.58110898971708,63460238.64134153,114.70636669396995
2004-6,8.191438946206933,70.882,0.2929677058059641,0.574475450988554,-6748.885395968077,5.749095649630231,1.4699831580623657,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,0.691238692771095,71156300.87273517,4601620.683403357,7.584028550056248,63490024.62261333,115.10134288444615
2004-7,8.189108567770477,85.304,0.2932545534718853,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,0.6916330989831136,71240805.64671999,4605675.538076703,7.586948110395415,63519810.60388513,116.002924279795
2004-8,8.18677818933402,82.452,0.2934941659689667,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,0.6920275051951325,71325310.42070481,4609730.392750047,7.589867670734583,63549596.58515693,116.61833337070408
2004-9,8.184447810897565,80.106,0.2936859726037376,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,0.6924219114071511,71409815.19468963,4613785.247423393,7.592787231073751,63579382.566428736,117.13931114848184
2004-10,8.182117432461109,79.744,0.293833668776113,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,0.6928163176191698,71494319.96867445,4617840.102096737,7.595706791412918,63609168.54770053,117.47768071369926
2004-11,8.179787054024652,83.228,0.2943533836828892,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,0.6932107238311886,71578824.74265926,4621894.956770083,7.598626351752086,63638954.528972335,117.78791475625242
2004-12,8.177456675588196,101.817,0.295257609852825,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,0.6936051300432073,71663329.51664408,4625949.811443428,7.601545912091253,63668740.51024413,118.25881058958578
2005-1,8.17512629715174,91.341,0.2961596362848295,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,0.693999536255226,71747834.2906289,4630004.666116773,7.60446547243042,63698526.491515934,117.9695044671368
2005-2,8.167840725265837,69.73,0.2970735810564578,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,0.6943537161237984,71826013.19751397,4634578.838070489,7.607079180192549,63724346.2615109,117.5532290480988
2005-3,8.160555153379933,77.682,0.2978017568095091,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,0.6947078959923706,71904192.10439904,4639153.010024205,7.609692887954677,63750166.03150587,118.01217328298934
2005-4,8.15326958149403,66.14,0.2987505897190853,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,0.6950620758609429,71982371.01128411,4643727.18197792,7.612306595716805,63775985.80150084,117.83974449773024
2005-5,8.145984009608126,76.289,0.2999308698616806,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,0.6954162557295153,72060549.9181692,4648301.353931637,7.614920303478933,63801805.5714958,118.49685943988572
2005-6,8.138698437722223,80.34,0.3011454285231978,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,0.6957704355980875,72138728.82505427,4652875.525885352,7.617534011241061,63827625.34149077,119.0078472415222
2005-7,8.131412865836317,93.393,0.3026096334913603,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,0.6961246154666598,72216907.73193935,4657449.697839068,7.620147719003189,63853445.111485735,119.81496336564103
2005-8,8.124127293950414,91.998,0.3041268197797059,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.6964787953352322,72295086.63882442,4662023.869792784,7.622761426765317,63879264.88148069,120.877512406052
2005-9,8.11684172206451,81.5,0.3057003629505321,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.6968329752038044,72373265.54570949,4666598.041746499,7.625375134527445,63905084.65147566,121.25106627381828
2005-10,8.109556150178607,81.596,0.3069172689482213,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.6971871550723767,72451444.45259458,4671172.213700215,7.627988842289573,63930904.42147063,122.1220965037591
2005-11,8.102270578292703,80.195,0.3081764050974281,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.697541334940949,72529623.35947965,4675746.385653931,7.630602550051702,63956724.1914656,122.24113875519934
2005-12,8.0949850064068,95.958,0.3090642509547077,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.6978955148095213,72607802.26636472,4680320.557607647,7.63321625781383,63982543.96146056,123.56544659194591
2006-1,8.087699434520896,93.559,0.309775048881527,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0704709367180183,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.6982496946780936,72685981.1732498,4684894.729561362,7.635829965575958,64008363.73145553,124.43804925982792
2006-2,8.085259050458339,67.351,0.3105110426321976,0.4028183365263698,-7956.205189035386,3.846872965752776,1.272740378704435,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.6985645303696226,72756714.65331918,4689062.785120041,7.638038746413406,64029285.62015579,125.08998138094304
2006-3,8.082818666395779,80.25,0.3112745628052626,0.3998570076790366,-8153.367564422752,3.842818789820434,1.087038179944784,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.6988793660611515,72827448.13338858,4693230.84067872,7.640247527250852,64050207.50885606,126.57031705769856
2006-4,8.080378282333221,60.193,0.3120680291795948,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2439483036977474,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.6991942017526804,72898181.61345798,4697398.896237398,7.6424563080883,64071129.39755632,127.07284430504195
2006-5,8.077937898270664,77.034,0.3128727052250343,0.4056653747218318,-8229.867308086905,3.840605092822108,0.9925459420462728,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.6995090374442094,72968915.09352736,4701566.951796076,7.644665088925747,64092051.28625659,128.44825425131071
2006-6,8.075497514208104,82.997,0.3135674500482186,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1619063477174951,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.6998238731357385,73039648.57359675,4705735.007354755,7.646873869763194,64112973.17495685,129.09908869125644
2006-7,8.073057130145546,88.693,0.3143960162572443,0.4267485653722618,-8363.641502791654,3.834296240076312,1.0107148892098956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.7001387088272674,73110382.05366614,4709903.062913433,7.649082650600642,64133895.06365712,129.61208350364032
2006-8,8.070616746082989,100.211,0.3150315563140883,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.7004535445187963,73181115.53373554,4714071.118472111,7.651291431438088,64154816.95235738,129.65480103882084
2006-9,8.068176362020429,97.804,0.3158792581578663,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.7007683802103253,73251849.01380493,4718239.17403079,7.653500212275536,64175738.84105764,130.0461779300069
2006-10,8.065735977957871,99.213,0.3167403456181547,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.7010832159018543,73322582.49387431,4722407.229589469,7.655708993112983,64196660.72975791,130.79219561942577
2006-11,8.063295593895313,101.183,0.3175792573904412,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.7013980515933832,73393315.97394371,4726575.285148148,7.65791777395043,64217582.618458174,131.17300204607326
2006-12,8.060855209832754,106.958,0.3187879486905953,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.7017128872849121,73464049.45401311,4730743.340706825,7.660126554787877,64238504.50715844,131.8682895417839
2007-1,8.058414825770196,95.626,0.3198804045852437,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.7020277229764411,73534782.9340825,4734911.396265504,7.6623353356253245,64259426.39585871,132.1567278877471
2007-2,8.055550851051208,65.624,0.3207726651628031,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.7023040966573297,73598916.63530986,4738796.926604407,7.66437484481288,64277415.77035027,132.67907938612692
2007-3,8.052686876332219,78.343,0.3214195852466061,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.7025804703382185,73663050.33653721,4742682.456943311,7.666414354000436,64295405.14484184,133.42711714812748
2007-4,8.049822901613231,69.913,0.3221750511330775,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.7028568440191072,73727184.03776458,4746567.987282215,7.668453863187991,64313394.51933341,133.44346294129355
2007-5,8.046958926894243,84.748,0.3224490197333631,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.7031332176999958,73791317.73899195,4750453.517621118,7.670493372375547,64331383.89382498,133.92606944014182
2007-6,8.044094952175254,91.821,0.3225004105470709,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.7034095913808844,73855451.4402193,4754339.047960021,7.672532881563102,64349373.26831655,134.5870329095348
2007-7,8.041230977456266,105.94,0.3224260224251091,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.7036859650617732,73919585.14144666,4758224.5782989245,7.674572390750658,64367362.64280811,135.48111833133095
2007-8,8.038367002737278,113.44,0.3228304385257978,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.7039623387426619,73983718.84267403,4762110.108637828,7.676611899938213,64385352.01729968,135.93383577961035
2007-9,8.035503028018288,107.511,0.3232121450308202,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.7042387124235505,74047852.54390138,4765995.638976731,7.678651409125768,64403341.39179125,136.02108727702992
2007-10,8.0326390532993,118.965,0.3237327936447035,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.7045150861044391,74111986.24512875,4769881.169315634,7.680690918313324,64421330.76628282,136.63610811383012
2007-11,8.029775078580313,124.128,0.3240759676181012,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.7047914597853279,74176119.94635612,4773766.699654538,7.682730427500879,64439320.140774384,137.32459814668871
2007-12,8.026911103861323,117.705,0.3241739178736251,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.7050678334662166,74240253.64758347,4777652.229993442,7.684769936688435,64457309.51526596,138.56383201182118
2008-1,8.024047129142335,113.871,0.3240741151576847,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.7053442071471052,74304387.34881084,4781537.760332345,7.686809445875991,64475298.88975752,138.49104395916555
2008-2,8.0263886559899,91.401,0.3241618512041368,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.7055830009837567,74351905.6504017,4785368.0889935605,7.687773274924622,64482386.07963906,138.25616629996836
2008-3,8.028730182837464,82.105,0.324481255460707,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.7058217948204082,74399423.95199254,4789198.417654777,7.688737103973254,64489473.2695206,139.10388435954033
2008-4,8.031071709685026,84.652,0.3249548614332671,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.7060605886570597,74446942.2535834,4793028.746315992,7.689700933021886,64496560.45940214,139.1988551208024
2008-5,8.03341323653259,88.592,0.3254219396425257,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.7062993824937112,74494460.55517425,4796859.074977209,7.690664762070517,64503647.64928368,139.95575330071586
2008-6,8.035754763380154,99.885,0.3264943729979847,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.7065381763303626,74541978.8567651,4800689.403638424,7.691628591119148,64510734.83916522,140.45143695478538
2008-7,8.038096290227717,125.601,0.3274928816296126,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,0.7067769701670141,74589497.15835595,4804519.732299641,7.69259242016778,64517822.02904676,141.64507671526553
2008-8,8.040437817075281,122.065,0.3285683278617017,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,0.7070157640036657,74637015.45994681,4808350.060960856,7.693556249216412,64524909.21892829,142.69481127060484
2008-9,8.042779343922845,124.34,0.3296445885055306,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,0.7072545578403172,74684533.76153767,4812180.389622072,7.694520078265043,64531996.40880983,143.6683829079882
2008-10,8.04512087077041,131.923,0.3305091870840544,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,0.7074933516769687,74732052.06312852,4816010.718283288,7.695483907313674,64539083.598691374,144.28263198917148
2008-11,8.047462397617974,130.25,0.3314024287466237,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,0.7077321455136202,74779570.36471938,4819841.046944504,7.696447736362306,64546170.78857291,144.40170211916626
2008-12,8.049803924465536,133.906,0.3323335138763418,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,0.7079709393502717,74827088.66631022,4823671.37560572,7.697411565410938,64553257.97845445,144.95426742678043
2009-1,8.0521454513131,121.805,0.3330997499005406,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,0.7082097331869232,74874606.96790108,4827501.704266936,7.698375394459569,64560345.16833599,144.77849146524974
2009-2,8.049257586340438,94.761,0.3337776957233018,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,0.7084118293457405,75037460.46753593,4829526.760264987,7.702183391125765,64605622.25109727,144.7122417423416
2009-3,8.046369721367777,93.343,0.3346553494082099,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,0.7086139255045579,75200313.96717077,4831551.816263039,7.705991387791962,64650899.33385854,144.62944913736644
2009-4,8.043481856395115,78.375,0.3359866915339569,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,0.7088160216633753,75363167.46680562,4833576.872261089,7.709799384458158,64696176.41661982,144.5869865249019
2009-5,8.040593991422453,85.658,0.3373216229707096,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,0.7090181178221927,75526020.96644047,4835601.928259141,7.713607381124355,64741453.499381095,145.4116910878327
2009-6,8.037706126449791,109.614,0.3388496352816758,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,0.7092202139810101,75688874.46607532,4837626.984257192,7.717415377790551,64786730.582142375,145.76700989696926
2009-7,8.034818261477128,135.487,0.3405098235415657,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,0.7094223101398275,75851727.96571016,4839652.040255243,7.721223374456747,64832007.664903656,145.79194820283524
2009-8,8.031930396504466,138.674,0.3424094929521056,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,0.7096244062986449,76014581.46534501,4841677.096253295,7.725031371122943,64877284.74766493,145.90972024102922
2009-9,8.029042531531804,146.728,0.3439315144710099,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,0.7098265024574623,76177434.96497986,4843702.152251346,7.728839367789139,64922561.83042621,146.24130971983368
2009-10,8.026154666559142,146.172,0.3454768077248913,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,0.7100285986162796,76340288.4646147,4845727.208249398,7.732647364455336,64967838.91318748,146.69419181050316
2009-11,8.02326680158648,140.885,0.3467777059714258,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,0.710230694775097,76503141.96424955,4847752.264247449,7.736455361121532,65013115.99594876,146.83860168186382
2009-12,8.020378936613819,145.983,0.348261414917412,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,0.7104327909339144,76665995.4638844,4849777.3202455,7.740263357787729,65058393.078710034,146.43684665196946
2010-1,8.017491071641157,138.52,0.3497958536325913,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,0.7106348870927318,76828848.96351925,4851802.376243551,7.744071354453925,65103670.16147132,144.8804183793194
2010-2,8.016609489179078,130.778,0.3515452768667731,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,0.7108011677401181,76975498.40762672,4851558.523439638,7.746552643899614,65137010.80179787,145.0206913266695
2010-3,8.015727906717,143.283,0.3531245304517249,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,0.7109674483875046,77122147.85173419,4851314.670635724,7.749033933345302,65170351.44212442,145.5598244904797
2010-4,8.014846324254922,125.297,0.3544845972882763,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,0.7111337290348909,77268797.29584166,4851070.817831812,7.751515222790991,65203692.08245097,145.08276204417237
2010-5,8.013964741792842,130.266,0.3556586735302152,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,0.7113000096822772,77415446.73994912,4850826.965027898,7.75399651223668,65237032.72277752,145.45151524669012
2010-6,8.013083159330764,148.729,0.3567859538136375,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,0.7114662903296636,77562096.1840566,4850583.112223985,7.756477801682369,65270373.36310407,145.4942042659957
2010-7,8.012201576868685,153.951,0.357302108524161,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,0.7116325709770499,77708745.62816407,4850339.259420071,7.758959091128057,65303714.00343062,145.78862808867348
2010-8,8.011319994406607,178.971,0.3579104600934374,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,0.7117988516244363,77855395.07227154,4850095.406616158,7.761440380573746,65337054.64375717,145.55390464731445
2010-9,8.010438411944529,155.598,0.358313360751228,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,0.7119651322718227,78002044.51637901,4849851.553812245,7.763921670019435,65370395.28408373,145.35951879785955
2010-10,8.009556829482449,149.923,0.3587106826337933,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,0.712131412919209,78148693.96048647,4849607.701008331,7.766402959465124,65403735.92441027,145.74537871397936
