,Roraima - IDH,Roraima - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Roraima - PIB - Estadual,Roraima - PIB - Construção Civil,Roraima - PIB - Per Capita,Roraima - PIB - Preços de Mercado,Roraima - Desemprego,Roraima - value
2011-1,0.736360236461205,11.753,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,6947966.087377517,347630.9720131452,12.206783093734131,5574553.472147543,7.996818724830861,0.3418502898448563
2011-2,0.7363375925136804,10.452,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,6960313.663807742,347612.66036815767,12.20509610302549,5577466.510966401,8.051403589268881,0.3428305936824505
2011-3,0.7363149485661556,10.2,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,6972661.240237967,347594.34872317023,12.20340911231685,5580379.549785258,8.105988453706901,0.3438086677390895
2011-4,0.7362923046186309,8.94,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,6985008.816668192,347576.0370781828,12.201722121608208,5583292.588604117,8.16057331814492,0.3449116866696225
2011-5,0.7362696606711063,7.316,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,6997356.393098418,347557.7254331953,12.200035130899568,5586205.627422974,8.21515818258294,0.3460247517040021
2011-6,0.7362470167235817,6.204,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,7009703.969528643,347539.4137882078,12.198348140190928,5589118.666241832,8.26974304702096,0.3471405557340048
2011-7,0.736224372776057,8.29,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,7022051.545958868,347521.1021432204,12.196661149482283,5592031.70506069,8.32432791145898,0.3482598660221742
2011-8,0.7362017288285323,7.87,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,7034399.122389093,347502.79049823293,12.194974158773643,5594944.743879547,8.378912775897,0.3493835269300081
2011-9,0.7361790848810077,6.693,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,7046746.698819319,347484.47885324544,12.193287168065003,5597857.782698405,8.43349764033502,0.3505124644315383
2011-10,0.7361564409334831,6.684,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,7059094.2752495445,347466.16720825795,12.191600177356364,5600770.821517263,8.48808250477304,0.3514394354051009
2011-11,0.7361337969859584,8.833,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,7071441.851679769,347447.8555632705,12.189913186647722,5603683.860336121,8.542667369211058,0.3523652785476481
2011-12,0.7361111530384337,9.774,0.4721630104203435,-9986.589161982563,2.076644486808949,0.9509558872325296,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411,7083789.428109994,347429.5439182831,12.188226195939082,5606596.899154979,8.597252233649078,0.3531028983609481
2012-1,0.7360885090909091,9.914,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.7067068004037954,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301,7096137.00454022,347411.2322732956,12.18653920523044,5609509.937973836,8.651837098087098,0.3540161832856091
