, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Paraná - Desemprego,Paraná - value,Paraná - Produção de Cimento (t),Paraná - PIB - Estadual,Paraná - PIB - Construção Civil,Paraná - PIB - Per Capita,Paraná - PIB - Preços de Mercado,Paraná - IDH,Paraná - Consumo de Cimento (t)
2014-7,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052,7.637852114041694,0.4609167393366464,482.4430987498594,239832168.118962,11114845.975566044,18.029660854736854,192570988.50768343,0.7856105003059142,382.0
2014-8,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906,7.667086937306042,0.4601593078040318,482.0199927853496,240028664.44446263,11108514.904958624,18.029929040281196,192586626.35408747,0.7855945703079537,382.0
2014-9,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177,7.69632176057039,0.4590629875080968,481.5780593962163,240225160.7699633,11102183.834351204,18.030197225825532,192602264.20049143,0.785578640309993,382.0
2014-10,0.6392578161601571,-3907.107095676229,2.804908515488413,0.9527685333529272,0.6297128451395438,196189851.609059,7834701.96139474,0.561882595374384,7.725556583834737,0.4578251415572358,481.1180219914487,240421657.09546396,11095852.763743784,18.030465411369875,192617902.04689544,0.7855627103120324,382.0
2014-11,0.6373515694579686,-3227.51837665533,2.795899184623759,0.903484686433327,0.6229666635258632,196271200.8255874,7834208.462145286,0.5609901993899514,7.754791407099085,0.4558348963608554,480.6355999662388,240618153.4209646,11089521.693136364,18.030733596914217,192633539.89329943,0.7855467803140719,382.0
2014-12,0.6360469982134822,-1917.4317974494293,2.78399183647624,0.8145209650102684,0.620227626267029,196352550.0421158,7833714.962895832,0.5583468086194056,7.784026230363432,0.4536435360586751,480.12888124855215,240814649.74646524,11083190.622528944,18.03100178245856,192649177.73970345,0.7855308503161114,382.0
2015-1,0.6307582587964796,-2616.8997576320057,2.7629000308796305,1.0536605772588818,0.6247636985731346,196433899.2586442,7833221.463646377,0.5643201849311866,7.81326105362778,0.4512906514551119,479.5960555936,241011146.07196587,11076859.551921524,18.0312699680029,192664815.58610743,0.7855149203181507,371.8330000000001
2015-2,0.6147595881948112,-1862.845727482143,2.731373030611945,0.9343924255717088,0.6159498907536554,196510910.34709772,7832032.576236982,0.5578499948925274,7.815545090336522,0.4488440670508068,478.45816735397824,241129721.90438512,11071551.899250448,18.03089054071213,192667033.040388,0.7857525452204306,361.666
2015-3,0.5970521193441455,-1788.67566224678,2.690513480186384,1.0502918609744532,0.6007740589226123,196587921.43555132,7830843.688827586,0.5538281215537108,7.817829127045264,0.4462780154301574,478.7938653732176,241248297.7368044,11066244.246579371,18.03051111342136,192669250.4946685,0.7859901701227106,361.666
2015-4,0.5743851449816068,-1983.071950652572,2.644962597296267,1.1781201483239936,0.5534640279682566,196664932.5240049,7829654.801418191,0.5397104233667973,7.820113163754006,0.4432456237766888,477.91986195492814,241366873.5692236,11060936.593908297,18.030131686130588,192671467.94894907,0.7862277950249904,361.666
2015-5,0.5670526867581346,-1293.4323802746076,2.593045627781998,0.981061434687602,0.5257622894811392,196741943.61245853,7828465.914008795,0.5418486420045491,7.822397200462748,0.4398258477288377,478.1702232836316,241485449.4016429,11055628.941237217,18.02975225883981,192673685.4032296,0.7864654199272703,361.666
