Ano,Taxa Selic (%)
2010,0.8448625278586105
2010,0.9474586365443401
2010,0.8548584317510831
2010,0.8102428340912935
2010,0.7964293770587095
2011,0.893395740441149
2011,0.9169684528627234
2011,0.8172419431451659
2011,0.8755603531716446
2011,0.9645144336524022
2011,0.8288299944369717
2011,0.8811708978486625
2011,0.8353216021324007
2011,0.9932758224293476
2011,0.8529009397936996
2011,0.9080862842620007
2011,0.9213435069337859
2012,0.6957659642201535
2012,0.709225961971412
2012,0.7934804767483497
2012,0.6939196106512057
2012,0.5695255856507171
2012,0.5795592429448698
2012,0.5827682636845355
2012,0.6501678151976338
2012,0.739173326814493
2012,0.6484022586395336
2012,0.8483336510832361
2012,0.7050754851328997
2013,0.6325213170151893
2013,0.7238970008216834
2013,0.7284023772815685
2013,0.7477355306075513
2013,0.7368569931299708
2013,0.6481133916523047
2013,0.6628312331448613
2013,0.7819503583692398
2013,0.8159291910683549
2013,0.5912474783361916
2013,0.5260162419170064
2013,0.6380280317532818
2014,0.8358875911501001
2014,0.8682876758069693
2014,0.9787195875419494
2014,0.7720032263157482
2014,0.7423923443289453
2014,0.8021174298608076
2014,0.8627885677789362
2014,0.9327343055875215
2014,0.8350796030219083
2014,0.9756249899384358
2014,0.9180574682586489
2014,0.788962224048855
2015,1.042209076805477
2015,0.9523099376838795
2015,1.0316822290915963
2015,1.155610329600543
2015,0.9786792591641937
2015,1.0653216299246508
2015,0.8325167309078593
2015,1.07847370311493
2015,0.9625157301509715
2015,1.138988731876403
2015,1.0384357357644423
2015,1.0724646806663893
2016,1.0732914432300884
2016,0.9886443684835263
2016,1.0384598121784336
2016,1.00751001790645
2016,1.0927592310529022
2016,1.1886381346457082
2016,0.9884781197469457
2016,1.1468452316963866
2016,1.0968349730129716
2016,1.0609160061600742
2016,1.1479049091605034
2016,1.0441767846983232
2017,0.7621157752691586
2017,0.8016855852337811
2017,0.8150651151170567
2017,0.7925222034658698
2017,0.6561728681094356
2017,1.0279727308864324
2017,0.6597887866917255
2017,0.5839846844524282
2017,0.7533115542772516
2017,0.8823428859514654
2017,1.0041735701218284
2017,0.6040080269231933
2018,0.4798858738803947
2018,0.6233855032154204
2018,0.5637820432387992
2018,0.5678789637407077
2018,0.5499766318428432
2018,0.5006727306113294
2018,0.5435288427486608
2018,0.5845201125904662
2018,0.5529765291983869
2018,0.4991076724216306
2018,0.5578540476393075
2018,0.49702309046656423
2019,0.45360315960493397
2019,0.374744071408169
2019,0.49564538781142653
2019,0.5241803612683422
2019,0.43424812245478134
2019,0.4742948418610756
2019,0.5475632504322174
2019,0.5163942009297142
2019,0.509922556452955
2019,0.4670828362027695
2019,0.4414935563658442
2019,0.37136941412131524
2020,0.23695899625301492
2020,0.27520926761586056
2020,0.2303369759222386
2020,0.19137656502198025
2020,0.25768914740313714
2020,0.3096136283249024
2020,0.23592482609943713
2020,0.20969166456098967
2020,0.1835028569646125
2020,0.20326852728341063
2020,0.19457482211759203
2020,0.3625137332300935
2021,0.20357478681778296
2021,0.3602342230579834
2021,0.7627688179739474
2021,0.27963287920334634
2021,0.5229087722340279
2021,0.3183901021521078
2021,0.19734684282623
2021,0.48626553345854406
2021,0.55442794237256
2021,0.27057809419219264
2021,0.42951822286650093
2021,0.6072562441771436
2022,1.0848667565528585
2022,0.97038341286918
2022,0.7528225431427151
2022,0.725572357549167
2022,0.8874510402568738
2022,0.97894901494171
2022,0.9643038747522831
2022,0.8019541015784588
2022,0.949560336333655
2022,0.9729644072279998
2022,1.087316275609791
2022,1.0075935461365735
2023,0.8969050110347933
2023,1.1448029403874582
2023,0.894294505082823
2023,1.090265082249869
2023,1.096367473161206
2023,0.8463830282719146
