data,Mato_Grosso - PIB - Per Capita,Mato_Grosso - PIB - Preços de Mercado,Mato_Grosso - PIB - Estadual,Mato_Grosso - PIB - Construção Civil,Mato_Grosso - População,Mato_Grosso - INCC (%),Mato_Grosso - IPCA - Variação mensal durante o Plano Real (%),Mato_Grosso - IGP-DI,Mato_Grosso - Taxa Selic (%),Mato_Grosso - IDH - Longevidade,Mato_Grosso - IDH - Renda,Mato_Grosso - IDH - Educação,Mato_Grosso - NFSP - Fluxo Mensal (Milhões de reais),Mato_Grosso - Estoque liquido de capital fixo - (R$),Mato_Grosso - Desemprego,Mato_Grosso - Produção de Cimento (t),Mato_Grosso - Valor,Mato_Grosso - Consumo de Cimento (t)
2012-04-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,0.51,1.22,0.56,0.037179,0.821,0.732,0.635,0.26,7283723.05855449,7.6345026359,162002.0,0.4168,106386.0
2012-05-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,0.75,1.87,1.02,0.035474,0.821,0.732,0.635,0.25,7283723.05855449,7.6345026359,218015.0,0.4161999999999999,125594.0
2012-06-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,1.88,2.24,0.91,0.03373136364,0.821,0.732,0.635,0.35,7283723.05855449,7.6345026359,86022.0,0.417,109031.0
2012-07-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,0.73,2.32,0.69,0.0319778,0.821,0.732,0.635,0.51,7283723.05855449,7.6345026359,1283812.0,0.4188,118218.0
2012-08-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,0.67,2.76,1.52,0.03080763636,0.821,0.732,0.635,0.61,7283723.05855449,7.6345026359,201024.0,0.42,139042.0
2012-09-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,0.26,3.18,1.29,0.02997965217,0.821,0.732,0.635,0.79,7283723.05855449,7.6345026359,103244.0,0.42,121054.0
2012-10-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,0.22,3.77,0.88,0.028296,0.821,0.732,0.635,0.88,7283723.05855449,7.6345026359,84567.0,0.42,144051.0
2012-11-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,0.21,4.38,-0.31,0.02770736364,0.821,0.732,0.635,0.89,7283723.05855449,7.6345026359,46054.0,0.4188,115581.0
2012-12-01,4739139.688601233,5133369.3939762255,1.5407146600583337,3330629.6891166,3075936.0,0.33,5.01,0.25,0.027371,0.821,0.732,0.635,0.84,7283723.05855449,7.6345026359,159169.0,0.4182,106663.0
2013-01-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.16,5.84,0.66,0.02743595,0.8,0.732,0.69,0.88,7283723.05855449,5.2571187041,806838.0,0.4185999999999999,119931.0
2013-02-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.65,0.86,0.31,0.02726,0.8,0.732,0.69,0.98,7469859.82561107,5.2571187041,90200.0,0.4168,97040.0
2013-03-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.6,1.47,0.2,0.0273115,0.8,0.732,0.69,1.0,7469859.82561107,8.0,72378.0,0.417,109860.0
2013-04-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.5,1.94,0.31,0.02739875,0.8,0.732,0.69,1.03,7469859.82561107,7.8,147644.0,0.4156,125695.0
2013-05-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.74,2.5,-0.06,0.02781163636,0.8,0.732,0.69,0.98,7469859.82561107,7.7,241574.0,0.4125999999999999,137153.0
2013-06-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,2.25,2.88,0.32,0.02842080952,0.8,0.732,0.69,0.88,7469859.82561107,7.6,114808.0,0.4039999999999999,139692.0
2013-07-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,1.15,3.15,0.76,0.030177,0.8,0.732,0.69,0.76,7469859.82561107,7.5,1171796.0,0.4002,155522.0
2013-08-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.48,3.18,0.14,0.03137373913,0.8,0.732,0.69,0.82,7469859.82561107,7.4,195889.0,0.3979999999999999,158920.0
2013-09-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.31,3.43,0.46,0.03217809091,0.8,0.732,0.69,0.73,7469859.82561107,7.1,107040.0,0.3979999999999999,153093.0
2013-10-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.43,3.79,1.36,0.033839,0.8,0.732,0.69,0.63,7469859.82561107,7.0,120832.0,0.39,164938.0
2013-11-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.26,4.38,0.63,0.03510369565,0.8,0.732,0.69,0.71,7469859.82561107,6.8,34810.0,0.39,149627.0
2013-12-01,5021144.503086583,5870846.451471983,1.611750547316667,3696345.7423532,3115336.0,0.35,4.95,0.28,0.0358381,0.8,0.732,0.69,0.81,7469859.82561107,6.9,151447.0,0.3874,107186.0
2014-01-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.1,5.91,0.69,0.0374662381,0.81,0.732,0.73,0.82,7469859.82561107,7.3,895706.0,0.389,121666.0
2014-02-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.88,0.55,0.4,0.03845090909,0.81,0.732,0.73,0.77,7640474.20151994,7.8,68452.0,0.409,134996.0
2014-03-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.33,1.24,0.85,0.0393598,0.81,0.732,0.73,0.75,7640474.20151994,8.1,-1.0,0.4097999999999999,122594.0
2014-04-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.28,2.18,1.48,0.040168,0.81,0.732,0.73,0.84,7640474.20151994,7.9,-1.0,0.401,126525.0
2014-05-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.88,2.86,0.45,0.0409735,0.81,0.732,0.73,1.0,7640474.20151994,7.7,-1.0,0.4039999999999999,146984.0
2014-06-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,2.05,3.33,-0.45,0.041063,0.81,0.732,0.73,1.06,7640474.20151994,7.5,133847.0,0.4042,130134.0
2014-07-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.66,3.75,-0.63,0.041063,0.81,0.732,0.73,1.04,7640474.20151994,7.4,-1.0,0.41,158799.0
2014-08-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.75,3.76,-0.55,0.041063,0.81,0.732,0.73,0.93,7640474.20151994,7.2,-1.0,0.41,159567.0
2014-09-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.08,4.02,0.06,0.04106814286,0.81,0.732,0.73,0.9,7640474.20151994,7.0,-1.0,0.42,159547.0
2014-10-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.15,4.61,0.02,0.041063,0.81,0.732,0.73,0.96,7640474.20151994,6.8,143872.0,0.44,163868.0
2014-11-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.17,5.05,0.59,0.04114073913,0.81,0.732,0.73,0.87,7640474.20151994,6.6,-1.0,0.45,144145.0
2014-12-01,5202973.982459483,6539982.10928195,1.635068893675,4280962.87363698,3182113.0,0.44,5.58,1.14,0.041957,0.81,0.732,0.73,0.91,7640474.20151994,6.3,-1.0,0.4579999999999999,92835.0
2015-01-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.08,6.41,0.38,0.043496,0.81,0.732,0.73,1.12,7640474.20151994,6.5,-1.0,0.452,98330.0
2015-02-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.92,1.24,0.67,0.04433033333,0.81,0.732,0.73,1.04,7751228.17009106,6.8,-1.0,0.46,122950.0
2015-03-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.31,2.48,0.53,0.045513,0.81,0.732,0.73,1.08,7751228.17009106,7.2,-1.0,0.455,134931.0
2015-04-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.62,3.83,1.21,0.04703818182,0.81,0.732,0.73,1.09,7751228.17009106,7.2,-1.0,0.4552,106063.0
2015-05-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.46,4.56,0.92,0.04737575,0.81,0.732,0.73,1.03,7751228.17009106,7.1,-1.0,0.4665999999999999,131003.0
2015-06-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.95,5.34,0.4,0.049037,0.81,0.732,0.73,1.05,7751228.17009106,6.9,-1.0,0.47,143270.0
2015-07-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,1.84,6.17,0.68,0.05053785714,0.81,0.732,0.73,1.13,7751228.17009106,7.0,-1.0,0.465,156269.0
2015-08-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.55,6.83,0.58,0.05093956522,0.81,0.732,0.73,1.27,7751228.17009106,7.0,-1.0,0.47,144579.0
2015-09-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.59,7.06,0.4,0.052531,0.81,0.732,0.73,1.36,7751228.17009106,6.9,-1.0,0.475,142642.0
2015-10-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.22,7.64,1.42,0.052531,0.81,0.732,0.73,1.34,7751228.17009106,6.7,-1.0,0.4756,138150.0
2015-11-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.36,8.52,1.76,0.052531,0.81,0.732,0.73,1.45,7751228.17009106,6.6,-1.0,0.49,104756.0
2015-12-01,5582481.958609833,7567616.8263258,1.731347353475,4645331.96198405,3224357.0,0.34,9.62,1.19,0.052531,0.81,0.732,0.73,1.49,7751228.17009106,6.6,-1.0,0.498,90787.0
2016-01-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.1,10.67,0.44,0.052531,0.82,0.732,0.76,1.49,7751228.17009106,6.9,-1.0,0.498,94542.0
2016-02-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.39,1.27,1.53,0.052531,0.82,0.732,0.76,1.55,7806241.86849827,7.5,-1.0,0.498,86543.0
2016-03-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.54,2.18,0.79,0.052531,0.82,0.732,0.76,1.67,7806241.86849827,8.0,-1.0,0.5,101239.0
2016-04-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.64,2.62,0.43,0.052531,0.82,0.732,0.76,1.67,7806241.86849827,8.1,-1.0,0.5,105285.0
2016-05-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.55,3.25,0.36,0.052531,0.82,0.732,0.76,1.63,7806241.86849827,8.3,-1.0,0.498,111810.0
2016-06-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.08,4.05,1.13,0.052531,0.82,0.732,0.76,1.62,7806241.86849827,8.4,-1.0,0.498,115567.0
2016-07-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,1.93,4.42,1.63,0.052531,0.82,0.732,0.76,1.64,7806241.86849827,8.7,-1.0,0.498,127053.0
2016-08-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.49,4.96,-0.39,0.052531,0.82,0.732,0.76,1.66,7806241.86849827,8.9,-1.0,0.5,113457.0
2016-09-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.29,5.42,0.43,0.052531,0.82,0.732,0.76,1.61,7806241.86849827,9.0,-1.0,0.501,107828.0
2016-10-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.33,5.51,0.03,0.052531,0.82,0.732,0.76,1.62,7806241.86849827,9.1,-1.0,0.501,102958.0
2016-11-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.21,5.78,0.13,0.0521826,0.82,0.732,0.76,1.52,7806241.86849827,9.1,-1.0,0.499,99300.0
2016-12-01,5577648.436946684,8133147.873611108,1.7080607410166666,4438830.10068187,3265486.0,0.16,5.97,0.05,0.05166,0.82,0.732,0.76,1.41,7806241.86849827,9.1,-1.0,0.499,78635.0
2017-01-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.35,6.29,0.83,0.050788,0.82,0.73,0.77,1.25,7806241.86849827,9.6,-1.0,0.499,83130.0
2017-02-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.41,0.38,0.43,0.049115,0.82,0.73,0.77,1.2,7820758.2968949,10.3,28507.0,0.499,65293.0
2017-03-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.65,0.71,0.06,0.047865,0.82,0.73,0.77,1.07,7820758.2968949,11.1,42157.0,0.5,90338.0
2017-04-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.16,0.96,-0.38,0.045513,0.82,0.73,0.77,1.02,7820758.2968949,11.3,212148.0,0.492,83188.0
2017-05-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,-0.02,1.1,-1.24,0.04353744444,0.82,0.73,0.77,1.0,7820758.2968949,11.3,121288.0,0.4956,107230.0
2017-06-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.63,1.42,-0.51,0.041957,0.82,0.73,0.77,0.93,7820758.2968949,11.4,62916.0,0.49,105397.0
2017-07-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.93,1.18,-0.96,0.03837,0.82,0.73,0.77,0.86,7820758.2968949,11.7,914431.0,0.488,120055.0
2017-08-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.3,1.43,-0.3,0.03785271429,0.82,0.73,0.77,0.75,7820758.2968949,11.9,187258.0,0.486,125769.0
2017-09-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.36,1.62,0.24,0.034749,0.82,0.73,0.77,0.7,7820758.2968949,11.9,27908.0,0.488,112904.0
2017-10-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.06,1.78,0.62,0.0318266,0.82,0.73,0.77,0.65,7820758.2968949,11.9,95517.0,0.489,123201.0
2017-11-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.31,2.21,0.1,0.03056971429,0.82,0.73,0.77,0.65,7820758.2968949,12.0,13402.0,0.489,112725.0
2017-12-01,5916427.937811076,9326254.984415166,1.789857041975,3706773.26990823,3305531.0,0.31,2.5,0.8,0.028333,0.82,0.73,0.77,0.65,7820758.2968949,12.2,140967.0,0.4896,90828.0
2018-01-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.07,2.95,0.74,0.0268514,0.83,0.74,0.76,0.71,7820758.2968949,12.7,434460.0,0.494,96360.0
2018-02-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.31,0.29,0.58,0.026481,0.83,0.74,0.76,0.68,7813724.30644261,13.3,-1.0,0.4943999999999999,86444.0
2018-03-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.13,0.61,0.15,0.02581005556,0.83,0.74,0.76,0.71,7813724.30644261,13.9,20972.0,0.4952,94285.0
2018-04-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.24,0.7,0.56,0.02528571429,0.83,0.74,0.76,0.69,7813724.30644261,13.7,196684.0,0.4954,98986.0
2018-05-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.29,0.92,0.93,0.02462,0.83,0.74,0.76,0.74,7813724.30644261,13.4,61636.0,0.495,88072.0
2018-06-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.23,1.33,1.64,0.02462,0.83,0.74,0.76,0.73,7813724.30644261,13.1,68668.0,0.478,141010.0
2018-07-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.97,2.6,1.48,0.02462,0.83,0.74,0.76,0.75,7813724.30644261,12.9,998113.0,0.4788,122652.0
2018-08-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.61,2.94,0.44,0.02462,0.83,0.74,0.76,0.77,7813724.30644261,12.7,181622.0,0.479,142145.0
2018-09-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.15,2.85,0.68,0.02462,0.83,0.74,0.76,0.84,7813724.30644261,12.5,16652.0,0.479,121124.0
2018-10-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.23,3.34,1.79,0.02462,0.83,0.74,0.76,0.87,7813724.30644261,12.3,58188.0,0.4792,130503.0
2018-11-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.35,3.81,0.26,0.02462,0.83,0.74,0.76,0.88,7813724.30644261,12.1,14127.0,0.4828,104115.0
2018-12-01,5729324.935182375,9359821.978073085,1.7130361972166668,3332931.39542865,3344544.0,0.13,3.59,-1.14,0.02462,0.83,0.74,0.76,0.86,7813724.30644261,11.9,118558.0,0.493,90690.0
2019-01-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.13,3.75,-0.45,0.02462,0.83,0.74,0.76,0.85,7813724.30644261,12.3,448831.0,0.497,102685.0
2019-02-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.49,0.32,0.07,0.02462,0.83,0.74,0.76,0.81,7827728.36985003,12.7,21252.0,0.501,96144.0
2019-03-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.09,0.75,1.25,0.02462,0.83,0.74,0.76,0.75,7827728.36985003,13.2,26371.0,0.5015999999999999,102197.0
2019-04-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.31,1.51,1.07,0.02462,0.83,0.74,0.76,0.74,7827728.36985003,13.0,208117.0,0.502,106712.0
2019-05-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.38,2.09,0.9,0.02462,0.83,0.74,0.76,0.7,7827728.36985003,12.8,59082.0,0.502,124057.0
2019-06-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.03,2.22,0.4,0.02462,0.83,0.74,0.76,0.71,7827728.36985003,12.6,77942.0,0.5028,124625.0
2019-07-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.88,2.23,0.63,0.02462,0.83,0.74,0.76,0.7,7827728.36985003,12.4,1160951.0,0.503,133116.0
2019-08-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.58,2.42,-0.01,0.02462,0.83,0.74,0.76,0.69,7827728.36985003,12.3,273496.0,0.503,144310.0
2019-09-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.42,2.54,-0.51,0.022751,0.83,0.74,0.76,0.62,7827728.36985003,12.0,25764.0,0.5036,140357.0
2019-10-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.46,2.49,0.5,0.02203519048,0.83,0.74,0.76,0.59,7827728.36985003,11.9,72401.0,0.503,152769.0
2019-11-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.18,2.6,0.55,0.02078995652,0.83,0.74,0.76,0.57,7827728.36985003,11.7,11705.0,0.5032,124038.0
2019-12-01,6059536.094614483,10224512.618166083,1.7604705449000002,3120967.79543443,3441998.0,0.04,3.12,0.85,0.018985,0.83,0.74,0.76,0.54,7827728.36985003,11.7,140700.0,0.5034000000000001,95054.0
