data,Pará - PIB - Per Capita,Pará - PIB - Preços de Mercado,Pará - PIB - Estadual,Pará - PIB - Construção Civil,Pará - População,Pará - INCC (%),Pará - IPCA - Variação mensal durante o Plano Real (%),Pará - IGP-DI,Pará - Taxa Selic (%),Pará - IDH - Longevidade,Pará - IDH - Renda,Pará - IDH - Educação,Pará - NFSP - Fluxo Mensal (Milhões de reais),Pará - Estoque liquido de capital fixo - (R$),Pará - Desemprego,Pará - Produção de Cimento (t),Pará - Valor,Pará - Consumo de Cimento (t)
2005-10-01,4368675.6757394,2827036.1886981414,0.6377460209833333,2874714.02373285,6850181.0,0.24,3.95,-0.13,0.07107052381,0.725,0.601,0.319,0.29,6344077.42160595,8.7001768537,22400.0,-1.0,108883.0
2005-11-01,4368675.6757394,2827036.1886981414,0.6377460209833333,2874714.02373285,6850181.0,0.19,4.73,0.63,0.0698922,0.725,0.601,0.319,0.25,6344077.42160595,8.7001768537,-1.0,-1.0,106626.0
2005-12-01,4368675.6757394,2827036.1886981414,0.6377460209833333,2874714.02373285,6850181.0,0.28,5.31,0.33,0.0686031,0.725,0.601,0.319,0.24,6344077.42160595,8.7001768537,22040.0,-1.0,102069.0
2006-01-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.37,5.69,0.07,0.06651395455,0.725,0.601,0.319,0.25,6344077.42160595,9.7011872876,524665.0,-1.0,93022.0
2006-02-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.34,0.59,0.72,0.06452986364,0.725,0.601,0.319,0.27,6428173.06422105,9.7011872876,33961.0,-1.0,77429.0
2006-03-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.19,1.0,-0.06,0.06327316667,0.725,0.601,0.319,0.37,6428173.06422105,9.7011872876,49384.0,-1.0,89122.0
2006-04-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.2,1.44,-0.45,0.06142243478,0.725,0.601,0.319,0.29,6428173.06422105,9.7011872876,146757.0,-1.0,84446.0
2006-05-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.36,1.65,0.02,0.05957944444,0.725,0.601,0.319,0.12,6428173.06422105,9.7011872876,113211.0,-1.0,88899.0
2006-06-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,1.32,1.75,0.38,0.05789063636,0.725,0.601,0.319,0.13,6428173.06422105,9.7011872876,41618.0,-1.0,95124.0
2006-07-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.9,1.54,0.67,0.05608404762,0.725,0.601,0.319,0.21,6428173.06422105,9.7011872876,885809.0,-1.0,98140.0
2006-08-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.47,1.73,0.17,0.05540461905,0.725,0.601,0.319,0.33,6428173.06422105,9.7011872876,162251.0,-1.0,101739.0
2006-09-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.24,1.78,0.41,0.05429469565,0.725,0.601,0.319,0.44,6428173.06422105,9.7011872876,41744.0,-1.0,108266.0
2006-10-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.11,2.0,0.24,0.0526018,0.725,0.601,0.319,0.6,6428173.06422105,9.7011872876,27942.0,-1.0,113029.0
2006-11-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.21,2.33,0.81,0.05183728571,0.725,0.601,0.319,0.57,6428173.06422105,9.7011872876,-1.0,-1.0,120634.0
2006-12-01,4378943.639525584,3044257.9284486338,0.6282030864416667,2781011.25178017,6970586.0,0.23,2.65,0.57,0.0507845,0.725,0.601,0.319,0.59,6428173.06422105,9.7011872876,22925.0,-1.0,111767.0
2007-01-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.36,3.14,0.26,0.049164,0.725,0.601,0.319,0.69,6428173.06422105,9.2604839513,597655.0,-1.0,110404.0
2007-02-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.45,0.44,0.43,0.04896572727,0.725,0.601,0.319,0.68,6529451.68540568,9.2604839513,42361.0,-1.0,83941.0
2007-03-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.21,0.88,0.23,0.04827277778,0.725,0.601,0.319,0.6,6529451.68540568,9.2604839513,49958.0,0.35,95591.0
2007-04-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.27,1.26,0.22,0.04758977273,0.725,0.601,0.319,0.57,6529451.68540568,9.2604839513,162066.0,0.36,92585.0
2007-05-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.46,1.51,0.14,0.04703045,0.725,0.601,0.319,0.54,6529451.68540568,9.2604839513,176091.0,0.35,91907.0
2007-06-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,1.15,1.79,0.16,0.046503,0.725,0.601,0.319,0.48,6529451.68540568,9.2604839513,41928.0,0.35,107999.0
2007-07-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.92,2.08,0.26,0.0450878,0.725,0.601,0.319,0.39,6529451.68540568,9.2604839513,913168.0,0.35,98977.0
2007-08-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.31,2.32,0.37,0.04400663636,0.725,0.601,0.319,0.3,6529451.68540568,9.2604839513,148741.0,0.3465,119585.0
2007-09-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.26,2.8,1.39,0.04295447826,0.725,0.601,0.319,0.28,6529451.68540568,9.2604839513,49225.0,0.3465,102989.0
2007-10-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.51,2.99,1.17,0.04220568421,0.725,0.601,0.319,0.4,6529451.68540568,9.2604839513,32398.0,0.35,118512.0
2007-11-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.51,3.3,0.75,0.04206336364,0.725,0.601,0.319,0.5,6529451.68540568,9.2604839513,-1.0,0.361,128351.0
2007-12-01,4634000.199805276,3439812.466365692,0.6517154925583334,2619217.83255195,7110465.0,0.36,3.69,1.05,0.042065,0.725,0.601,0.319,0.52,6529451.68540568,9.2604839513,22738.0,0.372,121962.0
2008-01-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,0.59,4.46,1.47,0.042065,0.725,0.601,0.319,0.47,6529451.68540568,8.7226842189,663309.0,0.372,125806.0
2008-02-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,0.38,0.54,0.99,0.04205845455,0.725,0.601,0.319,0.63,6647965.94362564,8.7226842189,47555.0,0.38,104871.0
2008-03-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,0.4,1.03,0.38,0.04206310526,0.725,0.601,0.319,0.65,6647965.94362564,8.7226842189,68857.0,0.37,104410.0
2008-04-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,0.66,1.52,0.7,0.0420614,0.725,0.601,0.319,0.7,6647965.94362564,8.7226842189,119472.0,0.373,113360.0
2008-05-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,0.87,2.08,1.12,0.04274185714,0.725,0.601,0.319,0.83,6647965.94362564,8.7226842189,234414.0,0.37,121369.0
2008-06-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,2.02,2.88,1.88,0.0436576,0.725,0.601,0.319,0.93,6647965.94362564,8.7226842189,62185.0,0.38,124763.0
2008-07-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,1.92,3.64,1.89,0.04529861905,0.725,0.601,0.319,1.14,6647965.94362564,8.7226842189,1103235.0,0.38,140932.0
2008-08-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,1.46,4.19,1.12,0.04627117391,0.725,0.601,0.319,1.33,6647965.94362564,8.7226842189,207440.0,0.39,136421.0
2008-09-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,1.18,4.48,-0.38,0.04822657143,0.725,0.601,0.319,1.42,6647965.94362564,8.7226842189,75460.0,0.48,139405.0
2008-10-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,0.95,4.76,0.36,0.04987840909,0.725,0.601,0.319,1.23,6647965.94362564,8.7226842189,35484.0,0.49,152549.0
2008-11-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,0.77,5.23,1.09,0.05083973913,0.725,0.601,0.319,1.22,6647965.94362564,8.7226842189,-1.0,0.5,155094.0
2008-12-01,4916149.769014259,3884228.442544717,0.6752019011916667,2946934.74989666,7090378.0,0.5,5.61,0.07,0.050753,0.725,0.601,0.319,1.24,6647965.94362564,8.7226842189,39537.0,0.5,140511.0
2009-01-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,0.17,5.9,-0.44,0.050823,0.725,0.601,0.319,1.13,6647965.94362564,6.7757528944,687533.0,0.47,118546.0
2009-02-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,0.33,0.48,0.01,0.04964833333,0.725,0.601,0.319,0.95,6773699.30541316,6.7757528944,24021.0,0.47,89356.0
2009-03-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,0.27,1.03,-0.13,0.047314,0.725,0.601,0.319,0.87,6773699.30541316,6.7757528944,64927.0,0.47,86009.0
2009-04-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,-0.25,1.23,-0.84,0.04392790909,0.725,0.601,0.319,0.82,6773699.30541316,6.7757528944,163428.0,0.46,85484.0
2009-05-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,-0.04,1.72,0.04,0.04181185,0.725,0.601,0.319,0.67,6773699.30541316,6.7757528944,186160.0,0.46,91428.0
2009-06-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,1.39,2.2,0.18,0.0384042,0.725,0.601,0.319,0.55,6773699.30541316,6.7757528944,74309.0,0.46,111282.0
2009-07-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,0.7,2.57,-0.32,0.03616333333,0.725,0.601,0.319,0.38,6773699.30541316,6.7757528944,1163220.0,0.45,120818.0
2009-08-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,0.26,2.81,-0.64,0.03422486957,0.725,0.601,0.319,0.19,6773699.30541316,6.7757528944,173803.0,0.443,126907.0
2009-09-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,-0.05,2.97,0.09,0.032927,0.725,0.601,0.319,0.02,6773699.30541316,6.7757528944,74435.0,0.46,132980.0
2009-10-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,0.15,3.21,0.25,0.032927,0.725,0.601,0.319,0.04,6773699.30541316,6.7757528944,32401.0,0.465,128394.0
2009-11-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,0.06,3.5,-0.04,0.032927,0.725,0.601,0.319,0.0,6773699.30541316,6.7757528944,-1.0,0.4604,133536.0
2009-12-01,5332599.882986442,4583127.446192551,0.7283489949416667,3269901.22880127,7321493.0,0.29,3.93,0.07,0.032927,0.725,0.601,0.319,-0.07,6773699.30541316,6.7757528944,20108.0,0.46,130804.0
2010-01-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.1,4.31,-0.11,0.03292531818,0.725,0.601,0.319,-0.06,6773699.30541316,10.2439478315,708399.0,0.46,118184.0
2010-02-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.64,0.75,1.01,0.03292515,0.725,0.601,0.319,-0.02,6930862.75002851,10.2439478315,43007.0,0.4639999999999999,110659.0
2010-03-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.36,1.54,1.09,0.032927,0.725,0.601,0.319,0.08,6930862.75002851,10.2439478315,58062.0,0.456,124857.0
2010-04-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.75,2.06,0.63,0.032927,0.725,0.601,0.319,0.18,6930862.75002851,10.2439478315,167822.0,0.4665999999999999,107047.0
2010-05-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.84,2.65,0.72,0.0331908,0.725,0.601,0.319,0.29,6930862.75002851,10.2439478315,192778.0,0.476,117699.0
2010-06-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,1.81,3.09,1.57,0.03565185714,0.725,0.601,0.319,0.43,6930862.75002851,10.2439478315,60722.0,0.48,138844.0
2010-07-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,1.09,3.09,0.34,0.0376,0.725,0.601,0.319,0.6,6930862.75002851,10.2439478315,1227100.0,0.47,148287.0
2010-08-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.44,3.1,0.22,0.03897777273,0.725,0.601,0.319,0.67,6930862.75002851,10.2439478315,181136.0,0.4711999999999999,150136.0
2010-09-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.14,3.14,1.1,0.040203,0.725,0.601,0.319,0.74,6930862.75002851,10.2439478315,79578.0,0.4747999999999999,153064.0
2010-10-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.21,3.6,1.1,0.040203,0.725,0.601,0.319,0.85,6930862.75002851,10.2439478315,39347.0,0.4746,158709.0
2010-11-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.2,4.38,1.03,0.040203,0.725,0.601,0.319,0.93,6930862.75002851,10.2439478315,53553.0,0.4838,148366.0
2010-12-01,5008416.868138575,4619316.233022183,0.6739878062666667,3491360.01217842,7397238.0,0.37,5.25,1.58,0.040203,0.725,0.601,0.319,0.99,6930862.75002851,10.2439478315,40631.0,0.495,164830.0
2011-01-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.67,5.91,0.38,0.04020769565,0.789,0.646,0.528,1.23,6930862.75002851,10.2439478315,757003.0,0.4962,140059.0
2011-02-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.41,0.83,0.98,0.04089519048,0.789,0.646,0.528,1.22,7102235.53510611,10.2439478315,54604.0,0.4964,134612.0
2011-03-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.28,1.64,0.96,0.0420272,0.789,0.646,0.528,1.18,7102235.53510611,10.2439478315,64051.0,0.508,130483.0
2011-04-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.43,2.44,0.61,0.04364038095,0.789,0.646,0.528,1.15,7102235.53510611,10.2439478315,166651.0,0.5064,130194.0
2011-05-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,1.06,3.23,0.5,0.04404368421,0.789,0.646,0.528,1.17,7102235.53510611,10.2439478315,220630.0,0.5136,152468.0
2011-06-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,2.94,3.71,0.01,0.044698,0.789,0.646,0.528,1.11,7102235.53510611,10.2439478315,86487.0,0.5142,159308.0
2011-07-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.37,3.87,-0.13,0.04533085714,0.789,0.646,0.528,0.91,7102235.53510611,10.2439478315,1338072.0,0.5154,155651.0
2011-08-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.45,4.04,-0.05,0.04587866667,0.789,0.646,0.528,0.84,7102235.53510611,10.2439478315,127797.0,0.5166,186980.0
2011-09-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.13,4.42,0.61,0.04646017391,0.789,0.646,0.528,0.78,7102235.53510611,10.2439478315,108922.0,0.518,162849.0
2011-10-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.14,4.97,0.75,0.04464585714,0.789,0.646,0.528,0.73,7102235.53510611,10.2439478315,30929.0,0.5162,155414.0
2011-11-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.23,5.43,0.4,0.04391405,0.789,0.646,0.528,0.7,7102235.53510611,10.2439478315,51379.0,0.5194,171352.0
2011-12-01,6293446.8441464,6293446.8441464,0.8239280687333334,4654470.37862999,7581051.0,0.72,5.97,0.43,0.042849,0.789,0.646,0.528,0.64,7102235.53510611,10.2439478315,113603.0,0.5236,176806.0
2012-01-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.11,6.5,-0.16,0.04106463636,0.789,0.646,0.528,0.46,7102235.53510611,9.6185898012,798385.0,0.5272,159573.0
2012-02-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.89,0.56,0.3,0.0403295,0.789,0.646,0.528,0.38,7283723.05855449,9.6185898012,55178.0,0.5268,145702.0
2012-03-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.3,1.01,0.07,0.03927,0.789,0.646,0.528,0.3,7283723.05855449,9.6185898012,72903.0,0.5276,167042.0
2012-04-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.51,1.22,0.56,0.037179,0.789,0.646,0.528,0.26,7283723.05855449,9.6185898012,160052.0,0.5284,141187.0
2012-05-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.75,1.87,1.02,0.035474,0.789,0.646,0.528,0.25,7283723.05855449,9.6185898012,198823.0,0.532,171029.0
2012-06-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,1.88,2.24,0.91,0.03373136364,0.789,0.646,0.528,0.35,7283723.05855449,9.6185898012,84064.0,0.536,172625.0
2012-07-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.73,2.32,0.69,0.0319778,0.789,0.646,0.528,0.51,7283723.05855449,9.6185898012,1336486.0,0.5456,183172.0
2012-08-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.67,2.76,1.52,0.03080763636,0.789,0.646,0.528,0.61,7283723.05855449,9.6185898012,214910.0,0.5496,183430.0
2012-09-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.26,3.18,1.29,0.02997965217,0.789,0.646,0.528,0.79,7283723.05855449,9.6185898012,97878.0,0.5504,182637.0
2012-10-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.22,3.77,0.88,0.028296,0.789,0.646,0.528,0.88,7283723.05855449,9.6185898012,81392.0,0.5524,168218.0
2012-11-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.21,4.38,-0.31,0.02770736364,0.789,0.646,0.528,0.89,7283723.05855449,9.6185898012,61397.0,0.5524,198949.0
2012-12-01,6965663.512485876,7545108.655424708,0.9059737604083334,5773314.14029486,7688593.0,0.33,5.01,0.25,0.027371,0.789,0.646,0.528,0.84,7283723.05855449,9.6185898012,186005.0,0.5532,169346.0
2013-01-01,6938504.554294041,8112671.28760365,0.8921203719833333,6332866.1654453,7792561.0,0.16,5.84,0.66,0.02743595,0.77,0.646,0.59,0.88,7283723.05855449,7.7984712634,781123.0,0.55,197302.0
