data,Tocantins - PIB - Per Capita,Tocantins - PIB - Preços de Mercado,Tocantins - PIB - Estadual,Tocantins - PIB - Construção Civil,Tocantins - População,Tocantins - INCC (%),Tocantins - IPCA - Variação mensal durante o Plano Real (%),Tocantins - IGP-DI,Tocantins - Taxa Selic (%),Tocantins - IDH - Longevidade,Tocantins - IDH - Renda,Tocantins - IDH - Educação,Tocantins - NFSP - Fluxo Mensal (Milhões de reais),Tocantins - Estoque liquido de capital fixo - (R$),Tocantins - Desemprego,Tocantins - Produção de Cimento (t),Tocantins - Valor,Tocantins - Consumo de Cimento (t)
2013-03-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.6,1.47,0.2,0.0273115,0.79,0.69,0.67,1.0,7469859.82561107,8.0,114022.0,-1.0,36665.0
2013-04-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.5,1.94,0.31,0.02739875,0.79,0.69,0.67,1.03,7469859.82561107,7.8,407976.0,-1.0,42681.0
2013-05-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.74,2.5,-0.06,0.02781163636,0.79,0.69,0.67,0.98,7469859.82561107,7.7,110361.0,-1.0,45626.0
2013-06-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,2.25,2.88,0.32,0.02842080952,0.79,0.69,0.67,0.88,7469859.82561107,7.6,80258.0,-1.0,44160.0
2013-07-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,1.15,3.15,0.76,0.030177,0.79,0.69,0.67,0.76,7469859.82561107,7.5,445648.0,-1.0,48037.0
2013-08-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.48,3.18,0.14,0.03137373913,0.79,0.69,0.67,0.82,7469859.82561107,7.4,146912.0,-1.0,48247.0
2013-09-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.31,3.43,0.46,0.03217809091,0.79,0.69,0.67,0.73,7469859.82561107,7.1,72534.0,-1.0,50264.0
2013-10-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.43,3.79,1.36,0.033839,0.79,0.69,0.67,0.63,7469859.82561107,7.0,179740.0,-1.0,53898.0
2013-11-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.26,4.38,0.63,0.03510369565,0.79,0.69,0.67,0.71,7469859.82561107,6.8,-1.0,-1.0,46504.0
2013-12-01,1333967.4030061832,1559707.709966125,0.9409417004,934711.556114848,1417694.0,0.35,4.95,0.28,0.0358381,0.79,0.69,0.67,0.81,7469859.82561107,6.9,303616.0,-1.0,34784.0
2014-01-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.1,5.91,0.69,0.0374662381,0.79,0.69,0.69,0.82,7469859.82561107,7.3,29164.0,-1.0,34022.0
2014-02-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.88,0.55,0.4,0.03845090909,0.79,0.69,0.69,0.77,7640474.20151994,7.8,-1.0,-1.0,39423.0
2014-03-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.33,1.24,0.85,0.0393598,0.79,0.69,0.69,0.75,7640474.20151994,8.1,-1.0,-1.0,35664.0
2014-04-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.28,2.18,1.48,0.040168,0.79,0.69,0.69,0.84,7640474.20151994,7.9,-1.0,-1.0,38250.0
2014-05-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.88,2.86,0.45,0.0409735,0.79,0.69,0.69,1.0,7640474.20151994,7.7,-1.0,-1.0,45384.0
2014-06-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,2.05,3.33,-0.45,0.041063,0.79,0.69,0.69,1.06,7640474.20151994,7.5,-1.0,-1.0,45087.0
2014-07-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.66,3.75,-0.63,0.041063,0.79,0.69,0.69,1.04,7640474.20151994,7.4,-1.0,-1.0,53069.0
2014-08-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.75,3.76,-0.55,0.041063,0.79,0.69,0.69,0.93,7640474.20151994,7.2,-1.0,-1.0,51399.0
2014-09-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.08,4.02,0.06,0.04106814286,0.79,0.69,0.69,0.9,7640474.20151994,7.0,-1.0,-1.0,56507.0
2014-10-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.15,4.61,0.02,0.041063,0.79,0.69,0.69,0.96,7640474.20151994,6.8,-1.0,-1.0,62047.0
2014-11-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.17,5.05,0.59,0.04114073913,0.79,0.69,0.69,0.87,7640474.20151994,6.6,-1.0,-1.0,52559.0
2014-12-01,1434735.6329820163,1803419.6217172416,0.9706200617666668,1161616.33226653,1478164.0,0.44,5.58,1.14,0.041957,0.79,0.69,0.69,0.91,7640474.20151994,6.3,-1.0,-1.0,47649.0
2015-01-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.08,6.41,0.38,0.043496,0.8,0.69,0.73,1.12,7640474.20151994,6.5,-1.0,-1.0,43026.0
2015-02-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.92,1.24,0.67,0.04433033333,0.8,0.69,0.73,1.04,7751228.17009106,6.8,-1.0,-1.0,47203.0
2015-03-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.31,2.48,0.53,0.045513,0.8,0.69,0.73,1.08,7751228.17009106,7.2,-1.0,-1.0,45498.0
2015-04-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.62,3.83,1.21,0.04703818182,0.8,0.69,0.73,1.09,7751228.17009106,7.2,-1.0,-1.0,42277.0
2015-05-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.46,4.56,0.92,0.04737575,0.8,0.69,0.73,1.03,7751228.17009106,7.1,-1.0,-1.0,52137.0
2015-06-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.95,5.34,0.4,0.049037,0.8,0.69,0.73,1.05,7751228.17009106,6.9,-1.0,-1.0,55171.0
2015-07-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,1.84,6.17,0.68,0.05053785714,0.8,0.69,0.73,1.13,7751228.17009106,7.0,-1.0,-1.0,55496.0
2015-08-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.55,6.83,0.58,0.05093956522,0.8,0.69,0.73,1.27,7751228.17009106,7.0,-1.0,-1.0,53801.0
2015-09-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.59,7.06,0.4,0.052531,0.8,0.69,0.73,1.36,7751228.17009106,6.9,-1.0,-1.0,56024.0
2015-10-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.22,7.64,1.42,0.052531,0.8,0.69,0.73,1.34,7751228.17009106,6.7,-1.0,-1.0,59139.0
2015-11-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.36,8.52,1.76,0.052531,0.8,0.69,0.73,1.45,7751228.17009106,6.6,-1.0,-1.0,51682.0
2015-12-01,1459913.1517679666,1979059.3886746413,0.975304066975,1164810.7305475,1496880.0,0.34,9.62,1.19,0.052531,0.8,0.69,0.73,1.49,7751228.17009106,6.6,-1.0,-1.0,48122.0
2016-01-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.1,10.67,0.44,0.052531,0.8,0.69,0.71,1.49,7751228.17009106,6.9,-1.0,-1.0,45694.0
2016-02-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.39,1.27,1.53,0.052531,0.8,0.69,0.71,1.55,7806241.86849827,7.5,-1.0,-1.0,42568.0
2016-03-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.54,2.18,0.79,0.052531,0.8,0.69,0.71,1.67,7806241.86849827,8.0,-1.0,-1.0,47103.0
2016-04-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.64,2.62,0.43,0.052531,0.8,0.69,0.71,1.67,7806241.86849827,8.1,-1.0,-1.0,48986.0
2016-05-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.55,3.25,0.36,0.052531,0.8,0.69,0.71,1.63,7806241.86849827,8.3,-1.0,-1.0,48485.0
2016-06-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.08,4.05,1.13,0.052531,0.8,0.69,0.71,1.62,7806241.86849827,8.4,-1.0,-1.0,52617.0
2016-07-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,1.93,4.42,1.63,0.052531,0.8,0.69,0.71,1.64,7806241.86849827,8.7,-1.0,-1.0,56339.0
2016-08-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.49,4.96,-0.39,0.052531,0.8,0.69,0.71,1.66,7806241.86849827,8.9,-1.0,-1.0,52666.0
2016-09-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.29,5.42,0.43,0.052531,0.8,0.69,0.71,1.61,7806241.86849827,9.0,-1.0,-1.0,48813.0
2016-10-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.33,5.51,0.03,0.052531,0.8,0.69,0.71,1.62,7806241.86849827,9.1,-1.0,-1.0,45541.0
2016-11-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.21,5.78,0.13,0.0521826,0.8,0.69,0.71,1.52,7806241.86849827,9.1,-1.0,-1.0,43488.0
2016-12-01,1502771.6811296167,2191293.4171220497,0.9918460122333334,1062055.25387481,1515126.0,0.16,5.97,0.05,0.05166,0.8,0.69,0.71,1.41,7806241.86849827,9.1,-1.0,-1.0,45047.0
2017-01-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.35,6.29,0.83,0.050788,0.81,0.69,0.72,1.25,7806241.86849827,9.6,-1.0,-1.0,42290.0
2017-02-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.41,0.38,0.43,0.049115,0.81,0.69,0.72,1.2,7820758.2968949,10.3,-1.0,-1.0,33787.0
2017-03-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.65,0.71,0.06,0.047865,0.81,0.69,0.72,1.07,7820758.2968949,11.1,89975.0,-1.0,41594.0
2017-04-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.16,0.96,-0.38,0.045513,0.81,0.69,0.72,1.02,7820758.2968949,11.3,247319.0,-1.0,36019.0
2017-05-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,-0.02,1.1,-1.24,0.04353744444,0.81,0.69,0.72,1.0,7820758.2968949,11.3,114399.0,-1.0,45143.0
2017-06-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.63,1.42,-0.51,0.041957,0.81,0.69,0.72,0.93,7820758.2968949,11.4,60993.0,-1.0,41704.0
2017-07-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.93,1.18,-0.96,0.03837,0.81,0.69,0.72,0.86,7820758.2968949,11.7,435020.0,-1.0,45710.0
2017-08-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.3,1.43,-0.3,0.03785271429,0.81,0.69,0.72,0.75,7820758.2968949,11.9,102208.0,-1.0,45564.0
2017-09-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.36,1.62,0.24,0.034749,0.81,0.69,0.72,0.7,7820758.2968949,11.9,12084.0,-1.0,43754.0
2017-10-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.06,1.78,0.62,0.0318266,0.81,0.69,0.72,0.65,7820758.2968949,11.9,130664.0,-1.0,48554.0
2017-11-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.31,2.21,0.1,0.03056971429,0.81,0.69,0.72,0.65,7820758.2968949,12.0,-1.0,-1.0,40896.0
2017-12-01,1508325.528464083,2377621.8735055416,0.9839673563333332,823586.312825835,1532902.0,0.31,2.5,0.8,0.028333,0.81,0.69,0.72,0.65,7820758.2968949,12.2,160035.0,-1.0,35255.0
2018-01-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.07,2.95,0.74,0.0268514,0.81,0.7,0.73,0.71,7820758.2968949,12.7,50328.0,-1.0,34018.0
2018-02-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.31,0.29,0.58,0.026481,0.81,0.7,0.73,0.68,7813724.30644261,13.3,-1.0,-1.0,22422.0
2018-03-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.13,0.61,0.15,0.02581005556,0.81,0.7,0.73,0.71,7813724.30644261,13.9,95744.0,-1.0,29555.0
2018-04-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.24,0.7,0.56,0.02528571429,0.81,0.7,0.73,0.69,7813724.30644261,13.7,252305.0,-1.0,28919.0
2018-05-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.29,0.92,0.93,0.02462,0.81,0.7,0.73,0.74,7813724.30644261,13.4,123911.0,-1.0,25589.0
2018-06-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.23,1.33,1.64,0.02462,0.81,0.7,0.73,0.73,7813724.30644261,13.1,42317.0,-1.0,40237.0
2018-07-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.97,2.6,1.48,0.02462,0.81,0.7,0.73,0.75,7813724.30644261,12.9,600249.0,-1.0,37012.0
2018-08-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.61,2.94,0.44,0.02462,0.81,0.7,0.73,0.77,7813724.30644261,12.7,78992.0,-1.0,38793.0
2018-09-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.15,2.85,0.68,0.02462,0.81,0.7,0.73,0.84,7813724.30644261,12.5,-1.0,-1.0,38281.0
2018-10-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.23,3.34,1.79,0.02462,0.81,0.7,0.73,0.87,7813724.30644261,12.3,116121.0,-1.0,39711.0
2018-11-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.35,3.81,0.26,0.02462,0.81,0.7,0.73,0.88,7813724.30644261,12.1,-1.0,-1.0,33695.0
2018-12-01,1573749.682152433,2570986.46518415,1.015195312425,947100.825264092,1550194.0,0.13,3.59,-1.14,0.02462,0.81,0.7,0.73,0.86,7813724.30644261,11.9,150946.0,-1.0,28206.0
2019-01-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.13,3.75,-0.45,0.02462,0.81,0.7,0.73,0.85,7813724.30644261,12.3,52414.0,-1.0,31615.0
2019-02-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.49,0.32,0.07,0.02462,0.81,0.7,0.73,0.81,7827728.36985003,12.7,-1.0,-1.0,30275.0
2019-03-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.09,0.75,1.25,0.02462,0.81,0.7,0.73,0.75,7827728.36985003,13.2,78795.0,-1.0,29568.0
2019-04-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.31,1.51,1.07,0.02462,0.81,0.7,0.73,0.74,7827728.36985003,13.0,197220.0,-1.0,26940.0
2019-05-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.38,2.09,0.9,0.02462,0.81,0.7,0.73,0.7,7827728.36985003,12.8,139072.0,-1.0,35910.0
2019-06-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.03,2.22,0.4,0.02462,0.81,0.7,0.73,0.71,7827728.36985003,12.6,48361.0,-1.0,33954.0
2019-07-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.88,2.23,0.63,0.02462,0.81,0.7,0.73,0.7,7827728.36985003,12.4,499229.0,-1.0,37983.0
2019-08-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.58,2.42,-0.01,0.02462,0.81,0.7,0.73,0.69,7827728.36985003,12.3,78527.0,-1.0,40046.0
2019-09-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.42,2.54,-0.51,0.022751,0.81,0.7,0.73,0.62,7827728.36985003,12.0,-1.0,-1.0,32647.0
2019-10-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.46,2.49,0.5,0.02203519048,0.81,0.7,0.73,0.59,7827728.36985003,11.9,114896.0,-1.0,39065.0
2019-11-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.18,2.6,0.55,0.02078995652,0.81,0.7,0.73,0.57,7827728.36985003,11.7,-1.0,-1.0,36180.0
2019-12-01,1585924.6228409167,2675997.9748464418,1.0197370437666666,992936.494098544,1555229.0,0.04,3.12,0.85,0.018985,0.81,0.7,0.73,0.54,7827728.36985003,11.7,166611.0,-1.0,28749.0
