data,Rio_Grande_do_Norte - PIB - Per Capita,Rio_Grande_do_Norte - PIB - Preços de Mercado,Rio_Grande_do_Norte - PIB - Estadual,Rio_Grande_do_Norte - PIB - Construção Civil,Rio_Grande_do_Norte - População,Rio_Grande_do_Norte - INCC (%),Rio_Grande_do_Norte - IPCA - Variação mensal durante o Plano Real (%),Rio_Grande_do_Norte - IGP-DI,Rio_Grande_do_Norte - Taxa Selic (%),Rio_Grande_do_Norte - IDH - Longevidade,Rio_Grande_do_Norte - IDH - Renda,Rio_Grande_do_Norte - IDH - Educação,Rio_Grande_do_Norte - NFSP - Fluxo Mensal (Milhões de reais),Rio_Grande_do_Norte - Estoque liquido de capital fixo - (R$),Rio_Grande_do_Norte - Desemprego,Rio_Grande_do_Norte - Produção de Cimento (t),Rio_Grande_do_Norte - Valor,Rio_Grande_do_Norte - Consumo de Cimento (t)
2004-06-01,1829020.0166890835,1098435.1881643585,0.633304461575,884537.830636395,2888058.0,1.83,2.75,1.46,0.0581277619,0.7,0.608,0.396,1.35,6261937.06181048,10.4330831545,57404.0,-1.0,32706.0
2004-07-01,1829020.0166890835,1098435.1881643585,0.633304461575,884537.830636395,2888058.0,0.7,3.48,1.29,0.05822585714,0.7,0.608,0.396,1.59,6261937.06181048,10.4330831545,641567.0,-1.0,32727.0
2004-08-01,1829020.0166890835,1098435.1881643585,0.633304461575,884537.830636395,2888058.0,1.12,4.42,1.14,0.05813868182,0.7,0.608,0.396,1.72,6261937.06181048,10.4330831545,58076.0,-1.0,35823.0
2004-09-01,1829020.0166890835,1098435.1881643585,0.633304461575,884537.830636395,2888058.0,0.81,5.14,1.31,0.05843936364,0.7,0.608,0.396,1.83,6261937.06181048,10.4330831545,16439.0,-1.0,37225.0
2004-10-01,1829020.0166890835,1098435.1881643585,0.633304461575,884537.830636395,2888058.0,0.58,5.49,0.48,0.05923480952,0.7,0.608,0.396,1.87,6261937.06181048,10.4330831545,31283.0,-1.0,33551.0
2004-11-01,1829020.0166890835,1098435.1881643585,0.633304461575,884537.830636395,2888058.0,1.19,5.95,0.53,0.06031435,0.7,0.608,0.396,1.76,6261937.06181048,10.4330831545,-1.0,-1.0,35805.0
2004-12-01,1829020.0166890835,1098435.1881643585,0.633304461575,884537.830636395,2888058.0,0.71,6.68,0.82,0.0621806,0.7,0.608,0.396,1.71,6261937.06181048,10.4330831545,128744.0,-1.0,39511.0
2005-01-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.51,7.6,0.52,0.06401773913,0.7,0.608,0.396,1.74,6261937.06181048,9.5503401328,-1.0,-1.0,38146.0
2005-02-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.75,0.58,0.33,0.0654687619,0.7,0.608,0.396,1.57,6344077.42160595,9.5503401328,27867.0,-1.0,30350.0
2005-03-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.44,1.17,0.4,0.06729072222,0.7,0.608,0.396,1.49,6344077.42160595,9.5503401328,51557.0,-1.0,33791.0
2005-04-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.67,1.79,0.99,0.068961,0.7,0.608,0.396,1.37,6344077.42160595,9.5503401328,153763.0,-1.0,30891.0
2005-05-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.72,2.68,0.51,0.07010755,0.7,0.608,0.396,1.37,6344077.42160595,9.5503401328,63650.0,-1.0,30724.0
2005-06-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,2.09,3.18,-0.25,0.07106719048,0.7,0.608,0.396,1.18,6344077.42160595,9.5503401328,63699.0,-1.0,29836.0
2005-07-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.76,3.16,-0.45,0.071533,0.7,0.608,0.396,0.95,6344077.42160595,9.5503401328,798296.0,-1.0,39965.0
2005-08-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.11,3.42,-0.4,0.07145590476,0.7,0.608,0.396,0.76,6344077.42160595,9.5503401328,49651.0,-1.0,39549.0
2005-09-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.02,3.59,-0.79,0.07154213043,0.7,0.608,0.396,0.55,6344077.42160595,9.5503401328,39743.0,-1.0,40932.0
2005-10-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.24,3.95,-0.13,0.07107052381,0.7,0.608,0.396,0.29,6344077.42160595,9.5503401328,31761.0,-1.0,44399.0
2005-11-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.19,4.73,0.63,0.0698922,0.7,0.608,0.396,0.25,6344077.42160595,9.5503401328,-1.0,-1.0,43484.0
2005-12-01,1969785.7466797584,1274678.1869777837,0.6649947981916667,1506741.00418197,2962107.0,0.28,5.31,0.33,0.0686031,0.7,0.608,0.396,0.24,6344077.42160595,9.5503401328,116434.0,-1.0,48074.0
2006-01-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.37,5.69,0.07,0.06651395455,0.7,0.608,0.396,0.25,6344077.42160595,11.9776553297,-1.0,-1.0,45289.0
2006-02-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.34,0.59,0.72,0.06452986364,0.7,0.608,0.396,0.27,6428173.06422105,11.9776553297,30999.0,-1.0,35791.0
2006-03-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.19,1.0,-0.06,0.06327316667,0.7,0.608,0.396,0.37,6428173.06422105,11.9776553297,54135.0,-1.0,44472.0
2006-04-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.2,1.44,-0.45,0.06142243478,0.7,0.608,0.396,0.29,6428173.06422105,11.9776553297,166637.0,-1.0,32340.0
2006-05-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.36,1.65,0.02,0.05957944444,0.7,0.608,0.396,0.12,6428173.06422105,11.9776553297,67487.0,-1.0,42359.0
2006-06-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,1.32,1.75,0.38,0.05789063636,0.7,0.608,0.396,0.13,6428173.06422105,11.9776553297,68453.0,-1.0,38437.0
2006-07-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.9,1.54,0.67,0.05608404762,0.7,0.608,0.396,0.21,6428173.06422105,11.9776553297,786036.0,-1.0,45045.0
2006-08-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.47,1.73,0.17,0.05540461905,0.7,0.608,0.396,0.33,6428173.06422105,11.9776553297,69445.0,-1.0,50670.0
2006-09-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.24,1.78,0.41,0.05429469565,0.7,0.608,0.396,0.44,6428173.06422105,11.9776553297,23564.0,-1.0,45984.0
2006-10-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.11,2.0,0.24,0.0526018,0.7,0.608,0.396,0.6,6428173.06422105,11.9776553297,37433.0,-1.0,47164.0
2006-11-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.21,2.33,0.81,0.05183728571,0.7,0.608,0.396,0.57,6428173.06422105,11.9776553297,-1.0,-1.0,48933.0
2006-12-01,2128117.5821843166,1479475.2697336415,0.7086433334083333,1364541.68715918,3003087.0,0.23,2.65,0.57,0.0507845,0.7,0.608,0.396,0.59,6428173.06422105,11.9776553297,148133.0,-1.0,50305.0
2007-01-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.36,3.14,0.26,0.049164,0.7,0.608,0.396,0.69,6428173.06422105,9.7256049922,-1.0,-1.0,52024.0
2007-02-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.45,0.44,0.43,0.04896572727,0.7,0.608,0.396,0.68,6529451.68540568,9.7256049922,45601.0,-1.0,42567.0
2007-03-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.21,0.88,0.23,0.04827277778,0.7,0.608,0.396,0.6,6529451.68540568,9.7256049922,57828.0,-1.0,48994.0
2007-04-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.27,1.26,0.22,0.04758977273,0.7,0.608,0.396,0.57,6529451.68540568,9.7256049922,171890.0,-1.0,41894.0
2007-05-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.46,1.51,0.14,0.04703045,0.7,0.608,0.396,0.54,6529451.68540568,9.7256049922,81022.0,-1.0,47464.0
2007-06-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,1.15,1.79,0.16,0.046503,0.7,0.608,0.396,0.48,6529451.68540568,9.7256049922,78964.0,-1.0,41318.0
2007-07-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.92,2.08,0.26,0.0450878,0.7,0.608,0.396,0.39,6529451.68540568,9.7256049922,931453.0,-1.0,49578.0
2007-08-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.31,2.32,0.37,0.04400663636,0.7,0.608,0.396,0.3,6529451.68540568,9.7256049922,67203.0,-1.0,55472.0
2007-09-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.26,2.8,1.39,0.04295447826,0.7,0.608,0.396,0.28,6529451.68540568,9.7256049922,26541.0,-1.0,50879.0
2007-10-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.51,2.99,1.17,0.04220568421,0.7,0.608,0.396,0.4,6529451.68540568,9.7256049922,41532.0,-1.0,60773.0
2007-11-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.51,3.3,0.75,0.04206336364,0.7,0.608,0.396,0.5,6529451.68540568,9.7256049922,-1.0,-1.0,57011.0
2007-12-01,2273586.5695423083,1687680.4247012918,0.7469664393833333,1291546.73397841,3043760.0,0.36,3.69,1.05,0.042065,0.7,0.608,0.396,0.52,6529451.68540568,9.7256049922,202524.0,-1.0,54073.0
2008-01-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,0.59,4.46,1.47,0.042065,0.7,0.608,0.396,0.47,6529451.68540568,10.0495576055,-1.0,-1.0,60736.0
2008-02-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,0.38,0.54,0.99,0.04205845455,0.7,0.608,0.396,0.63,6647965.94362564,10.0495576055,58062.0,-1.0,53673.0
2008-03-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,0.4,1.03,0.38,0.04206310526,0.7,0.608,0.396,0.65,6647965.94362564,10.0495576055,71747.0,-1.0,52746.0
2008-04-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,0.66,1.52,0.7,0.0420614,0.7,0.608,0.396,0.7,6647965.94362564,10.0495576055,220561.0,-1.0,51297.0
2008-05-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,0.87,2.08,1.12,0.04274185714,0.7,0.608,0.396,0.83,6647965.94362564,10.0495576055,86594.0,-1.0,53162.0
2008-06-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,2.02,2.88,1.88,0.0436576,0.7,0.608,0.396,0.93,6647965.94362564,10.0495576055,82610.0,-1.0,54844.0
2008-07-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,1.92,3.64,1.89,0.04529861905,0.7,0.608,0.396,1.14,6647965.94362564,10.0495576055,1107913.0,-1.0,60888.0
2008-08-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,1.46,4.19,1.12,0.04627117391,0.7,0.608,0.396,1.33,6647965.94362564,10.0495576055,81762.0,-1.0,59457.0
2008-09-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,1.18,4.48,-0.38,0.04822657143,0.7,0.608,0.396,1.42,6647965.94362564,10.0495576055,37970.0,-1.0,68018.0
2008-10-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,0.95,4.76,0.36,0.04987840909,0.7,0.608,0.396,1.23,6647965.94362564,10.0495576055,39178.0,-1.0,64585.0
2008-11-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,0.77,5.23,1.09,0.05083973913,0.7,0.608,0.396,1.22,6647965.94362564,10.0495576055,-1.0,-1.0,62440.0
2008-12-01,2480065.2055977667,1959488.6778398333,0.7881857888083333,2103168.70688358,3013740.0,0.5,5.61,0.07,0.050753,0.7,0.608,0.396,1.24,6647965.94362564,10.0495576055,183805.0,-1.0,63945.0
2009-01-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,0.17,5.9,-0.44,0.050823,0.7,0.608,0.396,1.13,6647965.94362564,8.6324996792,-1.0,-1.0,58284.0
2009-02-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,0.33,0.48,0.01,0.04964833333,0.7,0.608,0.396,0.95,6773699.30541316,8.6324996792,36261.0,-1.0,51715.0
2009-03-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,0.27,1.03,-0.13,0.047314,0.7,0.608,0.396,0.87,6773699.30541316,8.6324996792,60528.0,-1.0,56625.0
2009-04-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,-0.25,1.23,-0.84,0.04392790909,0.7,0.608,0.396,0.82,6773699.30541316,8.6324996792,161021.0,-1.0,49219.0
2009-05-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,-0.04,1.72,0.04,0.04181185,0.7,0.608,0.396,0.67,6773699.30541316,8.6324996792,109306.0,-1.0,49385.0
2009-06-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,1.39,2.2,0.18,0.0384042,0.7,0.608,0.396,0.55,6773699.30541316,8.6324996792,81870.0,-1.0,51296.0
2009-07-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,0.7,2.57,-0.32,0.03616333333,0.7,0.608,0.396,0.38,6773699.30541316,8.6324996792,1113623.0,-1.0,57426.0
2009-08-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,0.26,2.81,-0.64,0.03422486957,0.7,0.608,0.396,0.19,6773699.30541316,8.6324996792,83083.0,-1.0,61581.0
2009-09-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,-0.05,2.97,0.09,0.032927,0.7,0.608,0.396,0.02,6773699.30541316,8.6324996792,45746.0,-1.0,64048.0
2009-10-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,0.15,3.21,0.25,0.032927,0.7,0.608,0.396,0.04,6773699.30541316,8.6324996792,44622.0,-1.0,64685.0
2009-11-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,0.06,3.5,-0.04,0.032927,0.7,0.608,0.396,0.0,6773699.30541316,8.6324996792,29670.0,-1.0,66659.0
2009-12-01,2489759.472857175,2139835.207002092,0.8014842323666667,1622691.14339704,3106430.0,0.29,3.93,0.07,0.032927,0.7,0.608,0.396,-0.07,6773699.30541316,8.6324996792,212319.0,-1.0,63555.0
2010-01-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.1,4.31,-0.11,0.03292531818,0.7,0.608,0.396,-0.06,6773699.30541316,11.6935921536,12733.0,-1.0,64792.0
2010-02-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.64,0.75,1.01,0.03292515,0.7,0.608,0.396,-0.02,6930862.75002851,11.6935921536,63209.0,-1.0,58894.0
2010-03-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.36,1.54,1.09,0.032927,0.7,0.608,0.396,0.08,6930862.75002851,11.6935921536,73129.0,-1.0,75285.0
2010-04-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.75,2.06,0.63,0.032927,0.7,0.608,0.396,0.18,6930862.75002851,11.6935921536,224177.0,-1.0,67041.0
2010-05-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.84,2.65,0.72,0.0331908,0.7,0.608,0.396,0.29,6930862.75002851,11.6935921536,108462.0,-1.0,65230.0
2010-06-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,1.81,3.09,1.57,0.03565185714,0.7,0.608,0.396,0.43,6930862.75002851,11.6935921536,103090.0,-1.0,63704.0
2010-07-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,1.09,3.09,0.34,0.0376,0.7,0.608,0.396,0.6,6930862.75002851,11.6935921536,1189644.0,-1.0,75670.0
2010-08-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.44,3.1,0.22,0.03897777273,0.7,0.608,0.396,0.67,6930862.75002851,11.6935921536,104787.0,-1.0,74932.0
2010-09-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.14,3.14,1.1,0.040203,0.7,0.608,0.396,0.74,6930862.75002851,11.6935921536,56369.0,-1.0,79151.0
2010-10-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.21,3.6,1.1,0.040203,0.7,0.608,0.396,0.85,6930862.75002851,11.6935921536,35584.0,-1.0,74257.0
2010-11-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.2,4.38,1.03,0.040203,0.7,0.608,0.396,0.93,6930862.75002851,11.6935921536,56507.0,-1.0,73831.0
2010-12-01,2487008.4366221167,2293794.375631,0.7926616533833334,2174631.61184555,3137541.0,0.37,5.25,1.58,0.040203,0.7,0.608,0.396,0.99,6930862.75002851,11.6935921536,216880.0,-1.0,77403.0
2011-01-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.67,5.91,0.38,0.04020769565,0.792,0.678,0.597,1.23,6930862.75002851,11.6935921536,40373.0,-1.0,74006.0
2011-02-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.41,0.83,0.98,0.04089519048,0.792,0.678,0.597,1.22,7102235.53510611,11.6935921536,64615.0,-1.0,61738.0
2011-03-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.28,1.64,0.96,0.0420272,0.792,0.678,0.597,1.18,7102235.53510611,11.6935921536,67459.0,-1.0,67017.0
2011-04-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.43,2.44,0.61,0.04364038095,0.792,0.678,0.597,1.15,7102235.53510611,11.6935921536,242119.0,-1.0,63006.0
2011-05-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,1.06,3.23,0.5,0.04404368421,0.792,0.678,0.597,1.17,7102235.53510611,11.6935921536,124040.0,-1.0,62958.0
2011-06-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,2.94,3.71,0.01,0.044698,0.792,0.678,0.597,1.11,7102235.53510611,11.6935921536,105811.0,-1.0,66641.0
2011-07-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.37,3.87,-0.13,0.04533085714,0.792,0.678,0.597,0.91,7102235.53510611,11.6935921536,1230215.0,-1.0,65665.0
2011-08-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.45,4.04,-0.05,0.04587866667,0.792,0.678,0.597,0.84,7102235.53510611,11.6935921536,127082.0,-1.0,74419.0
2011-09-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.13,4.42,0.61,0.04646017391,0.792,0.678,0.597,0.78,7102235.53510611,11.6935921536,45177.0,-1.0,84194.0
2011-10-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.14,4.97,0.75,0.04464585714,0.792,0.678,0.597,0.73,7102235.53510611,11.6935921536,68299.0,-1.0,70176.0
2011-11-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.23,5.43,0.4,0.04391405,0.792,0.678,0.597,0.7,7102235.53510611,11.6935921536,55842.0,-1.0,73094.0
2011-12-01,2679099.2044826583,2679099.2044826583,0.8206392799,2244167.02849308,3168027.0,0.72,5.97,0.43,0.042849,0.792,0.678,0.597,0.64,7102235.53510611,11.6935921536,247910.0,-1.0,74061.0
2012-01-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.11,6.5,-0.16,0.04106463636,0.792,0.678,0.597,0.46,7102235.53510611,10.5261119369,43412.0,-1.0,76824.0
2012-02-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.89,0.56,0.3,0.0403295,0.792,0.678,0.597,0.38,7283723.05855449,10.5261119369,53762.0,-1.0,71789.0
2012-03-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.3,1.01,0.07,0.03927,0.792,0.678,0.597,0.3,7283723.05855449,10.5261119369,61133.0,-1.0,85293.0
2012-04-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.51,1.22,0.56,0.037179,0.792,0.678,0.597,0.26,7283723.05855449,10.5261119369,245594.0,-1.0,70589.0
2012-05-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.75,1.87,1.02,0.035474,0.792,0.678,0.597,0.25,7283723.05855449,10.5261119369,141929.0,-1.0,77630.0
2012-06-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,1.88,2.24,0.91,0.03373136364,0.792,0.678,0.597,0.35,7283723.05855449,10.5261119369,106271.0,-1.0,71426.0
2012-07-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.73,2.32,0.69,0.0319778,0.792,0.678,0.597,0.51,7283723.05855449,10.5261119369,1254542.0,-1.0,83801.0
2012-08-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.67,2.76,1.52,0.03080763636,0.792,0.678,0.597,0.61,7283723.05855449,10.5261119369,128081.0,-1.0,95780.0
2012-09-01,2800613.71558255,3033585.350206208,0.8755592473916667,2634571.26183284,3198657.0,0.26,3.18,1.29,0.02997965217,0.792,0.678,0.597,0.79,7283723.05855449,10.5261119369,63070.0,-1.0,80156.0
