data,Rio_de_Janeiro - PIB - Per Capita,Rio_de_Janeiro - PIB - Preços de Mercado,Rio_de_Janeiro - PIB - Estadual,Rio_de_Janeiro - PIB - Construção Civil,Rio_de_Janeiro - População,Rio_de_Janeiro - INCC (%),Rio_de_Janeiro - IPCA - Variação mensal durante o Plano Real (%),Rio_de_Janeiro - IGP-DI,Rio_de_Janeiro - Taxa Selic (%),Rio_de_Janeiro - IDH - Longevidade,Rio_de_Janeiro - IDH - Renda,Rio_de_Janeiro - IDH - Educação,Rio_de_Janeiro - NFSP - Fluxo Mensal (Milhões de reais),Rio_de_Janeiro - Estoque liquido de capital fixo - (R$),Rio_de_Janeiro - Desemprego,Rio_de_Janeiro - Produção de Cimento (t),Rio_de_Janeiro - Valor,Rio_de_Janeiro - Consumo de Cimento (t)
2004-10-01,24342646.55118917,14619205.531318834,1.6360275220083331,15520499.6046937,14879118.0,0.58,5.49,0.48,0.05923480952,0.74,0.745,0.53,1.87,6261937.06181048,13.0415763404,30854.0,0.34,248861.0
2004-11-01,24342646.55118917,14619205.531318834,1.6360275220083331,15520499.6046937,14879118.0,1.19,5.95,0.53,0.06031435,0.74,0.745,0.53,1.76,6261937.06181048,13.0415763404,-1.0,0.34,266398.0
2004-12-01,24342646.55118917,14619205.531318834,1.6360275220083331,15520499.6046937,14879118.0,0.71,6.68,0.82,0.0621806,0.74,0.745,0.53,1.71,6261937.06181048,13.0415763404,123115.0,0.34,248921.0
2005-01-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.51,7.6,0.52,0.06401773913,0.74,0.745,0.53,1.74,6261937.06181048,11.6274634465,-1.0,0.34,246602.0
2005-02-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.75,0.58,0.33,0.0654687619,0.74,0.745,0.53,1.57,6344077.42160595,11.6274634465,48053.0,0.34,237093.0
2005-03-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.44,1.17,0.4,0.06729072222,0.74,0.745,0.53,1.49,6344077.42160595,11.6274634465,53915.0,0.34,270163.0
2005-04-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.67,1.79,0.99,0.068961,0.74,0.745,0.53,1.37,6344077.42160595,11.6274634465,178032.0,0.33,263941.0
2005-05-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.72,2.68,0.51,0.07010755,0.74,0.745,0.53,1.37,6344077.42160595,11.6274634465,63469.0,0.32,273825.0
2005-06-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,2.09,3.18,-0.25,0.07106719048,0.74,0.745,0.53,1.18,6344077.42160595,11.6274634465,57874.0,0.32,284813.0
2005-07-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.76,3.16,-0.45,0.071533,0.74,0.745,0.53,0.95,6344077.42160595,11.6274634465,825955.0,0.27,267064.0
2005-08-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.11,3.42,-0.4,0.07145590476,0.74,0.745,0.53,0.76,6344077.42160595,11.6274634465,59237.0,0.31,321431.0
2005-09-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.02,3.59,-0.79,0.07154213043,0.74,0.745,0.53,0.55,6344077.42160595,11.6274634465,20798.0,0.26,280468.0
2005-10-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.24,3.95,-0.13,0.07107052381,0.74,0.745,0.53,0.29,6344077.42160595,11.6274634465,38110.0,0.24,292837.0
2005-11-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.19,4.73,0.63,0.0698922,0.74,0.745,0.53,0.25,6344077.42160595,11.6274634465,-1.0,0.22,304782.0
2005-12-01,25733007.22336392,16652218.673149168,1.6925434332583331,16949942.1020246,15203750.0,0.28,5.31,0.33,0.0686031,0.74,0.745,0.53,0.24,6344077.42160595,11.6274634465,164282.0,0.22,281310.0
2006-01-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.37,5.69,0.07,0.06651395455,0.74,0.745,0.53,0.25,6344077.42160595,12.8625972811,-1.0,0.22,301206.0
2006-02-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.34,0.59,0.72,0.06452986364,0.74,0.745,0.53,0.27,6428173.06422105,12.8625972811,36749.0,0.22,250819.0
2006-03-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.19,1.0,-0.06,0.06327316667,0.74,0.745,0.53,0.37,6428173.06422105,12.8625972811,47558.0,0.22,330200.0
2006-04-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.2,1.44,-0.45,0.06142243478,0.74,0.745,0.53,0.29,6428173.06422105,12.8625972811,171366.0,0.22,270149.0
2006-05-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.36,1.65,0.02,0.05957944444,0.74,0.745,0.53,0.12,6428173.06422105,12.8625972811,52139.0,0.2,314374.0
2006-06-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,1.32,1.75,0.38,0.05789063636,0.74,0.745,0.53,0.13,6428173.06422105,12.8625972811,55429.0,0.2,297170.0
2006-07-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.9,1.54,0.67,0.05608404762,0.74,0.745,0.53,0.21,6428173.06422105,12.8625972811,876147.0,0.21,322005.0
2006-08-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.47,1.73,0.17,0.05540461905,0.74,0.745,0.53,0.33,6428173.06422105,12.8625972811,62298.0,0.21,331806.0
2006-09-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.24,1.78,0.41,0.05429469565,0.74,0.745,0.53,0.44,6428173.06422105,12.8625972811,16553.0,0.22,310371.0
2006-10-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.11,2.0,0.24,0.0526018,0.74,0.745,0.53,0.6,6428173.06422105,12.8625972811,33913.0,0.22,321177.558
2006-11-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.21,2.33,0.81,0.05183728571,0.74,0.745,0.53,0.57,6428173.06422105,12.8625972811,-1.0,0.22,316305.0
2006-12-01,27214912.702796586,18919908.67836384,1.769108280291667,15360367.3074699,15383407.0,0.23,2.65,0.57,0.0507845,0.74,0.745,0.53,0.59,6428173.06422105,12.8625972811,147514.0,0.22,300099.0
2007-01-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.36,3.14,0.26,0.049164,0.74,0.745,0.53,0.69,6428173.06422105,11.9267021451,-1.0,0.22,314579.0
2007-02-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.45,0.44,0.43,0.04896572727,0.74,0.745,0.53,0.68,6529451.68540568,11.9267021451,40056.0,0.22,289157.0
2007-03-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.21,0.88,0.23,0.04827277778,0.74,0.745,0.53,0.6,6529451.68540568,11.9267021451,53756.0,0.22,358097.0
2007-04-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.27,1.26,0.22,0.04758977273,0.74,0.745,0.53,0.57,6529451.68540568,11.9267021451,191090.0,0.22,320731.0
2007-05-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.46,1.51,0.14,0.04703045,0.74,0.745,0.53,0.54,6529451.68540568,11.9267021451,75235.0,0.22,348055.0
2007-06-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,1.15,1.79,0.16,0.046503,0.74,0.745,0.53,0.48,6529451.68540568,11.9267021451,60542.0,0.22,339532.0
2007-07-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.92,2.08,0.26,0.0450878,0.74,0.745,0.53,0.39,6529451.68540568,11.9267021451,1035735.0,0.22,355153.0
2007-08-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.31,2.32,0.37,0.04400663636,0.74,0.745,0.53,0.3,6529451.68540568,11.9267021451,73413.0,0.22,393579.0
2007-09-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.26,2.8,1.39,0.04295447826,0.74,0.745,0.53,0.28,6529451.68540568,11.9267021451,30414.0,0.22,339874.0
2007-10-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.51,2.99,1.17,0.04220568421,0.74,0.745,0.53,0.4,6529451.68540568,11.9267021451,38222.0,0.24,385653.0
2007-11-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.51,3.3,0.75,0.04206336364,0.74,0.745,0.53,0.5,6529451.68540568,11.9267021451,-1.0,0.28,346513.0
2007-12-01,28473090.39738625,21135538.861004416,1.82968787495,14600095.4692996,15561720.0,0.36,3.69,1.05,0.042065,0.74,0.745,0.53,0.52,6529451.68540568,11.9267021451,242883.0,0.28,316174.0
2008-01-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,0.59,4.46,1.47,0.042065,0.74,0.745,0.53,0.47,6529451.68540568,10.2990812888,-1.0,0.28,352180.0
2008-02-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,0.38,0.54,0.99,0.04205845455,0.74,0.745,0.53,0.63,6647965.94362564,10.2990812888,48804.0,0.28,317254.0
2008-03-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,0.4,1.03,0.38,0.04206310526,0.74,0.745,0.53,0.65,6647965.94362564,10.2990812888,63784.0,0.28,340100.0
2008-04-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,0.66,1.52,0.7,0.0420614,0.74,0.745,0.53,0.7,6647965.94362564,10.2990812888,253318.0,0.28,364548.0
2008-05-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,0.87,2.08,1.12,0.04274185714,0.74,0.745,0.53,0.83,6647965.94362564,10.2990812888,71507.0,0.28,368811.0
2008-06-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,2.02,2.88,1.88,0.0436576,0.74,0.745,0.53,0.93,6647965.94362564,10.2990812888,85565.0,0.3,365331.0
2008-07-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,1.92,3.64,1.89,0.04529861905,0.74,0.745,0.53,1.14,6647965.94362564,10.2990812888,1180150.0,0.3,412269.0
2008-08-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,1.46,4.19,1.12,0.04627117391,0.74,0.745,0.53,1.33,6647965.94362564,10.2990812888,106391.0,0.3,391080.0
2008-09-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,1.18,4.48,-0.38,0.04822657143,0.74,0.745,0.53,1.42,6647965.94362564,10.2990812888,29203.0,0.3,370434.0
2008-10-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,0.95,4.76,0.36,0.04987840909,0.74,0.745,0.53,1.23,6647965.94362564,10.2990812888,44115.0,0.32,370647.0
2008-11-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,0.77,5.23,1.09,0.05083973913,0.74,0.745,0.53,1.22,6647965.94362564,10.2990812888,-1.0,0.34,338441.0
2008-12-01,28786331.649466585,22743954.8026225,1.8281641780916664,15482319.1192553,15420450.0,0.5,5.61,0.07,0.050753,0.74,0.745,0.53,1.24,6647965.94362564,10.2990812888,210943.0,0.34,309581.0
2009-01-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,0.17,5.9,-0.44,0.050823,0.74,0.745,0.53,1.13,6647965.94362564,9.6575909828,-1.0,0.34,306247.0
2009-02-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,0.33,0.48,0.01,0.04964833333,0.74,0.745,0.53,0.95,6773699.30541316,9.6575909828,32757.0,0.34,283758.0
2009-03-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,0.27,1.03,-0.13,0.047314,0.74,0.745,0.53,0.87,6773699.30541316,9.6575909828,66780.0,0.35,360756.0
2009-04-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,-0.25,1.23,-0.84,0.04392790909,0.74,0.745,0.53,0.82,6773699.30541316,9.6575909828,192371.0,0.36,327097.0
2009-05-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,-0.04,1.72,0.04,0.04181185,0.74,0.745,0.53,0.67,6773699.30541316,9.6575909828,84895.0,0.34,353812.0
2009-06-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,1.39,2.2,0.18,0.0384042,0.74,0.745,0.53,0.55,6773699.30541316,9.6575909828,85751.0,0.34,348866.0
2009-07-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,0.7,2.57,-0.32,0.03616333333,0.74,0.745,0.53,0.38,6773699.30541316,9.6575909828,1188204.0,0.34,357718.0
2009-08-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,0.26,2.81,-0.64,0.03422486957,0.74,0.745,0.53,0.19,6773699.30541316,9.6575909828,101062.0,0.34,340980.0
2009-09-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,-0.05,2.97,0.09,0.032927,0.74,0.745,0.53,0.02,6773699.30541316,9.6575909828,30010.0,0.34,341918.0
2009-10-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,0.15,3.21,0.25,0.032927,0.74,0.745,0.53,0.04,6773699.30541316,9.6575909828,41146.0,0.34,329733.0
2009-11-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,0.06,3.5,-0.04,0.032927,0.74,0.745,0.53,0.0,6773699.30541316,9.6575909828,28613.0,0.34,329229.0
2009-12-01,31006152.9691585,26648380.488320336,1.953468108225,15328644.5314064,15872362.0,0.29,3.93,0.07,0.032927,0.74,0.745,0.53,-0.07,6773699.30541316,9.6575909828,224885.0,0.34,286816.0
2010-01-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.1,4.31,-0.11,0.03292531818,0.74,0.745,0.53,-0.06,6773699.30541316,9.2489505959,-1.0,0.34,312944.0
2010-02-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.64,0.75,1.01,0.03292515,0.74,0.745,0.53,-0.02,6930862.75002851,9.2489505959,58658.0,0.34,276977.0
2010-03-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.36,1.54,1.09,0.032927,0.74,0.745,0.53,0.08,6930862.75002851,9.2489505959,64018.0,0.34,344264.0
2010-04-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.75,2.06,0.63,0.032927,0.74,0.745,0.53,0.18,6930862.75002851,9.2489505959,214221.0,0.34,307211.0
2010-05-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.84,2.65,0.72,0.0331908,0.74,0.745,0.53,0.29,6930862.75002851,9.2489505959,94166.0,0.34,356467.0
2010-06-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,1.81,3.09,1.57,0.03565185714,0.74,0.745,0.53,0.43,6930862.75002851,9.2489505959,96001.0,0.34,369496.0
2010-07-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,1.09,3.09,0.34,0.0376,0.74,0.745,0.53,0.6,6930862.75002851,9.2489505959,1264887.0,0.34,374629.0
2010-08-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.44,3.1,0.22,0.03897777273,0.74,0.745,0.53,0.67,6930862.75002851,9.2489505959,111801.0,0.34,399587.0
2010-09-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.14,3.14,1.1,0.040203,0.74,0.745,0.53,0.74,6930862.75002851,9.2489505959,46036.0,0.34,393905.0
2010-10-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.21,3.6,1.1,0.040203,0.74,0.745,0.53,0.85,6930862.75002851,9.2489505959,39391.0,0.34,366444.0
2010-11-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.2,4.38,1.03,0.040203,0.74,0.745,0.53,0.93,6930862.75002851,9.2489505959,66090.0,0.34,365448.0
2010-12-01,30094912.70002241,27756858.58958192,1.8797068273416664,18805361.6453748,16010429.0,0.37,5.25,1.58,0.040203,0.74,0.745,0.53,0.99,6930862.75002851,9.2489505959,256614.0,0.34,332539.0
2011-01-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.67,5.91,0.38,0.04020769565,0.835,0.782,0.675,1.23,6930862.75002851,9.2489505959,31632.0,0.34,328629.0
2011-02-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.41,0.83,0.98,0.04089519048,0.835,0.782,0.675,1.22,7102235.53510611,9.2489505959,60546.0,0.34,329562.0
2011-03-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.28,1.64,0.96,0.0420272,0.835,0.782,0.675,1.18,7102235.53510611,9.2489505959,72873.0,0.34,332044.0
2011-04-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.43,2.44,0.61,0.04364038095,0.835,0.782,0.675,1.15,7102235.53510611,9.2489505959,246942.0,0.34,326855.0
2011-05-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,1.06,3.23,0.5,0.04404368421,0.835,0.782,0.675,1.17,7102235.53510611,9.2489505959,103237.0,0.34,370477.0
2011-06-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,2.94,3.71,0.01,0.044698,0.835,0.782,0.675,1.11,7102235.53510611,9.2489505959,111254.0,0.34,384873.0
2011-07-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.37,3.87,-0.13,0.04533085714,0.835,0.782,0.675,0.91,7102235.53510611,9.2489505959,1336812.0,0.34,383865.0
2011-08-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.45,4.04,-0.05,0.04587866667,0.835,0.782,0.675,0.84,7102235.53510611,9.2489505959,133005.0,0.34,428420.0
2011-09-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.13,4.42,0.61,0.04646017391,0.835,0.782,0.675,0.78,7102235.53510611,9.2489505959,32515.0,0.34,389212.0
2011-10-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.14,4.97,0.75,0.04464585714,0.835,0.782,0.675,0.73,7102235.53510611,9.2489505959,59999.0,0.35,383725.0
2011-11-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.23,5.43,0.4,0.04391405,0.835,0.782,0.675,0.7,7102235.53510611,9.2489505959,68919.0,0.35,387800.0
2011-12-01,31617667.31017492,31617667.31017492,1.9670065556916667,21712090.2041022,15989929.0,0.72,5.97,0.43,0.042849,0.835,0.782,0.675,0.64,7102235.53510611,9.2489505959,266359.0,0.36,344792.0
2012-01-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.11,6.5,-0.16,0.04106463636,0.835,0.782,0.675,0.46,7102235.53510611,8.2631482924,35404.0,0.36,358567.0
2012-02-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.89,0.56,0.3,0.0403295,0.835,0.782,0.675,0.38,7283723.05855449,8.2631482924,63182.0,0.36,341167.0
2012-03-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.3,1.01,0.07,0.03927,0.835,0.782,0.675,0.3,7283723.05855449,8.2631482924,66006.0,0.36,413334.0
2012-04-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.51,1.22,0.56,0.037179,0.835,0.782,0.675,0.26,7283723.05855449,8.2631482924,241195.0,0.36,355482.0
2012-05-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.75,1.87,1.02,0.035474,0.835,0.782,0.675,0.25,7283723.05855449,8.2631482924,130807.0,0.364,419136.0
2012-06-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,1.88,2.24,0.91,0.03373136364,0.835,0.782,0.675,0.35,7283723.05855449,8.2631482924,100105.0,0.37,384891.0
2012-07-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.73,2.32,0.69,0.0319778,0.835,0.782,0.675,0.51,7283723.05855449,8.2631482924,1353859.0,0.362,435636.0
2012-08-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.67,2.76,1.52,0.03080763636,0.835,0.782,0.675,0.61,7283723.05855449,8.2631482924,147306.0,0.362,458944.0
2012-09-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.26,3.18,1.29,0.02997965217,0.835,0.782,0.675,0.79,7283723.05855449,8.2631482924,31010.0,0.362,393089.0
2012-10-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.22,3.77,0.88,0.028296,0.835,0.782,0.675,0.88,7283723.05855449,8.2631482924,105257.0,0.362,433678.0
2012-11-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.21,4.38,-0.31,0.02770736364,0.835,0.782,0.675,0.89,7283723.05855449,8.2631482924,62657.0,0.362,391653.0
2012-12-01,33564554.83526684,36356653.28207492,2.083114603,21907627.0544665,16112678.0,0.33,5.01,0.25,0.027371,0.835,0.782,0.675,0.84,7283723.05855449,8.2631482924,244590.0,0.362,348055.0
2013-01-01,34896436.1634515,40801777.0238,2.1499384779666664,23860891.7112164,16231365.0,0.16,5.84,0.66,0.02743595,0.83,0.782,0.7,0.88,7283723.05855449,6.8291569579,53357.0,0.362,368855.0
