data,Maranhão - PIB - Per Capita,Maranhão - PIB - Preços de Mercado,Maranhão - PIB - Estadual,Maranhão - PIB - Construção Civil,Maranhão - População,Maranhão - INCC (%),Maranhão - IPCA - Variação mensal durante o Plano Real (%),Maranhão - IGP-DI,Maranhão - Taxa Selic (%),Maranhão - IDH - Longevidade,Maranhão - IDH - Renda,Maranhão - IDH - Educação,Maranhão - NFSP - Fluxo Mensal (Milhões de reais),Maranhão - Estoque liquido de capital fixo - (R$),Maranhão - Desemprego,Maranhão - Produção de Cimento (t),Maranhão - Valor,Maranhão - Consumo de Cimento (t)
2005-01-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.51,7.6,0.52,0.06401773913,0.649,0.531,0.312,1.74,6261937.06181048,7.9065382833,424385.0,0.37,56124.0
2005-02-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.75,0.58,0.33,0.0654687619,0.649,0.531,0.312,1.57,6344077.42160595,7.9065382833,-1.0,0.36,39810.0
2005-03-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.44,1.17,0.4,0.06729072222,0.649,0.531,0.312,1.49,6344077.42160595,7.9065382833,51953.0,0.36,44937.0
2005-04-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.67,1.79,0.99,0.068961,0.649,0.531,0.312,1.37,6344077.42160595,7.9065382833,101806.0,0.35,41661.0
2005-05-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.72,2.68,0.51,0.07010755,0.649,0.531,0.312,1.37,6344077.42160595,7.9065382833,119349.0,0.32,47350.0
2005-06-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,2.09,3.18,-0.25,0.07106719048,0.649,0.531,0.312,1.18,6344077.42160595,7.9065382833,25309.0,0.32,50153.0
2005-07-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.76,3.16,-0.45,0.071533,0.649,0.531,0.312,0.95,6344077.42160595,7.9065382833,629405.0,0.3,53112.0
2005-08-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.11,3.42,-0.4,0.07145590476,0.649,0.531,0.312,0.76,6344077.42160595,7.9065382833,122040.0,0.33,51788.0
2005-09-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.02,3.59,-0.79,0.07154213043,0.649,0.531,0.312,0.55,6344077.42160595,7.9065382833,48183.0,0.29,46690.0
2005-10-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.24,3.95,-0.13,0.07107052381,0.649,0.531,0.312,0.29,6344077.42160595,7.9065382833,211002.0,0.27,45263.0
2005-11-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.19,4.73,0.63,0.0698922,0.649,0.531,0.312,0.25,6344077.42160595,7.9065382833,-1.0,0.27,44122.0
2005-12-01,2588245.5238133417,1674892.8746737083,0.4298337298833333,1782836.79664775,6021504.0,0.28,5.31,0.33,0.0686031,0.649,0.531,0.312,0.24,6344077.42160595,7.9065382833,17614.0,0.34,58448.0
2006-01-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.37,5.69,0.07,0.06651395455,0.649,0.531,0.312,0.25,6344077.42160595,7.5283381664,461455.0,0.341,60434.0
2006-02-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.34,0.59,0.72,0.06452986364,0.649,0.531,0.312,0.27,6428173.06422105,7.5283381664,-1.0,0.341,46215.0
2006-03-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.19,1.0,-0.06,0.06327316667,0.649,0.531,0.312,0.37,6428173.06422105,7.5283381664,50911.0,0.33,47645.0
2006-04-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.2,1.44,-0.45,0.06142243478,0.649,0.531,0.312,0.29,6428173.06422105,7.5283381664,85515.0,0.34,34471.0
2006-05-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.36,1.65,0.02,0.05957944444,0.649,0.531,0.312,0.12,6428173.06422105,7.5283381664,122103.0,0.326,48018.0
2006-06-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,1.32,1.75,0.38,0.05789063636,0.649,0.531,0.312,0.13,6428173.06422105,7.5283381664,27111.0,0.3248,51261.0
2006-07-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.9,1.54,0.67,0.05608404762,0.649,0.531,0.312,0.21,6428173.06422105,7.5283381664,810084.0,0.33,55481.0
2006-08-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.47,1.73,0.17,0.05540461905,0.649,0.531,0.312,0.33,6428173.06422105,7.5283381664,120302.0,0.35,67221.0
2006-09-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.24,1.78,0.41,0.05429469565,0.649,0.531,0.312,0.44,6428173.06422105,7.5283381664,30714.0,0.35,66365.0
2006-10-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.11,2.0,0.24,0.0526018,0.649,0.531,0.312,0.6,6428173.06422105,7.5283381664,226610.0,0.339,67593.0
2006-11-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.21,2.33,0.81,0.05183728571,0.649,0.531,0.312,0.57,6428173.06422105,7.5283381664,-1.0,0.339,72762.0
2006-12-01,2693621.0859972583,1872615.4119151835,0.4413365179333333,1531435.37063779,6103327.0,0.23,2.65,0.57,0.0507845,0.649,0.531,0.312,0.59,6428173.06422105,7.5283381664,16497.0,0.341,76473.0
2007-01-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.36,3.14,0.26,0.049164,0.649,0.531,0.312,0.69,6428173.06422105,8.4468949571,596943.0,0.34,66018.0
2007-02-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.45,0.44,0.43,0.04896572727,0.649,0.531,0.312,0.68,6529451.68540568,8.4468949571,-1.0,0.36,46901.0
2007-03-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.21,0.88,0.23,0.04827277778,0.649,0.531,0.312,0.6,6529451.68540568,8.4468949571,53822.0,0.3713,58996.0
2007-04-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.27,1.26,0.22,0.04758977273,0.649,0.531,0.312,0.57,6529451.68540568,8.4468949571,109909.0,0.3722,47399.0
2007-05-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.46,1.51,0.14,0.04703045,0.649,0.531,0.312,0.54,6529451.68540568,8.4468949571,149831.0,0.3603,60944.0
2007-06-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,1.15,1.79,0.16,0.046503,0.649,0.531,0.312,0.48,6529451.68540568,8.4468949571,32932.0,0.3568,67694.0
2007-07-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.92,2.08,0.26,0.0450878,0.649,0.531,0.312,0.39,6529451.68540568,8.4468949571,736559.0,0.3616,75379.0
2007-08-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.31,2.32,0.37,0.04400663636,0.649,0.531,0.312,0.3,6529451.68540568,8.4468949571,151418.0,0.3564,81215.0
2007-09-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.26,2.8,1.39,0.04295447826,0.649,0.531,0.312,0.28,6529451.68540568,8.4468949571,34997.0,0.3538,73794.0
2007-10-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.51,2.99,1.17,0.04220568421,0.649,0.531,0.312,0.4,6529451.68540568,8.4468949571,240433.0,0.342,81122.0
2007-11-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.51,3.3,0.75,0.04206336364,0.649,0.531,0.312,0.5,6529451.68540568,8.4468949571,-1.0,0.43,77051.0
2007-12-01,2988484.264383283,2218348.07616005,0.4832186760583333,3729984.62518131,6184538.0,0.36,3.69,1.05,0.042065,0.649,0.531,0.312,0.52,6529451.68540568,8.4468949571,15629.0,0.408,80334.0
2008-01-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,0.59,4.46,1.47,0.042065,0.649,0.531,0.312,0.47,6529451.68540568,8.2934455969,614622.0,0.408,76203.0
2008-02-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,0.38,0.54,0.99,0.04205845455,0.649,0.531,0.312,0.63,6647965.94362564,8.2934455969,-1.0,0.389,62689.0
2008-03-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,0.4,1.03,0.38,0.04206310526,0.649,0.531,0.312,0.65,6647965.94362564,8.2934455969,55484.0,0.369,59277.0
2008-04-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,0.66,1.52,0.7,0.0420614,0.649,0.531,0.312,0.7,6647965.94362564,8.2934455969,125743.0,0.3605,66515.0
2008-05-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,0.87,2.08,1.12,0.04274185714,0.649,0.531,0.312,0.83,6647965.94362564,8.2934455969,209213.0,0.3657,75316.0
2008-06-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,2.02,2.88,1.88,0.0436576,0.649,0.531,0.312,0.93,6647965.94362564,8.2934455969,32527.0,0.3672999999999999,73736.0
2008-07-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,1.92,3.64,1.89,0.04529861905,0.649,0.531,0.312,1.14,6647965.94362564,8.2934455969,888475.0,0.379,90155.0
2008-08-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,1.46,4.19,1.12,0.04627117391,0.649,0.531,0.312,1.33,6647965.94362564,8.2934455969,151149.0,0.39075,92746.0
2008-09-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,1.18,4.48,-0.38,0.04822657143,0.649,0.531,0.312,1.42,6647965.94362564,8.2934455969,62849.0,0.42075,94415.0
2008-10-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,0.95,4.76,0.36,0.04987840909,0.649,0.531,0.312,1.23,6647965.94362564,8.2934455969,308742.0,0.4445,92246.0
2008-11-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,0.77,5.23,1.09,0.05083973913,0.649,0.531,0.312,1.22,6647965.94362564,8.2934455969,-1.0,0.4422857142857143,90225.0
2008-12-01,2874978.1881521004,2271507.699073858,0.450519737325,1933948.40265348,6118995.0,0.5,5.61,0.07,0.050753,0.649,0.531,0.312,1.24,6647965.94362564,8.2934455969,38163.0,0.4766666666666667,89682.0
2009-01-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,0.17,5.9,-0.44,0.050823,0.649,0.531,0.312,1.13,6647965.94362564,6.6921704376,749039.0,0.4775555555555555,87597.0
2009-02-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,0.33,0.48,0.01,0.04964833333,0.649,0.531,0.312,0.95,6773699.30541316,6.6921704376,-1.0,0.4343428571428571,65820.0
2009-03-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,0.27,1.03,-0.13,0.047314,0.649,0.531,0.312,0.87,6773699.30541316,6.6921704376,50671.0,0.4475,73529.0
2009-04-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,-0.25,1.23,-0.84,0.04392790909,0.649,0.531,0.312,0.82,6773699.30541316,6.6921704376,101860.0,0.4231142857142857,60861.0
2009-05-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,-0.04,1.72,0.04,0.04181185,0.649,0.531,0.312,0.67,6773699.30541316,6.6921704376,194267.0,0.411475,74791.0
2009-06-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,1.39,2.2,0.18,0.0384042,0.649,0.531,0.312,0.55,6773699.30541316,6.6921704376,35526.0,0.415225,92624.0
2009-07-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,0.7,2.57,-0.32,0.03616333333,0.649,0.531,0.312,0.38,6773699.30541316,6.6921704376,944085.0,0.4336,112502.0
2009-08-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,0.26,2.81,-0.64,0.03422486957,0.649,0.531,0.312,0.19,6773699.30541316,6.6921704376,138542.0,0.4384,108962.0
2009-09-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,-0.05,2.97,0.09,0.032927,0.649,0.531,0.312,0.02,6773699.30541316,6.6921704376,66200.0,0.4346,122241.0
2009-10-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,0.15,3.21,0.25,0.032927,0.649,0.531,0.312,0.04,6773699.30541316,6.6921704376,284561.0,0.4396,105851.0
2009-11-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,0.06,3.5,-0.04,0.032927,0.649,0.531,0.312,0.0,6773699.30541316,6.6921704376,-1.0,0.4425,109385.0
2009-12-01,3280469.251708683,2819414.35581265,0.5202521611916667,2725505.3475187,6305539.0,0.29,3.93,0.07,0.032927,0.649,0.531,0.312,-0.07,6773699.30541316,6.6921704376,32493.0,0.4411,109423.0
2010-01-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.1,4.31,-0.11,0.03292531818,0.649,0.531,0.312,-0.06,6773699.30541316,8.3635083776,638912.0,0.4439,104353.0
2010-02-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.64,0.75,1.01,0.03292515,0.649,0.531,0.312,-0.02,6930862.75002851,8.3635083776,-1.0,0.458,95210.0
2010-03-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.36,1.54,1.09,0.032927,0.649,0.531,0.312,0.08,6930862.75002851,8.3635083776,58421.0,0.4509,106280.0
2010-04-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.75,2.06,0.63,0.032927,0.649,0.531,0.312,0.18,6930862.75002851,8.3635083776,135259.0,0.4509,90890.0
2010-05-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.84,2.65,0.72,0.0331908,0.649,0.531,0.312,0.29,6930862.75002851,8.3635083776,207523.0,0.4509,103744.0
2010-06-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,1.81,3.09,1.57,0.03565185714,0.649,0.531,0.312,0.43,6930862.75002851,8.3635083776,35998.0,0.47,114609.0
2010-07-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,1.09,3.09,0.34,0.0376,0.649,0.531,0.312,0.6,6930862.75002851,8.3635083776,986493.0,0.4633,129681.0
2010-08-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.44,3.1,0.22,0.03897777273,0.649,0.531,0.312,0.67,6930862.75002851,8.3635083776,171942.0,0.4767,120786.0
2010-09-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.14,3.14,1.1,0.040203,0.649,0.531,0.312,0.74,6930862.75002851,8.3635083776,70458.0,0.4867,122791.0
2010-10-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.21,3.6,1.1,0.040203,0.649,0.531,0.312,0.85,6930862.75002851,8.3635083776,280500.0,0.4884,127150.0
2010-11-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.2,4.38,1.03,0.040203,0.649,0.531,0.312,0.93,6930862.75002851,8.3635083776,24913.0,0.505,122642.0
2010-12-01,3339262.2421832583,3079837.139708392,0.5244526256833334,3450742.45195729,6367138.0,0.37,5.25,1.58,0.040203,0.649,0.531,0.312,0.99,6930862.75002851,8.3635083776,33123.0,0.5133,140605.0
2011-01-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.67,5.91,0.38,0.04020769565,0.757,0.612,0.562,1.23,6930862.75002851,8.3635083776,779842.0,0.515,94426.0
2011-02-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.41,0.83,0.98,0.04089519048,0.757,0.612,0.562,1.22,7102235.53510611,8.3635083776,-1.0,0.52,104158.0
2011-03-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.28,1.64,0.96,0.0420272,0.757,0.612,0.562,1.18,7102235.53510611,8.3635083776,74329.0,0.52,79061.0
2011-04-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.43,2.44,0.61,0.04364038095,0.757,0.612,0.562,1.15,7102235.53510611,8.3635083776,115358.0,0.52,95736.0
2011-05-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,1.06,3.23,0.5,0.04404368421,0.757,0.612,0.562,1.17,7102235.53510611,8.3635083776,228770.0,0.52,86758.0
2011-06-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,2.94,3.71,0.01,0.044698,0.757,0.612,0.562,1.11,7102235.53510611,8.3635083776,35410.0,0.52,97678.0
2011-07-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.37,3.87,-0.13,0.04533085714,0.757,0.612,0.562,0.91,7102235.53510611,8.3635083776,993649.0,0.52,106713.0
2011-08-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.45,4.04,-0.05,0.04587866667,0.757,0.612,0.562,0.84,7102235.53510611,8.3635083776,173841.0,0.5229,117029.0
2011-09-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.13,4.42,0.61,0.04646017391,0.757,0.612,0.562,0.78,7102235.53510611,8.3635083776,100603.0,0.5229,114554.0
2011-10-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.14,4.97,0.75,0.04464585714,0.757,0.612,0.562,0.73,7102235.53510611,8.3635083776,300288.0,0.5219,115920.0
2011-11-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.23,5.43,0.4,0.04391405,0.757,0.612,0.562,0.7,7102235.53510611,8.3635083776,61490.0,0.526,123896.0
2011-12-01,3425921.97046275,3425921.97046275,0.5187745029166667,3715268.56292705,6574789.0,0.72,5.97,0.43,0.042849,0.757,0.612,0.562,0.64,7102235.53510611,8.3635083776,38840.0,0.53,146087.0
2012-01-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.11,6.5,-0.16,0.04106463636,0.757,0.612,0.562,0.46,7102235.53510611,8.1242455752,857022.0,0.52,112020.0
2012-02-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.89,0.56,0.3,0.0403295,0.757,0.612,0.562,0.38,7283723.05855449,8.1242455752,-1.0,0.51,101538.0
2012-03-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.3,1.01,0.07,0.03927,0.757,0.612,0.562,0.3,7283723.05855449,8.1242455752,66807.0,0.52,120242.0
2012-04-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.51,1.22,0.56,0.037179,0.757,0.612,0.562,0.26,7283723.05855449,8.1242455752,123151.0,0.52,87994.0
2012-05-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.75,1.87,1.02,0.035474,0.757,0.612,0.562,0.25,7283723.05855449,8.1242455752,233097.0,0.46,115596.0
2012-06-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,1.88,2.24,0.91,0.03373136364,0.757,0.612,0.562,0.35,7283723.05855449,8.1242455752,77447.0,0.46,136142.0
2012-07-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.73,2.32,0.69,0.0319778,0.757,0.612,0.562,0.51,7283723.05855449,8.1242455752,1086654.0,0.465,130392.0
2012-08-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.67,2.76,1.52,0.03080763636,0.757,0.612,0.562,0.61,7283723.05855449,8.1242455752,186661.0,0.48,142590.0
2012-09-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.26,3.18,1.29,0.02997965217,0.757,0.612,0.562,0.79,7283723.05855449,8.1242455752,93886.0,0.48,127100.0
2012-10-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.22,3.77,0.88,0.028296,0.757,0.612,0.562,0.88,7283723.05855449,8.1242455752,275886.0,0.49,163534.0
2012-11-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.21,4.38,-0.31,0.02770736364,0.757,0.612,0.562,0.89,7283723.05855449,8.1242455752,52380.0,0.498,140197.0
2012-12-01,3530233.692934592,3823899.438221208,0.5312008200333334,3819269.91332022,6645761.0,0.33,5.01,0.25,0.027371,0.757,0.612,0.562,0.84,7283723.05855449,8.1242455752,153654.0,0.498,151425.0
2013-01-01,3776295.950896975,4415338.7080183085,0.5624246871499999,4229202.67627697,6714314.0,0.16,5.84,0.66,0.02743595,0.74,0.612,0.61,0.88,7283723.05855449,6.8261011017,819189.0,0.49,141106.0
