data,Goiás - PIB - Per Capita,Goiás - PIB - Preços de Mercado,Goiás - PIB - Estadual,Goiás - PIB - Construção Civil,Goiás - População,Goiás - INCC (%),Goiás - IPCA - Variação mensal durante o Plano Real (%),Goiás - IGP-DI,Goiás - Taxa Selic (%),Goiás - IDH - Longevidade,Goiás - IDH - Renda,Goiás - IDH - Educação,Goiás - NFSP - Fluxo Mensal (Milhões de reais),Goiás - Estoque liquido de capital fixo - (R$),Goiás - Desemprego,Goiás - Produção de Cimento (t),Goiás - Valor,Goiás - Consumo de Cimento (t)
2004-04-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,1.16,1.85,0.93,0.05956991304,0.773,0.686,0.439,1.24,6261937.06181048,8.7811043278,92944.0,0.23,120197.0
2004-05-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,0.59,2.23,1.15,0.0587633,0.773,0.686,0.439,1.21,6261937.06181048,8.7811043278,102557.0,0.24,122728.0
2004-06-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,1.83,2.75,1.46,0.0581277619,0.773,0.686,0.439,1.35,6261937.06181048,8.7811043278,30175.0,0.23,134224.0
2004-07-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,0.7,3.48,1.29,0.05822585714,0.773,0.686,0.439,1.59,6261937.06181048,8.7811043278,40786.0,0.23,132814.0
2004-08-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,1.12,4.42,1.14,0.05813868182,0.773,0.686,0.439,1.72,6261937.06181048,8.7811043278,111715.0,0.22,138662.0
2004-09-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,0.81,5.14,1.31,0.05843936364,0.773,0.686,0.439,1.83,6261937.06181048,8.7811043278,28659.0,0.23,149663.0
2004-10-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,0.58,5.49,0.48,0.05923480952,0.773,0.686,0.439,1.87,6261937.06181048,8.7811043278,201932.0,0.22,150623.0
2004-11-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,1.19,5.95,0.53,0.06031435,0.773,0.686,0.439,1.76,6261937.06181048,8.7811043278,143866.0,0.225000001,144087.0
2004-12-01,5558267.99417425,3338070.16562935,1.047453300625,3254422.38273926,5306459.0,0.71,6.68,0.82,0.0621806,0.773,0.686,0.439,1.71,6261937.06181048,8.7811043278,19753.0,0.22,126835.0
2005-01-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.51,7.6,0.52,0.06401773913,0.773,0.686,0.439,1.74,6261937.06181048,7.7414343354,453841.0,0.22,121831.0
2005-02-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.75,0.58,0.33,0.0654687619,0.773,0.686,0.439,1.57,6344077.42160595,7.7414343354,-1.0,0.21545,115210.0
2005-03-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.44,1.17,0.4,0.06729072222,0.773,0.686,0.439,1.49,6344077.42160595,7.7414343354,-1.0,0.2184,122721.0
2005-04-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.67,1.79,0.99,0.068961,0.773,0.686,0.439,1.37,6344077.42160595,7.7414343354,127628.0,0.21,130262.0
2005-05-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.72,2.68,0.51,0.07010755,0.773,0.686,0.439,1.37,6344077.42160595,7.7414343354,112202.0,0.2145,139268.0
2005-06-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,2.09,3.18,-0.25,0.07106719048,0.773,0.686,0.439,1.18,6344077.42160595,7.7414343354,25280.0,0.2,152638.0
2005-07-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.76,3.16,-0.45,0.071533,0.773,0.686,0.439,0.95,6344077.42160595,7.7414343354,56479.0,0.21,150876.0
2005-08-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.11,3.42,-0.4,0.07145590476,0.773,0.686,0.439,0.76,6344077.42160595,7.7414343354,122576.0,0.1971,176088.0
2005-09-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.02,3.59,-0.79,0.07154213043,0.773,0.686,0.439,0.55,6344077.42160595,7.7414343354,29815.0,0.2048,165396.0
2005-10-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.24,3.95,-0.13,0.07107052381,0.773,0.686,0.439,0.29,6344077.42160595,7.7414343354,185165.0,0.2048,162546.0
2005-11-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.19,4.73,0.63,0.0698922,0.773,0.686,0.439,0.25,6344077.42160595,7.7414343354,144724.0,0.2048,156234.0
2005-12-01,5863805.408834816,3794557.281127125,1.064550579875,4094499.57509726,5508245.0,0.28,5.31,0.33,0.0686031,0.773,0.686,0.439,0.24,6344077.42160595,7.7414343354,16080.0,0.2,123830.0
2006-01-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.37,5.69,0.07,0.06651395455,0.773,0.686,0.439,0.25,6344077.42160595,9.8099049786,452599.0,0.201,147233.0
2006-02-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.34,0.59,0.72,0.06452986364,0.773,0.686,0.439,0.27,6428173.06422105,9.8099049786,-1.0,0.201,119408.0
2006-03-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.19,1.0,-0.06,0.06327316667,0.773,0.686,0.439,0.37,6428173.06422105,9.8099049786,-1.0,0.2,141839.0
2006-04-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.2,1.44,-0.45,0.06142243478,0.773,0.686,0.439,0.29,6428173.06422105,9.8099049786,113504.0,0.199,112504.0
2006-05-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.36,1.65,0.02,0.05957944444,0.773,0.686,0.439,0.12,6428173.06422105,9.8099049786,105953.0,0.2,154131.0
2006-06-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,1.32,1.75,0.38,0.05789063636,0.773,0.686,0.439,0.13,6428173.06422105,9.8099049786,28757.0,0.21,148657.0
2006-07-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.9,1.54,0.67,0.05608404762,0.773,0.686,0.439,0.21,6428173.06422105,9.8099049786,50057.0,0.21,155052.0
2006-08-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.47,1.73,0.17,0.05540461905,0.773,0.686,0.439,0.33,6428173.06422105,9.8099049786,171476.0,0.2,166656.0
2006-09-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.24,1.78,0.41,0.05429469565,0.773,0.686,0.439,0.44,6428173.06422105,9.8099049786,38016.0,0.2,158784.0
2006-10-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.11,2.0,0.24,0.0526018,0.773,0.686,0.439,0.6,6428173.06422105,9.8099049786,219315.0,0.2,165031.0
2006-11-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.21,2.33,0.81,0.05183728571,0.773,0.686,0.439,0.57,6428173.06422105,9.8099049786,126442.0,0.2,143822.0
2006-12-01,5730011.728230417,3983525.496039266,1.0195900986166666,3810644.33850594,5619917.0,0.23,2.65,0.57,0.0507845,0.773,0.686,0.439,0.59,6428173.06422105,9.8099049786,19359.0,0.2,117025.0
2007-01-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.36,3.14,0.26,0.049164,0.773,0.686,0.439,0.69,6428173.06422105,7.6488402593,564212.0,0.2,136126.0
2007-02-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.45,0.44,0.43,0.04896572727,0.773,0.686,0.439,0.68,6529451.68540568,7.6488402593,-1.0,0.2,108339.0
2007-03-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.21,0.88,0.23,0.04827277778,0.773,0.686,0.439,0.6,6529451.68540568,7.6488402593,-1.0,0.2,156805.0
2007-04-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.27,1.26,0.22,0.04758977273,0.773,0.686,0.439,0.57,6529451.68540568,7.6488402593,116474.0,0.2,153463.0
2007-05-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.46,1.51,0.14,0.04703045,0.773,0.686,0.439,0.54,6529451.68540568,7.6488402593,155076.0,0.2,174670.0
2007-06-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,1.15,1.79,0.16,0.046503,0.773,0.686,0.439,0.48,6529451.68540568,7.6488402593,29540.0,0.19,171606.0
2007-07-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.92,2.08,0.26,0.0450878,0.773,0.686,0.439,0.39,6529451.68540568,7.6488402593,65191.0,0.19,182293.0
2007-08-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.31,2.32,0.37,0.04400663636,0.773,0.686,0.439,0.3,6529451.68540568,7.6488402593,148222.0,0.19,190437.0
2007-09-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.26,2.8,1.39,0.04295447826,0.773,0.686,0.439,0.28,6529451.68540568,7.6488402593,36879.0,0.2,169326.0
2007-10-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.51,2.99,1.17,0.04220568421,0.773,0.686,0.439,0.4,6529451.68540568,7.6488402593,228563.0,0.22,190929.0
2007-11-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.51,3.3,0.75,0.04206336364,0.773,0.686,0.439,0.5,6529451.68540568,7.6488402593,166012.0,0.27,173577.0
2007-12-01,6091934.989646842,4522035.610304275,1.063025223675,3922399.74384649,5730753.0,0.36,3.69,1.05,0.042065,0.773,0.686,0.439,0.52,6529451.68540568,7.6488402593,17395.0,0.27,136198.0
2008-01-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,0.59,4.46,1.47,0.042065,0.773,0.686,0.439,0.47,6529451.68540568,8.2177727616,622987.0,0.27,165609.0
2008-02-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,0.38,0.54,0.99,0.04205845455,0.773,0.686,0.439,0.63,6647965.94362564,8.2177727616,-1.0,0.27,144551.0
2008-03-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,0.4,1.03,0.38,0.04206310526,0.773,0.686,0.439,0.65,6647965.94362564,8.2177727616,-1.0,0.27,144731.0
2008-04-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,0.66,1.52,0.7,0.0420614,0.773,0.686,0.439,0.7,6647965.94362564,8.2177727616,143139.0,0.276,201717.0
2008-05-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,0.87,2.08,1.12,0.04274185714,0.773,0.686,0.439,0.83,6647965.94362564,8.2177727616,194282.0,0.2785,186669.0
2008-06-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,2.02,2.88,1.88,0.0436576,0.773,0.686,0.439,0.93,6647965.94362564,8.2177727616,31850.0,0.285,202288.0
2008-07-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,1.92,3.64,1.89,0.04529861905,0.773,0.686,0.439,1.14,6647965.94362564,8.2177727616,64874.0,0.295,234803.0
2008-08-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,1.46,4.19,1.12,0.04627117391,0.773,0.686,0.439,1.33,6647965.94362564,8.2177727616,151510.0,0.305,223675.0
2008-09-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,1.18,4.48,-0.38,0.04822657143,0.773,0.686,0.439,1.42,6647965.94362564,8.2177727616,61046.0,0.3414,227864.0
2008-10-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,0.95,4.76,0.36,0.04987840909,0.773,0.686,0.439,1.23,6647965.94362564,8.2177727616,298535.0,0.35,228085.0
2008-11-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,0.77,5.23,1.09,0.05083973913,0.773,0.686,0.439,1.22,6647965.94362564,8.2177727616,179032.0,0.37,193081.0
2008-12-01,6675153.418595132,5274009.536950217,1.1400986659833332,5073435.65187399,5647035.0,0.5,5.61,0.07,0.050753,0.773,0.686,0.439,1.24,6647965.94362564,8.2177727616,29621.0,0.3708,157543.0
2009-01-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,0.17,5.9,-0.44,0.050823,0.773,0.686,0.439,1.13,6647965.94362564,7.2167754154,726935.0,0.3669,176151.0
2009-02-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,0.33,0.48,0.01,0.04964833333,0.773,0.686,0.439,0.95,6773699.30541316,7.2167754154,-1.0,0.37,155509.0
2009-03-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,0.27,1.03,-0.13,0.047314,0.773,0.686,0.439,0.87,6773699.30541316,7.2167754154,-1.0,0.36,188291.0
2009-04-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,-0.25,1.23,-0.84,0.04392790909,0.773,0.686,0.439,0.82,6773699.30541316,7.2167754154,128641.0,0.35,179374.0
2009-05-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,-0.04,1.72,0.04,0.04181185,0.773,0.686,0.439,0.67,6773699.30541316,7.2167754154,170172.0,0.335,189722.0
2009-06-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,1.39,2.2,0.18,0.0384042,0.773,0.686,0.439,0.55,6773699.30541316,7.2167754154,29231.0,0.329,204207.0
2009-07-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,0.7,2.57,-0.32,0.03616333333,0.773,0.686,0.439,0.38,6773699.30541316,7.2167754154,62256.0,0.325,227886.0
2009-08-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,0.26,2.81,-0.64,0.03422486957,0.773,0.686,0.439,0.19,6773699.30541316,7.2167754154,153416.0,0.325,208828.0
2009-09-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,-0.05,2.97,0.09,0.032927,0.773,0.686,0.439,0.02,6773699.30541316,7.2167754154,54464.0,0.312,215777.0
2009-10-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,0.15,3.21,0.25,0.032927,0.773,0.686,0.439,0.04,6773699.30541316,7.2167754154,288174.0,0.33,215588.0
2009-11-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,0.06,3.5,-0.04,0.032927,0.773,0.686,0.439,0.0,6773699.30541316,7.2167754154,160491.0,0.33,201328.0
2009-12-01,7027082.626335517,6039458.417679875,1.2022392878583334,4565474.28193802,5844996.0,0.29,3.93,0.07,0.032927,0.773,0.686,0.439,-0.07,6773699.30541316,7.2167754154,37823.0,0.326,173056.0
2010-01-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.1,4.31,-0.11,0.03292531818,0.773,0.686,0.439,-0.06,6773699.30541316,8.5067968461,656769.0,0.326,183135.0
2010-02-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.64,0.75,1.01,0.03292515,0.773,0.686,0.439,-0.02,6930862.75002851,8.5067968461,-1.0,0.329,176275.0
2010-03-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.36,1.54,1.09,0.032927,0.773,0.686,0.439,0.08,6930862.75002851,8.5067968461,-1.0,0.327,217929.0
2010-04-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.75,2.06,0.63,0.032927,0.773,0.686,0.439,0.18,6930862.75002851,8.5067968461,152983.0,0.328,196222.0
2010-05-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.84,2.65,0.72,0.0331908,0.773,0.686,0.439,0.29,6930862.75002851,8.5067968461,187054.0,0.34,216849.0
2010-06-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,1.81,3.09,1.57,0.03565185714,0.773,0.686,0.439,0.43,6930862.75002851,8.5067968461,36903.0,0.339,224206.0
2010-07-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,1.09,3.09,0.34,0.0376,0.773,0.686,0.439,0.6,6930862.75002851,8.5067968461,80262.0,0.34,247363.0
2010-08-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.44,3.1,0.22,0.03897777273,0.773,0.686,0.439,0.67,6930862.75002851,8.5067968461,195597.0,0.34,254223.0
2010-09-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.14,3.14,1.1,0.040203,0.773,0.686,0.439,0.74,6930862.75002851,8.5067968461,62898.0,0.34,258609.0
2010-10-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.21,3.6,1.1,0.040203,0.773,0.686,0.439,0.85,6930862.75002851,8.5067968461,302748.0,0.34,240714.0
2010-11-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.2,4.38,1.03,0.040203,0.773,0.686,0.439,0.93,6930862.75002851,8.5067968461,197055.0,0.34,228358.0
2010-12-01,7418175.796978333,6841862.564673041,1.2517381497666666,5569872.99717651,5926300.0,0.37,5.25,1.58,0.040203,0.773,0.686,0.439,0.99,6930862.75002851,8.5067968461,38831.0,0.332,213644.0
2011-01-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.67,5.91,0.38,0.04020769565,0.827,0.742,0.646,1.23,6930862.75002851,8.5067968461,756129.0,0.34,203609.0
2011-02-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.41,0.83,0.98,0.04089519048,0.827,0.742,0.646,1.22,7102235.53510611,8.5067968461,-1.0,0.34,213322.0
2011-03-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.28,1.64,0.96,0.0420272,0.827,0.742,0.646,1.18,7102235.53510611,8.5067968461,-1.0,0.332,211721.0
2011-04-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.43,2.44,0.61,0.04364038095,0.827,0.742,0.646,1.15,7102235.53510611,8.5067968461,126380.0,0.332,219587.0
2011-05-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,1.06,3.23,0.5,0.04404368421,0.827,0.742,0.646,1.17,7102235.53510611,8.5067968461,206371.0,0.336,257807.0
2011-06-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,2.94,3.71,0.01,0.044698,0.827,0.742,0.646,1.11,7102235.53510611,8.5067968461,35314.0,0.332,256634.0
2011-07-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.37,3.87,-0.13,0.04533085714,0.827,0.742,0.646,0.91,7102235.53510611,8.5067968461,85147.0,0.332,256767.0
2011-08-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.45,4.04,-0.05,0.04587866667,0.827,0.742,0.646,0.84,7102235.53510611,8.5067968461,181710.0,0.332,275628.0
2011-09-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.13,4.42,0.61,0.04646017391,0.827,0.742,0.646,0.78,7102235.53510611,8.5067968461,81401.0,0.332,273387.0
2011-10-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.14,4.97,0.75,0.04464585714,0.827,0.742,0.646,0.73,7102235.53510611,8.5067968461,294166.0,0.332,264747.0
2011-11-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.23,5.43,0.4,0.04391405,0.827,0.742,0.646,0.7,7102235.53510611,8.5067968461,192979.0,0.336,252835.0
2011-12-01,7770499.977130792,7770499.977130792,1.2624147704916666,7640437.82722611,6003788.0,0.72,5.97,0.43,0.042849,0.827,0.742,0.646,0.64,7102235.53510611,8.5067968461,36111.0,0.336,215663.0
2012-01-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.11,6.5,-0.16,0.04106463636,0.827,0.742,0.646,0.46,7102235.53510611,4.9445703739,796927.0,0.34,201406.0
2012-02-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.89,0.56,0.3,0.0403295,0.827,0.742,0.646,0.38,7283723.05855449,4.9445703739,-1.0,0.3444,213861.0
2012-03-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.3,1.01,0.07,0.03927,0.827,0.742,0.646,0.3,7283723.05855449,4.9445703739,-1.0,0.344,260800.0
2012-04-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.51,1.22,0.56,0.037179,0.827,0.742,0.646,0.26,7283723.05855449,4.9445703739,157006.0,0.344,239530.0
2012-05-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.75,1.87,1.02,0.035474,0.827,0.742,0.646,0.25,7283723.05855449,4.9445703739,221181.0,0.35,275540.0
2012-06-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,1.88,2.24,0.91,0.03373136364,0.827,0.742,0.646,0.35,7283723.05855449,4.9445703739,77980.0,0.35,263354.0
2012-07-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.73,2.32,0.69,0.0319778,0.827,0.742,0.646,0.51,7283723.05855449,4.9445703739,85103.0,0.35,285048.0
2012-08-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.67,2.76,1.52,0.03080763636,0.827,0.742,0.646,0.61,7283723.05855449,4.9445703739,219303.0,0.35,304636.0
2012-09-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.26,3.18,1.29,0.02997965217,0.827,0.742,0.646,0.79,7283723.05855449,4.9445703739,87822.0,0.3518,256993.0
2012-10-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.22,3.77,0.88,0.028296,0.827,0.742,0.646,0.88,7283723.05855449,4.9445703739,284437.0,0.355,298108.0
2012-11-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.21,4.38,-0.31,0.02770736364,0.827,0.742,0.646,0.89,7283723.05855449,4.9445703739,183933.0,0.3628,241450.0
2012-12-01,8087780.502739999,8760569.982316166,1.330070423075,8044921.92975556,6080716.0,0.33,5.01,0.25,0.027371,0.827,0.742,0.646,0.84,7283723.05855449,4.9445703739,161029.0,0.3628,220807.0
2013-01-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.16,5.84,0.66,0.02743595,0.81,0.742,0.7,0.88,7283723.05855449,4.9233869482,697427.0,0.3628,233819.0
2013-02-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.65,0.86,0.31,0.02726,0.81,0.742,0.7,0.98,7469859.82561107,4.9233869482,-1.0,0.3628,222267.0
2013-03-01,8729180.201330999,10206373.582306,1.4182267870416665,7602583.60586423,6154996.0,0.6,1.47,0.2,0.0273115,0.81,0.742,0.7,1.0,7469859.82561107,8.0,-1.0,0.362,234942.0
