,Bahia - value,Bahia - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Bahia - IDH,Bahia - Produção de Cimento (t),Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - Desemprego
2018-10,0.4888876225380872,276.879,0.3141753154888939,4174.914508493512,2.10797519196202,0.4924006386818098,0.7177542561347128,199774644.60932392,7746272.291921233,0.4151525802856482,0.7001943027514921,95.3856205184842,155444541.37639552,8241755.47654,8.791746077859568,125544616.0543058,15.579405123697814
2018-11,0.4900210656764192,255.774,0.3212989509448,5007.894545671494,2.054724183351228,0.5213270862341408,0.7723522886923776,199845040.98954928,7743418.819847254,0.4341143590809063,0.7001247587993751,95.35094021738615,155346306.6805264,8242469.704401295,8.78981226961768,125516963.7605482,15.578136947396596
2018-12,0.4915775556108917,208.326,0.3517183793100564,6196.877278409354,2.0126469916832392,0.4659682830233899,0.8188839179929231,199915437.36977464,7740565.347773276,0.4462102421398145,0.700055214847258,95.3615493467452,155248071.9846573,8243183.932262589,8.787878461375794,125489311.4667906,15.57686877109538
2019-1,0.4932784520014204,291.428,0.3530778978870197,4628.979909058911,1.984242274075146,0.4726719624590187,0.8964654073710557,199985833.75,7737711.875699298,0.4625053223582739,0.6999856708951409,96.35486222886114,155149837.28878814,8243898.160123884,8.785944653133907,125461659.173033,15.57560059479416
2019-2,0.495180269067213,249.43,0.363540940595364,5916.697911939956,1.962208936108535,0.3842518567336596,0.9613539894886018,200071297.0347222,7733993.9752234975,0.492198592675812,0.6998491987049525,96.06840238119128,155001074.6862591,8245888.426885214,8.784210613303486,125434045.14484338,15.570592802254575
2019-3,0.4974856751478275,241.612,0.3734846407574057,5520.432988796697,1.9416080807058884,0.4924000719487673,0.9922348162286888,200156760.31944445,7730276.074747696,0.518818874802468,0.6997127265147642,96.30513302753668,154852312.08373007,8247878.693646543,8.782476573473064,125406431.11665374,15.565585009714995
2019-4,0.5000637225837361,252.303,0.3643719899254779,5055.185180977277,1.9170839767672327,0.5416400033512607,1.0281222722573198,200242223.6041667,7726558.174271896,0.5335376321688695,0.6995762543245758,96.39288773592745,154703549.48120102,8249868.960407872,8.780742533642641,125378817.08846413,15.560577217175412
2019-5,0.5017280477603974,281.912,0.3693162019411377,5539.336630210192,1.896664638848358,0.4591651631549122,1.0918504238017774,200327686.8888889,7722840.273796095,0.5740445809008098,0.6994397821343875,96.829365501582,154554786.87867197,8251859.227169202,8.77900849381222,125351203.06027448,15.555569424635827
2019-6,0.5033960537877954,200.213,0.3773027071398842,6184.950447162058,1.8758899421225184,0.5069460202278294,1.0993189754324773,200413150.1736111,7719122.373320294,0.6213386407393423,0.6993033099441992,97.04250026023288,154406024.27614295,8253849.493930532,8.7772744539818,125323589.03208484,15.550561632096247
2019-7,0.5050535653010962,270.511,0.3968803885128472,6076.306190415794,1.8584015680579875,0.5416402379990359,1.129155636153343,200498613.4583333,7715404.472844493,0.6254767746825313,0.6991668377540109,97.74465939094588,154257261.6736139,8255839.760691861,8.775540414151378,125295975.0038952,15.545553839556664
2019-8,0.5064421692156235,281.466,0.4112473840791077,6518.883661201889,1.8368841913676568,0.5528454811903901,1.1398350320060624,200584076.7430556,7711686.572368692,0.6280714951608086,0.6990303655638226,98.26291979384828,154108499.07108486,8257830.02745319,8.773806374320955,125268360.97570558,15.54054604701708
2019-9,0.5078429211791473,285.535,0.4335809238132643,6534.19896978769,1.8140248078306704,0.5170200097356242,1.1526577758374856,200669540.0277778,7707968.671892891,0.6350086612279392,0.6988938933736343,98.65847548421584,153959736.46855584,8259820.29421452,8.772072334490534,125240746.94751592,15.5355382544775
2019-10,0.5096091582497175,328.259,0.4614308374651361,6135.62651489552,1.8103247511179177,0.4677800246949096,1.1888992178340692,200755003.3125,7704250.77141709,0.6484238153125712,0.698757421183446,99.06289083023604,153810973.8660268,8261810.56097585,8.770338294660114,125213132.9193263,15.530530461937916
2019-11,0.5112689669009118,298.078,0.4809638474333891,6503.475784678591,1.810689208343592,0.4677418581264003,1.1803986463970102,200840466.59722224,7700532.870941289,0.6639459805518665,0.6986209489932576,98.74189307163996,153662211.26349774,8263800.827737179,8.768604254829691,125185518.89113668,15.525522669398333
2019-12,0.5140811636267691,264.838,0.4880707035029974,6710.139809282732,1.7951280687733866,0.3766537864405559,1.202625124119571,200925929.88194448,7696814.970465488,0.6762702364056034,0.6984844768030692,98.71907888863,153513448.66096872,8265791.094498508,8.766870214999269,125157904.86294705,15.520514876858751
2020-1,0.5160734401900384,300.311,0.4780868565346471,4984.273772200346,1.7837222660281933,0.2398557382708152,1.2222336051272034,201011393.1666667,7693097.069989687,0.6928135217641951,0.6983480046128809,98.90025637478216,153364686.05843967,8267781.361259838,8.765136175168848,125130290.8347574,15.515507084319168
2020-2,0.5185040400854536,281.721,0.4968243101177078,6490.848993717848,1.7763512522940854,0.2942875310275005,1.2657379352792728,201096856.4513889,7688496.775112735,0.6994082193998664,0.6981536713144937,99.07662988141824,153139544.1451324,8272501.867552404,8.763559196702964,125103446.37576836,15.509199975389306
2020-3,0.5214145850732977,247.497,0.5276436406795595,6329.11280018142,1.7700682300548114,0.2104204358004741,1.3297197270360337,201182319.7361112,7683896.480235783,0.7169917132426514,0.6979593380161064,99.20562229557116,152914402.23182508,8277222.37384497,8.761982218237078,125076601.91677932,15.502892866459442
2020-4,0.5249134443473846,240.954,0.5514832563935487,5438.685662277439,1.7717423485518018,0.1578407014561246,1.3210770153367604,201267783.0208333,7679296.185358832,0.7381890794574598,0.6977650047177191,99.64247211350876,152689260.3185178,8281942.880137537,8.760405239771192,125049757.45779026,15.49658575752958
2020-5,0.5291865596715445,305.922,0.571727246976676,4325.890384068123,1.7713994319371078,0.2754963631200595,1.3505721385223486,201353246.3055556,7674695.890481881,0.7878267480042566,0.6975706714193318,100.66236513673988,152464118.4052105,8286663.386430103,8.758828261305307,125022912.9988012,15.490278648599716
2020-6,0.5341540000476966,345.722,0.5981822358469298,1859.7867737551896,1.7727879108405782,0.3347220846311685,1.3583103027460413,201438709.5902778,7670095.595604929,0.8361031042589587,0.6973763381209446,100.91950650974896,152238976.49190322,8291383.89272267,8.757251282839423,124996068.53981216,15.483971539669854
2020-7,0.5401322878842252,358.056,0.5846634058109625,-1737.9750802210497,1.776429863318404,0.2004611697409919,1.334950106776097,201524172.875,7665495.300727977,0.856374097154075,0.6971820048225573,101.09294601642718,152013834.57859594,8296104.399015237,8.755674304373537,124969224.08082312,15.477664430739992
2020-8,0.545584338483847,354.65,0.5757778987470635,-2734.252564575232,1.7880861649796354,0.1644387410398967,1.2921362058754833,201609636.15972224,7660895.005851026,0.8443634754934383,0.6969876715241701,101.2695001827224,151788692.66528863,8300824.905307802,8.75409732590765,124942379.62183404,15.471357321810128
2020-9,0.5506874528354364,365.171,0.5706773693369174,-5200.964446734573,1.8026901607290144,0.1497039821422163,1.2020547228889855,201695099.44444445,7656294.710974074,0.8412736310867062,0.6967933382257828,101.4765939294374,151563550.75198135,8305545.411600369,8.752520347441767,124915535.16284502,15.465050212880266
2020-10,0.5556197256584894,376.053,0.5750107618212407,-7513.441905598956,1.8088117232622245,0.1656019320983441,1.1328306028435855,201780562.7291667,7651694.416097123,0.8293563546603034,0.6965990049273956,101.98383818607796,151338408.83867404,8310265.917892936,8.750943368975882,124888690.70385596,15.458743103950402
2020-11,0.560728544089518,320.599,0.5711502607259824,-7678.204281396761,1.8051553259418207,0.1598002799706606,1.0625260384907056,201866026.0138889,7647094.121220171,0.8098503092393781,0.6964046716290082,102.17598548541658,151113266.92536676,8314986.424185501,8.749366390509996,124861846.24486692,15.45243599502054
2020-12,0.5658205334448874,307.244,0.5707390629664149,-8108.751196234888,1.809653920688568,0.3768834491533229,1.0208969313437328,201951489.2986112,7642493.82634322,0.7932326755691429,0.696210338330621,102.53208845007028,150888125.01205945,8319706.930478068,8.74778941204411,124835001.78587788,15.446128886090676
2021-1,0.567755189929864,340.652,0.5584741789594017,-11364.899736533753,1.814490796790717,0.1494165017219891,1.0107339316161985,202036952.5833333,7637893.531466268,0.802404657006611,0.6960160050322337,102.85016402409934,150662983.09875217,8324427.436770635,8.746212433578226,124808157.3268888,15.439821777160814
2021-2,0.5694579969055727,287.87,0.5747067561241442,-10055.969117056047,1.8165366850094025,0.3075207752591355,0.95449451374365,202122415.86805555,,0.8077728270418228,0.6960540050703568,102.97991861600012,150389581.27963108,8329950.043497518,8.744259355793696,124773948.12483904,15.437918665404624
2021-3,0.5710087735304409,354.238,0.5759550380737111,-10681.371097239642,1.816216843150236,0.7502012734111935,0.892109626483549,202207879.1527778,,0.7911064588115583,0.6960920051084797,103.46005850406122,150116179.46051002,8335472.6502244,8.742306278009167,124739738.92278925,15.436015553648431
2021-4,0.5721761484618422,306.242,0.5735564747536357,-11291.78832348528,1.8089639607511407,0.2093577607665472,0.825168296080587,202293342.4375,,0.7858485486520173,0.6961300051466026,103.63874703696312,149842777.64138892,8340995.256951282,8.740353200224636,124705529.72073948,15.43411244189224
2021-5,0.5730736160604772,323.174,0.5761928928113532,-11137.018153234196,1.80696151144469,0.4520794256980545,0.7281692353422864,202378805.72222224,,0.788988536495998,0.6961680051847257,104.02091990828126,149569375.82226783,8346517.863678165,8.738400122440106,124671320.51868968,15.432209330136049
2021-6,0.5746089459293274,313.848,0.5752151758047193,-11593.707790184802,1.810436957824208,0.2653548542873458,0.6217675784349498,202464269.00694445,,0.7607078967771884,0.6962060052228487,104.24276814816452,149295974.00314674,8352040.470405048,8.736447044655577,124637111.31663992,15.430306218379858
2021-7,0.5761951801691098,342.059,0.5803881044104545,-12660.940095131144,1.820325672430364,0.1386530156645338,0.6016134682921431,202549732.2916667,,0.7307097337489749,0.6962440052609716,104.44803091092872,149022572.18402565,8357563.07713193,8.734493966871046,124602902.11459014,15.428403106623666
2021-8,0.5782668093163567,347.869,0.5761249700693254,-12926.932236923987,1.833834327621637,0.4169925815107005,0.5622758730296696,202635195.5763889,,0.7303668725981315,0.6962820052990946,104.51721145802414,148749170.36490458,8363085.683858812,8.732540889086517,124568692.91254036,15.426499994867472
2021-9,0.5802540955517839,348.888,0.5732583602039819,-13554.880376356945,1.8668333099941672,0.5032112336587773,0.5648741379057796,202720658.8611111,,0.7396834288490177,0.6963200053372176,104.42894903607912,148475768.5457835,8368608.290585695,8.730587811301987,124534483.71049055,15.424596883111285
2021-10,0.5824198717036921,325.674,0.5630978101265887,-13970.949207112788,1.9052579733036263,0.2150355801013577,0.5760888293945896,202806122.1458333,,0.7482567159379947,0.6963580053753406,104.3116008973084,148202366.7266624,8374130.897312578,8.728634733517458,124500274.5084408,15.422693771355092
2021-11,0.5842206765762624,311.751,0.549487688796078,-13709.720991139484,1.959848447225784,0.3648852156762001,0.5405079259370922,202891585.43055555,,0.7479432847949268,0.6963960054134636,104.01626697531844,147928964.90754133,8379653.50403946,8.726681655732929,124466065.306391,15.4207906595989
2021-12,0.5862577680965763,260.27,0.5415832014189058,-14102.464839114058,2.021463941896849,0.5777481446507552,0.5511883082810292,202977048.7152778,,0.7523200574716291,0.6964340054515865,104.33452753961568,147655563.08842024,8385176.110766342,8.724728577948397,124431856.10434122,15.418887547842708
2022-1,0.5883031673345314,295.06,,,,,,,,,0.6964720054897096,104.78622132268794,147382161.26929915,8390698.717493225,8.722775500163868,124397646.90229145,15.416984436086516
2022-2,0.5916726786053605,317.458,,,,,,,,,,105.05865521613345,,,,,
2022-3,0.5944797761678684,343.257,,,,,,,,,,105.25379287939371,,,,,
2022-4,0.5967871994182453,336.294,,,,,,,,,,105.53809480252148,,,,,
2022-5,0.5983766042460299,349.279,,,,,,,,,,105.94699222413192,,,,,
2022-6,0.5988658509821756,296.171,,,,,,,,,,105.79749607289077,,,,,
2022-7,0.5980451077127307,329.527,,,,,,,,,,106.3163122607585,,,,,
2022-8,0.597112622455532,366.305,,,,,,,,,,106.06916324369264,,,,,
2022-9,0.5961783691136467,346.042,,,,,,,,,,105.75294275457348,,,,,
2022-10,0.5946624167207526,347.901,,,,,,,,,,105.53736096122935,,,,,
2022-11,0.5924356900970225,310.845,,,,,,,,,,104.97124110493633,,,,,
2022-12,0.5893054035412035,310.845,,,,,,,,,,104.85714097391455,,,,,
