,Bahia - value,Bahia - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Bahia - IDH,Bahia - Produção de Cimento (t),Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - Desemprego
2006-8,0.3290576369558739,185.222,0.4258794259587617,-8483.803210688488,3.837301314139748,1.137471455329126,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.6816306826114209,53.60766263656726,137907542.5911917,8620595.202230396,8.667088433923535,123439740.50345732,8.147859536212604
2006-9,0.3296956487837258,178.863,0.427904503700878,-8564.573776025667,3.830845488644045,1.0587078803302106,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.681856707032522,54.26634498085904,138031147.76010495,8624635.703936132,8.668980388333521,123471603.50364856,8.14550409800957
2006-10,0.3306922532589039,171.744,0.4308949403404751,-8753.077264130869,3.820865481468113,1.421378557730808,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.6820827314536231,55.01746256573725,138154752.9290182,8628676.205641868,8.670872342743507,123503466.50383976,8.143148659806535
2006-11,0.3316584648999721,167.8,0.4297781875807803,-8585.918047929645,3.797759546537678,1.4120349588618786,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.6823087558747241,55.68685672954379,138278358.09793144,8632716.707347604,8.672764297153492,123535329.504031,8.140793221603499
2006-12,0.33271144918395,172.041,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1875702591687969,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.6825347802958251,56.20327760880794,138401963.2668447,8636757.20905334,8.674656251563478,123567192.5042222,8.138437783400464
2007-1,0.3338900986401675,191.238,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0484592446587069,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.6827608047169262,56.98289160125436,138525568.43575794,8640797.710759075,8.676548205973464,123599055.50441344,8.13608234519743
2007-2,0.3350582325257932,148.904,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8421045009906388,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.6829602540472878,57.50067972349247,138623015.5438445,8645039.494044002,8.677496811169679,123608951.55921946,8.133304178465226
2007-3,0.3355885676677057,185.388,0.421374616153345,-8302.699392306728,3.706955628134506,1.018140906308683,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.6831597033776494,58.248442116608594,138720462.65193105,8649281.277328929,8.678445416365891,123618847.61402547,8.130526011733021
2007-4,0.3357938789360548,178.255,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9033883329680754,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.683359152708011,58.710046687420686,138817909.76001763,8653523.060613856,8.679394021562105,123628743.66883153,8.127747845000819
2007-5,0.3366025391945037,192.947,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9401668232327632,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.6835586020383726,59.38039139229832,138915356.8681042,8657764.843898783,8.68034262675832,123638639.72363757,8.124969678268615
2007-6,0.3373925264105818,166.769,0.427912233110958,-8026.170619784551,3.601931188268772,0.8058311751117864,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.6837580513687341,59.73068525129108,139012803.97619075,8662006.62718371,8.681291231954532,123648535.7784436,8.12219151153641
2007-7,0.337945560760117,182.507,0.4270491588284315,-7955.022260278307,3.560009340555952,1.076324332364028,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.6839575006990957,60.77075601576049,139110251.08427733,8666248.410468636,8.682239837150746,123658431.83324964,8.119413344804206
2007-8,0.3381384149739589,200.526,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.928096428428659,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.6841569500294573,61.85711103384392,139207698.1923639,8670490.193753563,8.68318844234696,123668327.88805568,8.116635178072002
2007-9,0.3384214658617167,185.443,0.4202971223147698,-7895.376088335307,3.469607481841116,0.8415331129361044,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.6843563993598188,62.96147320821332,139305145.30045044,8674731.97703849,8.684137047543173,123678223.94286168,8.113857011339798
2007-10,0.3385450967864045,214.502,0.422186667969427,-7988.122113095049,3.4226070580234054,0.9901874062377624,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,0.6845558486901805,64.18436720413239,139402592.408537,8678973.760323416,8.685085652739387,123688119.99766771,8.111078844607594
2007-11,0.338676424160388,210.569,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9668064819595842,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,0.684755298020542,65.34058161927044,139500039.51662356,8683215.543608343,8.686034257935601,123698016.05247375,8.108300677875391
2007-12,0.338756270262481,202.756,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8691533889591027,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,0.6849547473509037,66.23852382360786,139597486.62471014,8687457.32689327,8.686982863131814,123707912.1072798,8.105522511143187
2008-1,0.3388146088593199,223.848,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.1129169419380611,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,0.6851541966812652,67.29634761987474,139694933.7327967,8691699.110178197,8.687931468328028,123717808.16208585,8.102744344410983
2008-2,0.3388550176868505,198.666,0.4302154047083354,-7957.479510093275,3.199376609861489,0.9254570735761608,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,0.685327895607274,68.04027359135779,139771824.47363546,8694232.047546262,8.688574740734229,123722138.4332782,8.104956695508152
2008-3,0.3393253462303218,202.162,0.4313867734467428,-7892.607761543437,3.141468520965748,0.843959701601586,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,0.685501594533283,69.24469078774209,139848715.21447423,8696764.984914325,8.689218013140431,123726468.70447056,8.107169046605321
2008-4,0.3399194804305814,222.23,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0100789688419711,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,0.6856752934592918,70.29414208737454,139925605.955313,8699297.92228239,8.689861285546634,123730798.97566289,8.10938139770249
2008-5,0.3405989843347706,226.571,0.4321500462512327,-7622.164669581103,2.983508587016217,0.8788234320750334,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,0.6858489923853006,71.36420849893695,140002496.69615176,8701830.859650454,8.690504557952835,123735129.24685524,8.11159374879966
2008-6,0.3412717212150824,210.861,0.416568100772241,-7526.222983080984,2.8968331481222203,0.7991930023670225,0.4203655844188621,187848951.92068976,7669774.1383845955,0.6287480084855108,0.6860226913113096,72.32502360413258,140079387.43699053,8704363.797018519,8.691147830359036,123739459.5180476,8.113806099896829
2008-7,0.3419229430224187,235.521,0.4017041211332135,-7372.476799457021,2.8193033709764,0.902092951723226,0.3823654090466765,187990535.3743589,7674174.087571479,0.599023956748628,0.6861963902373184,73.42626685083522,140156278.17782927,8706896.734386582,8.691791102765238,123743789.78923996,8.116018450993998
2008-8,0.3425925026743192,239.336,0.3911930100262941,-7330.909560613458,2.746140251198851,0.9463193773473402,0.377094781251677,188132118.82802805,7678574.036758362,0.5717904557609863,0.6863700891633272,74.55713280079516,140233168.91866803,8709429.671754647,8.692434375171441,123748120.06043231,8.118230802091166
2008-9,0.3433503570767365,250.326,0.393954511741958,-7785.307445305803,2.665912474404139,1.072336807943622,0.4025579714905743,188273702.2816972,7682973.985945245,0.5509061927111456,0.6865437880893361,75.53810157965695,140310059.6595068,8711962.609122712,8.693077647577642,123752450.33162469,8.120443153188335
2008-10,0.3440657592867979,249.756,0.4032616547632046,-7703.954458964581,2.598260780235978,1.0137661057737235,0.412023328025164,188415285.7353664,7687373.935132128,0.5338333005653052,0.686717487015345,76.79305579595896,140386950.40034556,8714495.546490775,8.693720919983843,123756780.60281704,8.122655504285504
2008-11,0.3445121573689998,216.948,0.4104528122004031,-7476.287871104045,2.5386157863332808,1.0949575949903168,0.4176314374021105,188556869.1890356,7691773.884319011,0.5233099682890817,0.6868911859413538,77.44714953535123,140463841.14118433,8717028.48385884,8.694364192390045,123761110.87400936,8.124867855382673
2008-12,0.3451418245622453,202.112,0.4155686208661097,-7673.72643892393,2.504755709594416,1.1610813401906588,0.4199544942195133,188698452.64270467,7696173.833505894,0.524103085853287,0.6870648848673627,78.54056367424526,140540731.8820231,8719561.421226904,8.695007464796248,123765441.14520171,8.127080206479842
2009-1,0.3457138730393533,221.999,0.4265478197554145,-8468.75016667358,2.46038988184506,0.7012005668165715,0.4453642148556728,188840036.09637383,7700573.782692777,0.5263722830788128,0.6872385837933715,79.87658992047868,140617622.62286186,8722094.358594969,8.695650737202449,123769771.41639408,8.129292557577012
2009-2,0.3459755827209694,191.375,0.4330860958676656,-8362.130172448553,2.419211323171128,0.7911392802955751,0.4617677479747263,188999683.0050093,7704524.6839363,0.5227829360821162,0.6873873570014145,80.83507355964653,140893653.54543534,8724048.841064963,8.698587770387533,123825191.5825612,8.126466901908204
2009-3,0.3462820592555649,221.545,0.4381030668091561,-8556.283355305572,2.384914975903917,0.6947273574987124,0.4744121661088831,189159329.91364485,7708475.585179822,0.5234789989371754,0.6875361302094575,82.07438771956802,141169684.4680088,8726003.32353496,8.701524803572616,123880611.74872832,8.123641246239396
2009-4,0.3467451917369497,200.744,0.45007711682254,-8805.162211693303,2.3630365952461503,0.6925605788455927,0.4999622144350261,189318976.8222804,7712426.486423344,0.5478423802413089,0.6876849034175004,83.19950905840395,141445715.39058226,8727957.806004955,8.704461836757698,123936031.91489545,8.12081559057059
2009-5,0.3477033817941108,211.897,0.450431778065969,-8667.302626906909,2.3525692667827225,0.8262641115749951,0.4981088282193594,189478623.73091587,7716377.387666867,0.6069054336378797,0.6878336766255434,84.52443686189339,141721746.31315574,8729912.28847495,8.707398869942782,123991452.08106254,8.117989934901782
2009-6,0.3481095214390008,215.393,0.4443889715056729,-8866.763268778828,2.338774353162325,0.8459717013893588,0.4904351794060748,189638270.6395514,7720328.288910389,0.5851435517618442,0.6879824498335864,85.62302962657903,141997777.2357292,8731866.770944946,8.710335903127866,124046872.24722968,8.115164279232975
2009-7,0.3486139499089685,251.828,0.4406435988198508,-9104.309037125651,2.304832376935664,1.0287709072004996,0.4945814397751699,189797917.5481869,7724279.190153912,0.5788217871313215,0.6881312230416292,87.02828155260532,142273808.15830266,8733821.25341494,8.713272936312949,124102292.41339678,8.112338623564167
2009-8,0.3491663660140471,249.872,0.4435740975951859,-9151.584889714371,2.2790124389025963,0.9676854539357764,0.519129981023956,189957564.45682243,7728230.091397434,0.5750680318928113,0.6882799962496722,87.72333309417355,142549839.08087614,8735775.735884935,8.716209969498031,124157712.57956389,8.109512967895359
2009-9,0.3502199976679265,267.42,0.4517057294318006,-9303.102943424732,2.248138981864224,0.724499229322103,0.5322073984035939,190117211.36545795,7732180.992640956,0.5778898181752461,0.6884287694577151,88.60858252397621,142825870.0034496,8737730.218354931,8.719147002683115,124213132.745731,8.106687312226551
2009-10,0.3512648656639716,263.926,0.4562242724341889,-9568.345532304107,2.217904930844287,0.7633071541231229,0.5355829324010861,190276858.27409345,7736131.893884479,0.5785426926291699,0.6885775426657581,89.40191128552239,143101900.92602307,8739684.700824926,8.7220840358682,124268552.91189812,8.103861656557743
2009-11,0.352267309926779,266.105,0.4618168766069392,-9497.345398002251,2.177604887432468,0.7775651006383951,0.5460484315742349,190436505.18272892,7740082.795128002,0.5912075438524862,0.6887263158738011,89.73292238922421,143377931.84859654,8741639.18329492,8.725021069053282,124323973.07806525,8.101036000888937
2009-12,0.353365083105685,263.387,0.4644167127850657,-9190.300907588446,2.124224012723041,0.6588931475137494,0.5427257627326397,190596152.09136447,7744033.696371524,0.5870573500038764,0.688875089081844,90.21592934371306,143653962.77117,8743593.665764917,8.727958102238365,124379393.24423236,8.09821034522013
2010-1,0.3543856711228933,262.363,0.4691088914703447,-9688.588371030834,2.0799573598611705,0.8031841697782718,0.5528867394615864,190755799.0,7747984.597615046,0.6027048817569469,0.689023862289887,91.0969376196336,143929993.69374347,8745548.148234911,8.730895135423449,124434813.41039948,8.095384689551322
2010-2,0.355470794842558,243.671,0.4638866746250542,-9576.958631035535,2.030863470139216,0.5926900446632651,0.5359195328522104,190858600.18802968,7751204.361214897,0.5955700194878013,0.6891485344663508,91.7937659869756,144183919.94312668,8742547.02328508,8.733263255673643,124478187.60361324,8.094507413799786
2010-3,0.3567017290702255,294.896,0.4529411903376403,-9737.230041667011,1.9872203448387613,0.7585008947055016,0.5269652285318539,190961401.3760593,7754424.124814747,0.5982752954789717,0.6892732066428147,93.03751072974332,144437846.19250986,8739545.898335248,8.73563137592384,124521561.79682696,8.093630138048248
2010-4,0.3581134919853256,245.168,0.455830055988475,-10059.393149424635,1.938766300428007,0.6804934266711138,0.5365275225694347,191064202.56408903,7757643.888414597,0.5978042087664871,0.6893978788192785,93.74393562651886,144691772.44189307,8736544.773385417,8.737999496174034,124564935.99004072,8.092752862296711
2010-5,0.3595011248741979,284.621,0.4519925678913392,-9786.943488370514,1.900423502203311,0.8415792375791469,0.5422255150798765,191167003.7521188,7760863.652014448,0.6184467692784309,0.6895225509957423,94.58348243344015,144945698.69127628,8733543.648435585,8.74036761642423,124608310.1832545,8.091875586545173
2010-6,0.3607766787627577,268.126,0.4452546601697086,-9905.786117325402,1.8856666637377413,0.7475516797723416,0.526058037576734,191269804.9401484,7764083.415614299,0.5958291622572781,0.6896472231722062,95.27159006475657,145199624.94065946,8730542.523485754,8.742735736674424,124651684.37646824,8.090998310793637
2010-7,0.3620849432025061,270.271,0.4546156103614938,-10012.607609861,1.8938061232400991,0.6585535280859806,0.5522966590697518,191372606.1281781,7767303.179214149,0.5865859204975183,0.68977189534867,96.16929550272847,145453551.19004267,8727541.398535922,8.745103856924619,124695058.569682,8.090121035042099
2010-8,0.3634760044306712,282.262,0.4638587019783974,-10127.16701415496,1.9055306692046643,0.8571799086828237,0.5776013784579778,191475407.31620777,7770522.942813999,0.5826586136352507,0.6898965675251337,96.98354098542018,145707477.4394259,8724540.27358609,8.747471977174815,124738432.76289576,8.089243759290563
2010-9,0.3648777085481477,293.852,0.4761580018141546,-10250.239819329276,1.9300080246741709,0.9272688877681192,0.5772035539111675,191578208.50423744,7773742.706413849,0.5845130658367664,0.6900212397015976,97.58330441775944,145961403.68880907,8721539.14863626,8.74984009742501,124781806.95610952,8.088366483539026
2010-10,0.366312960618993,304.568,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,0.6901459118780614,98.23785957772074,146215329.93819228,8718538.023686428,8.752208217675205,124825181.14932328,8.087489207787488
