Ano,IGP-DI
2015,0.5257622894811392
2015,0.49873327636833653
2015,0.47875333945511966
2015,0.471500431076438
2015,0.4754222059965265
2015,0.4476002509116798
2015,0.4263937170455484
2015,0.4149277811632851
2016,0.4151945630880473
2016,0.38408954518028154
2016,0.3756470321164557
2016,0.3820964756373156
2016,0.4050692196787397
2016,0.40926396926376823
2016,0.3812478068283722
2016,0.3986499601282697
2016,0.42187170507784183
2016,0.4224506608091278
2016,0.3923024529656499
2016,0.37739093846442107
2017,0.3569248836113066
2017,0.36819347922433054
2017,0.3837494708257729
2017,0.40544284657889856
2017,0.43589139389748305
2017,0.45732260011006154
2017,0.4758652393700967
2017,0.47152058426632076
2017,0.47682711800488986
2017,0.47542721824995854
2017,0.491301237991556
2017,0.5118095547455561
2018,0.5005214276758065
2018,0.4906301391980058
2018,0.5232126003004083
2018,0.515815979242938
2018,0.52140209156142
2018,0.5229599052733115
2018,0.5428312509061592
2018,0.6161288722138691
2018,0.6740366051135752
2018,0.7177542561347128
2018,0.7723522886923776
2018,0.8188839179929231
2019,0.8964654073710557
2019,0.9613539894886018
2019,0.9922348162286889
2019,1.0281222722573198
2019,1.0918504238017774
2019,1.0993189754324773
2019,1.129155636153343
2019,1.1398350320060624
2019,1.1526577758374856
2019,1.1888992178340692
2019,1.1803986463970102
2019,1.2026251241195707
2020,1.2222336051272034
2020,1.2657379352792728
2020,1.3297197270360335
2020,1.3210770153367604
2020,1.3505721385223486
2020,1.3583103027460413
2020,1.334950106776097
2020,1.2921362058754833
2020,1.2020547228889855
2020,1.1328306028435857
2020,1.0625260384907056
2020,1.0208969313437328
2021,1.0107339316161983
2021,0.95449451374365
2021,0.892109626483549
2021,0.825168296080587
2021,0.7281692353422864
2021,0.6217675784349498
2021,0.6016134682921431
2021,0.5622758730296696
2021,0.5648741379057796
2021,0.5760888293945896
2021,0.5405079259370922
2021,0.5511883082810292
2022,0.5205008422001768
2022,0.46954196032280815
2022,0.42605019806962585
2022,0.35659606804775307
2022,0.3311489460667217
2022,0.29580858077469846
2022,0.2593166560063657
2022,0.24752431020195048
2022,0.24066076616107315
2022,0.2549255321448778
2022,0.2548378986580004
2022,0.24353940650119113
2023,0.21717009030302395
2023,0.19664125962527712
2023,0.1766008598088406
2023,0.1697419664686383
2023,0.1884675249278057
2023,0.26175514768755853
2023,0.3137452521852573
2023,0.3307803336283922
